"School","Pub.Priv","Year","Ave.Act","Range","Num","Pct"
"Lincoln","Public",2009,17.1632329635499,"28.32",5,0.006720430107527
"Lincoln","Public",2009,17.1632329635499,"24.27",33,0.044354838709678
"Lincoln","Public",2009,17.1632329635499,"19.23",163,0.219086021505376
"Lincoln","Public",2009,17.1632329635499,"17.18",124,0.166666666666667
"Lincoln","Public",2009,17.1632329635499,"01.16",306,0.411290322580645
"Lincoln","Public",2009,17.1632329635499,"NA",113,0.151881720430108
"Lincoln","Public",2009,17.1632329635499,"Tot",744,1
"Missouri Southern","Public",2009,21.1112565445026,"33.36",5,0.005827505827506
"Missouri Southern","Public",2009,21.1112565445026,"28.32",48,0.055944055944056
"Missouri Southern","Public",2009,21.1112565445026,"24.27",144,0.167832167832168
"Missouri Southern","Public",2009,21.1112565445026,"19.23",357,0.416083916083916
"Missouri Southern","Public",2009,21.1112565445026,"17.18",123,0.143356643356643
"Missouri Southern","Public",2009,21.1112565445026,"01.16",87,0.101398601398601
"Missouri Southern","Public",2009,21.1112565445026,"NA",94,0.10955710955711
"Missouri Southern","Public",2009,21.1112565445026,"Tot",858,1
"Missouri State","Public",2009,23.9576480263158,"33.36",23,0.008883738895326
"Missouri State","Public",2009,23.9576480263158,"28.32",471,0.181923522595597
"Missouri State","Public",2009,23.9576480263158,"24.27",719,0.277713402858246
"Missouri State","Public",2009,23.9576480263158,"19.23",1091,0.421398223252221
"Missouri State","Public",2009,23.9576480263158,"17.18",94,0.036307454615682
"Missouri State","Public",2009,23.9576480263158,"01.16",34,0.013132483584396
"Missouri State","Public",2009,23.9576480263158,"NA",157,0.060641174198532
"Missouri State","Public",2009,23.9576480263158,"Tot",2589,1
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"33.36",79,0.07129963898917
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"28.32",477,0.430505415162455
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"24.27",374,0.337545126353791
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"19.23",134,0.120938628158845
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"17.18",4,0.003610108303249
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"01.16",1,0.000902527075812
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"NA",39,0.035198555956679
"Missouri Univ. Of Sci. & Tech.","Public",2009,27.6819457436857,"Tot",1108,1
"Missouri Western","Public",2009,19.8083252662149,"33.36",1,0.000838926174497
"Missouri Western","Public",2009,19.8083252662149,"28.32",39,0.032718120805369
"Missouri Western","Public",2009,19.8083252662149,"24.27",157,0.131711409395973
"Missouri Western","Public",2009,19.8083252662149,"19.23",416,0.348993288590604
"Missouri Western","Public",2009,19.8083252662149,"17.18",203,0.170302013422819
"Missouri Western","Public",2009,19.8083252662149,"01.16",217,0.182046979865772
"Missouri Western","Public",2009,19.8083252662149,"NA",159,0.133389261744966
"Missouri Western","Public",2009,19.8083252662149,"Tot",1192,1
"Northwest","Public",2009,22.2519946808511,"33.36",2,0.001276324186343
"Northwest","Public",2009,22.2519946808511,"28.32",131,0.083599234205488
"Northwest","Public",2009,22.2519946808511,"24.27",393,0.250797702616465
"Northwest","Public",2009,22.2519946808511,"19.23",759,0.484365028717294
"Northwest","Public",2009,22.2519946808511,"17.18",167,0.106573069559668
"Northwest","Public",2009,22.2519946808511,"01.16",52,0.033184428844927
"Northwest","Public",2009,22.2519946808511,"NA",63,0.040204211869815
"Northwest","Public",2009,22.2519946808511,"Tot",1567,1
"Southeast","Public",2009,22.8087871287129,"33.36",13,0.007202216066482
"Southeast","Public",2009,22.8087871287129,"28.32",211,0.116897506925208
"Southeast","Public",2009,22.8087871287129,"24.27",417,0.231024930747922
"Southeast","Public",2009,22.8087871287129,"19.23",765,0.42382271468144
"Southeast","Public",2009,22.8087871287129,"17.18",171,0.094736842105263
"Southeast","Public",2009,22.8087871287129,"01.16",39,0.021606648199446
"Southeast","Public",2009,22.8087871287129,"NA",189,0.104709141274238
"Southeast","Public",2009,22.8087871287129,"Tot",1805,1
"Truman","Public",2009,27.205995388163,"33.36",102,0.076005961251863
"Truman","Public",2009,27.205995388163,"28.32",496,0.369597615499255
"Truman","Public",2009,27.205995388163,"24.27",486,0.362146050670641
"Truman","Public",2009,27.205995388163,"19.23",210,0.156482861400894
"Truman","Public",2009,27.205995388163,"17.18",7,0.00521609538003
"Truman","Public",2009,27.205995388163,"01.16",,0
"Truman","Public",2009,27.205995388163,"NA",41,0.030551415797318
"Truman","Public",2009,27.205995388163,"Tot",1342,1
"Ucm","Public",2009,22.0114367405289,"33.36",4,0.002659574468085
"Ucm","Public",2009,22.0114367405289,"28.32",108,0.071808510638298
"Ucm","Public",2009,22.0114367405289,"24.27",329,0.21875
"Ucm","Public",2009,22.0114367405289,"19.23",725,0.482047872340426
"Ucm","Public",2009,22.0114367405289,"17.18",167,0.111037234042553
"Ucm","Public",2009,22.0114367405289,"01.16",66,0.043882978723404
"Ucm","Public",2009,22.0114367405289,"NA",105,0.069813829787234
"Ucm","Public",2009,22.0114367405289,"Tot",1504,1
"Umc","Public",2009,25.5615053360794,"33.36",152,0.027196278404008
"Umc","Public",2009,25.5615053360794,"28.32",1406,0.251565575237073
"Umc","Public",2009,25.5615053360794,"24.27",2153,0.385220969762033
"Umc","Public",2009,25.5615053360794,"19.23",1553,0.277867239219896
"Umc","Public",2009,25.5615053360794,"17.18",70,0.012524601896583
"Umc","Public",2009,25.5615053360794,"01.16",7,0.001252460189658
"Umc","Public",2009,25.5615053360794,"NA",248,0.04437287529075
"Umc","Public",2009,25.5615053360794,"Tot",5589,1
"Umkc","Public",2009,24.1437699680511,"33.36",29,0.028884462151395
"Umkc","Public",2009,24.1437699680511,"28.32",212,0.211155378486056
"Umkc","Public",2009,24.1437699680511,"24.27",260,0.258964143426295
"Umkc","Public",2009,24.1437699680511,"19.23",324,0.322709163346614
"Umkc","Public",2009,24.1437699680511,"17.18",78,0.077689243027889
"Umkc","Public",2009,24.1437699680511,"01.16",36,0.035856573705179
"Umkc","Public",2009,24.1437699680511,"NA",65,0.064741035856574
"Umkc","Public",2009,24.1437699680511,"Tot",1004,1
"Umsl","Public",2009,22.748427672956,"33.36",4,0.007619047619048
"Umsl","Public",2009,22.748427672956,"28.32",60,0.114285714285714
"Umsl","Public",2009,22.748427672956,"24.27",134,0.255238095238095
"Umsl","Public",2009,22.748427672956,"19.23",198,0.377142857142857
"Umsl","Public",2009,22.748427672956,"17.18",63,0.12
"Umsl","Public",2009,22.748427672956,"01.16",18,0.034285714285714
"Umsl","Public",2009,22.748427672956,"NA",48,0.091428571428572
"Umsl","Public",2009,22.748427672956,"Tot",525,1
"Avila","Private",2009,23,"33.36",1,0.008474576271186
"Avila","Private",2009,23,"28.32",15,0.127118644067797
"Avila","Private",2009,23,"24.27",27,0.228813559322034
"Avila","Private",2009,23,"19.23",55,0.466101694915254
"Avila","Private",2009,23,"17.18",12,0.101694915254237
"Avila","Private",2009,23,"01.16",1,0.008474576271186
"Avila","Private",2009,23,"NA",7,0.059322033898305
"Avila","Private",2009,23,"Tot",118,1
"Central Methodist-Clas","Private",2009,22,"33.36",0,0
"Central Methodist-Clas","Private",2009,22,"28.32",13,0.05
"Central Methodist-Clas","Private",2009,22,"24.27",55,0.211538461538462
"Central Methodist-Clas","Private",2009,22,"19.23",145,0.557692307692308
"Central Methodist-Clas","Private",2009,22,"17.18",37,0.142307692307692
"Central Methodist-Clas","Private",2009,22,"01.16",0,0
"Central Methodist-Clas","Private",2009,22,"NA",10,0.038461538461539
"Central Methodist-Clas","Private",2009,22,"Tot",260,1
"College Of The Ozarks","Private",2009,22,"33.36",1,0.004098360655738
"College Of The Ozarks","Private",2009,22,"28.32",13,0.05327868852459
"College Of The Ozarks","Private",2009,22,"24.27",62,0.254098360655738
"College Of The Ozarks","Private",2009,22,"19.23",142,0.581967213114754
"College Of The Ozarks","Private",2009,22,"17.18",13,0.05327868852459
"College Of The Ozarks","Private",2009,22,"01.16",6,0.024590163934426
"College Of The Ozarks","Private",2009,22,"NA",7,0.028688524590164
"College Of The Ozarks","Private",2009,22,"Tot",244,1
"Columbia","Private",2009,22.8,"33.36",13,0.074712643678161
"Columbia","Private",2009,22.8,"28.32",17,0.097701149425287
"Columbia","Private",2009,22.8,"24.27",54,0.310344827586207
"Columbia","Private",2009,22.8,"19.23",61,0.350574712643678
"Columbia","Private",2009,22.8,"17.18",6,0.03448275862069
"Columbia","Private",2009,22.8,"01.16",0,0
"Columbia","Private",2009,22.8,"NA",23,0.132183908045977
"Columbia","Private",2009,22.8,"Tot",174,1
"Culver-Stockton","Private",2009,22,"33.36",0,0
"Culver-Stockton","Private",2009,22,"28.32",6,0.037037037037037
"Culver-Stockton","Private",2009,22,"24.27",29,0.179012345679012
"Culver-Stockton","Private",2009,22,"19.23",48,0.296296296296296
"Culver-Stockton","Private",2009,22,"17.18",10,0.061728395061728
"Culver-Stockton","Private",2009,22,"01.16",10,0.061728395061728
"Culver-Stockton","Private",2009,22,"NA",59,0.364197530864197
"Culver-Stockton","Private",2009,22,"Tot",162,1
"Drury","Private",2009,28,"33.36",12,0.012012012012012
"Drury","Private",2009,28,"28.32",90,0.09009009009009
"Drury","Private",2009,28,"24.27",108,0.108108108108108
"Drury","Private",2009,28,"19.23",107,0.107107107107107
"Drury","Private",2009,28,"17.18",11,0.011011011011011
"Drury","Private",2009,28,"01.16",0,0
"Drury","Private",2009,28,"NA",671,0.671671671671672
"Drury","Private",2009,28,"Tot",999,1
"Evangel","Private",2009,22.79,"33.36",3,0.006944444444444
"Evangel","Private",2009,22.79,"28.32",49,0.113425925925926
"Evangel","Private",2009,22.79,"24.27",94,0.217592592592593
"Evangel","Private",2009,22.79,"19.23",147,0.340277777777778
"Evangel","Private",2009,22.79,"17.18",37,0.085648148148148
"Evangel","Private",2009,22.79,"01.16",14,0.032407407407407
"Evangel","Private",2009,22.79,"NA",88,0.203703703703704
"Evangel","Private",2009,22.79,"Tot",432,1
"Fontbonne","Private",2009,23,"33.36",0,0
"Fontbonne","Private",2009,23,"28.32",14,0.076923076923077
"Fontbonne","Private",2009,23,"24.27",44,0.241758241758242
"Fontbonne","Private",2009,23,"19.23",82,0.450549450549451
"Fontbonne","Private",2009,23,"17.18",13,0.071428571428572
"Fontbonne","Private",2009,23,"01.16",5,0.027472527472528
"Fontbonne","Private",2009,23,"NA",24,0.131868131868132
"Fontbonne","Private",2009,23,"Tot",182,1
"Hannibal-Lagrange","Private",2009,22.32,"33.36",0,0
"Hannibal-Lagrange","Private",2009,22.32,"28.32",18,0.097297297297297
"Hannibal-Lagrange","Private",2009,22.32,"24.27",36,0.194594594594595
"Hannibal-Lagrange","Private",2009,22.32,"19.23",75,0.405405405405405
"Hannibal-Lagrange","Private",2009,22.32,"17.18",23,0.124324324324324
"Hannibal-Lagrange","Private",2009,22.32,"01.16",2,0.010810810810811
"Hannibal-Lagrange","Private",2009,22.32,"NA",31,0.167567567567568
"Hannibal-Lagrange","Private",2009,22.32,"Tot",185,1
"Lindenwood","Private",2009,22.28,"33.36",4,0.002846975088968
"Lindenwood","Private",2009,22.28,"28.32",63,0.044839857651246
"Lindenwood","Private",2009,22.28,"24.27",467,0.332384341637011
"Lindenwood","Private",2009,22.28,"19.23",486,0.345907473309608
"Lindenwood","Private",2009,22.28,"17.18",71,0.050533807829182
"Lindenwood","Private",2009,22.28,"01.16",6,0.004270462633452
"Lindenwood","Private",2009,22.28,"NA",308,0.219217081850534
"Lindenwood","Private",2009,22.28,"Tot",1405,1
"Maryville","Private",2009,24,"33.36",2,0.005347593582888
"Maryville","Private",2009,24,"28.32",52,0.13903743315508
"Maryville","Private",2009,24,"24.27",136,0.363636363636364
"Maryville","Private",2009,24,"19.23",127,0.339572192513369
"Maryville","Private",2009,24,"17.18",12,0.032085561497326
"Maryville","Private",2009,24,"01.16",3,0.008021390374332
"Maryville","Private",2009,24,"NA",42,0.112299465240642
"Maryville","Private",2009,24,"Tot",374,1
"Missouri Baptist","Private",2009,21.71,"33.36",2,0.009049773755656
"Missouri Baptist","Private",2009,21.71,"28.32",13,0.058823529411765
"Missouri Baptist","Private",2009,21.71,"24.27",38,0.171945701357466
"Missouri Baptist","Private",2009,21.71,"19.23",93,0.420814479638009
"Missouri Baptist","Private",2009,21.71,"17.18",39,0.176470588235294
"Missouri Baptist","Private",2009,21.71,"01.16",0,0
"Missouri Baptist","Private",2009,21.71,"NA",36,0.16289592760181
"Missouri Baptist","Private",2009,21.71,"Tot",221,1
"Missouri Valley","Private",2009,19.42,"33.36",0,0
"Missouri Valley","Private",2009,19.42,"28.32",9,0.02073732718894
"Missouri Valley","Private",2009,19.42,"24.27",30,0.069124423963134
"Missouri Valley","Private",2009,19.42,"19.23",156,0.359447004608295
"Missouri Valley","Private",2009,19.42,"17.18",88,0.202764976958525
"Missouri Valley","Private",2009,19.42,"01.16",67,0.154377880184332
"Missouri Valley","Private",2009,19.42,"NA",84,0.193548387096774
"Missouri Valley","Private",2009,19.42,"Tot",434,1
"Park","Private",2009,22.7,"33.36",0,0
"Park","Private",2009,22.7,"28.32",25,0.121951219512195
"Park","Private",2009,22.7,"24.27",43,0.209756097560976
"Park","Private",2009,22.7,"19.23",71,0.346341463414634
"Park","Private",2009,22.7,"17.18",19,0.092682926829268
"Park","Private",2009,22.7,"01.16",9,0.04390243902439
"Park","Private",2009,22.7,"NA",38,0.185365853658537
"Park","Private",2009,22.7,"Tot",205,1
"Rockhurst","Private",2009,25,"33.36",8,0.01909307875895
"Rockhurst","Private",2009,25,"28.32",95,0.22673031026253
"Rockhurst","Private",2009,25,"24.27",134,0.31980906921241
"Rockhurst","Private",2009,25,"19.23",145,0.346062052505967
"Rockhurst","Private",2009,25,"17.18",19,0.045346062052506
"Rockhurst","Private",2009,25,"01.16",5,0.011933174224344
"Rockhurst","Private",2009,25,"NA",13,0.031026252983294
"Rockhurst","Private",2009,25,"Tot",419,1
"Saint Louis","Private",2009,27.8,"33.36",72,0.041763341067285
"Saint Louis","Private",2009,27.8,"28.32",605,0.35092807424594
"Saint Louis","Private",2009,27.8,"24.27",510,0.295823665893271
"Saint Louis","Private",2009,27.8,"19.23",232,0.134570765661253
"Saint Louis","Private",2009,27.8,"17.18",21,0.012180974477958
"Saint Louis","Private",2009,27.8,"01.16",0,0
"Saint Louis","Private",2009,27.8,"NA",284,0.164733178654292
"Saint Louis","Private",2009,27.8,"Tot",1724,1
"Southwest Baptist","Private",2009,22.95,"33.36",6,0.011173184357542
"Southwest Baptist","Private",2009,22.95,"28.32",61,0.113594040968343
"Southwest Baptist","Private",2009,22.95,"24.27",146,0.271880819366853
"Southwest Baptist","Private",2009,22.95,"19.23",178,0.33147113594041
"Southwest Baptist","Private",2009,22.95,"17.18",41,0.07635009310987
"Southwest Baptist","Private",2009,22.95,"01.16",29,0.054003724394786
"Southwest Baptist","Private",2009,22.95,"NA",76,0.141527001862197
"Southwest Baptist","Private",2009,22.95,"Tot",537,1
"Stephens","Private",2009,22,"33.36",0,0
"Stephens","Private",2009,22,"28.32",19,0.082251082251082
"Stephens","Private",2009,22,"24.27",41,0.177489177489178
"Stephens","Private",2009,22,"19.23",89,0.385281385281385
"Stephens","Private",2009,22,"17.18",24,0.103896103896104
"Stephens","Private",2009,22,"01.16",13,0.056277056277056
"Stephens","Private",2009,22,"NA",45,0.194805194805195
"Stephens","Private",2009,22,"Tot",231,1
"Washington","Private",2009,32.5,"33.36",495,0.327814569536424
"Washington","Private",2009,32.5,"28.32",411,0.272185430463576
"Washington","Private",2009,32.5,"24.27",13,0.008609271523179
"Washington","Private",2009,32.5,"19.23",1,0.000662251655629
"Washington","Private",2009,32.5,"17.18",0,0
"Washington","Private",2009,32.5,"01.16",0,0
"Washington","Private",2009,32.5,"NA",590,0.390728476821192
"Washington","Private",2009,32.5,"Tot",1510,1
"Webster","Private",2009,24,"33.36",4,0.008097165991903
"Webster","Private",2009,24,"28.32",93,0.188259109311741
"Webster","Private",2009,24,"24.27",138,0.279352226720648
"Webster","Private",2009,24,"19.23",152,0.307692307692308
"Webster","Private",2009,24,"17.18",38,0.076923076923077
"Webster","Private",2009,24,"01.16",7,0.01417004048583
"Webster","Private",2009,24,"NA",62,0.125506072874494
"Webster","Private",2009,24,"Tot",494,1
"Westminster","Private",2009,24.6,"33.36",6,0.019292604501608
"Westminster","Private",2009,24.6,"28.32",68,0.218649517684887
"Westminster","Private",2009,24.6,"24.27",86,0.276527331189711
"Westminster","Private",2009,24.6,"19.23",112,0.360128617363344
"Westminster","Private",2009,24.6,"17.18",18,0.057877813504823
"Westminster","Private",2009,24.6,"01.16",0,0
"Westminster","Private",2009,24.6,"NA",21,0.067524115755627
"Westminster","Private",2009,24.6,"Tot",311,1
"William Jewell","Private",2009,25.8,"33.36",10,0.035460992907802
"William Jewell","Private",2009,25.8,"28.32",87,0.308510638297872
"William Jewell","Private",2009,25.8,"24.27",85,0.301418439716312
"William Jewell","Private",2009,25.8,"19.23",72,0.25531914893617
"William Jewell","Private",2009,25.8,"17.18",11,0.039007092198582
"William Jewell","Private",2009,25.8,"01.16",0,0
"William Jewell","Private",2009,25.8,"NA",17,0.060283687943262
"William Jewell","Private",2009,25.8,"Tot",282,1
"William Woods","Private",2009,23,"33.36",1,0.004115226337449
"William Woods","Private",2009,23,"28.32",38,0.156378600823045
"William Woods","Private",2009,23,"24.27",56,0.230452674897119
"William Woods","Private",2009,23,"19.23",103,0.423868312757202
"William Woods","Private",2009,23,"17.18",25,0.102880658436214
"William Woods","Private",2009,23,"01.16",3,0.012345679012346
"William Woods","Private",2009,23,"NA",17,0.069958847736626
"William Woods","Private",2009,23,"Tot",243,1
"Harris-Stowe","Public",2010,15.97,"33.36",0,0
"Harris-Stowe","Public",2010,15.97,"28.32",0,0
"Harris-Stowe","Public",2010,15.97,"24.27",4,0.014760147601476
"Harris-Stowe","Public",2010,15.97,"19.23",23,0.084870848708487
"Harris-Stowe","Public",2010,15.97,"17.18",34,0.125461254612546
"Harris-Stowe","Public",2010,15.97,"01.16",104,0.383763837638376
"Harris-Stowe","Public",2010,15.97,"NA",106,0.391143911439114
"Harris-Stowe","Public",2010,15.97,"Tot",271,1
"Lincoln","Public",2010,17.5,"33.36",1,0.001769911504425
"Lincoln","Public",2010,17.5,"28.32",7,0.012389380530974
"Lincoln","Public",2010,17.5,"24.27",27,0.047787610619469
"Lincoln","Public",2010,17.5,"19.23",157,0.27787610619469
"Lincoln","Public",2010,17.5,"17.18",98,0.173451327433628
"Lincoln","Public",2010,17.5,"01.16",252,0.446017699115044
"Lincoln","Public",2010,17.5,"NA",23,0.04070796460177
"Lincoln","Public",2010,17.5,"Tot",565,1
"Missouri Southern","Public",2010,21.16,"33.36",2,0.002355712603062
"Missouri Southern","Public",2010,21.16,"28.32",55,0.064782096584217
"Missouri Southern","Public",2010,21.16,"24.27",147,0.173144876325088
"Missouri Southern","Public",2010,21.16,"19.23",348,0.409893992932862
"Missouri Southern","Public",2010,21.16,"17.18",118,0.138987043580683
"Missouri Southern","Public",2010,21.16,"01.16",93,0.109540636042403
"Missouri Southern","Public",2010,21.16,"NA",86,0.101295641931684
"Missouri Southern","Public",2010,21.16,"Tot",849,1
"Missouri State","Public",2010,24.05,"33.36",27,0.009433962264151
"Missouri State","Public",2010,24.05,"28.32",511,0.178546470999301
"Missouri State","Public",2010,24.05,"24.27",799,0.279175401816911
"Missouri State","Public",2010,24.05,"19.23",1115,0.389587700908456
"Missouri State","Public",2010,24.05,"17.18",106,0.037037037037037
"Missouri State","Public",2010,24.05,"01.16",35,0.012229210342418
"Missouri State","Public",2010,24.05,"NA",269,0.093990216631726
"Missouri State","Public",2010,24.05,"Tot",2862,1
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"33.36",102,0.08252427184466
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"28.32",473,0.382686084142395
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"24.27",404,0.326860841423948
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"19.23",146,0.118122977346278
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"17.18",2,0.001618122977346
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"01.16",0,0
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"NA",109,0.088187702265372
"Missouri Univ. Of Sci. & Tech.","Public",2010,27.7,"Tot",1236,1
"Missouri Western","Public",2010,20.74,"33.36",3,0.002754820936639
"Missouri Western","Public",2010,20.74,"28.32",40,0.036730945821855
"Missouri Western","Public",2010,20.74,"24.27",173,0.158861340679523
"Missouri Western","Public",2010,20.74,"19.23",456,0.418732782369146
"Missouri Western","Public",2010,20.74,"17.18",218,0.200183654729109
"Missouri Western","Public",2010,20.74,"01.16",82,0.075298438934803
"Missouri Western","Public",2010,20.74,"NA",117,0.107438016528926
"Missouri Western","Public",2010,20.74,"Tot",1089,1
"Northwest","Public",2010,22.41,"33.36",4,0.002728512960437
"Northwest","Public",2010,22.41,"28.32",146,0.099590723055935
"Northwest","Public",2010,22.41,"24.27",349,0.23806275579809
"Northwest","Public",2010,22.41,"19.23",748,0.510231923601637
"Northwest","Public",2010,22.41,"17.18",146,0.099590723055935
"Northwest","Public",2010,22.41,"01.16",48,0.032742155525239
"Northwest","Public",2010,22.41,"NA",25,0.017053206002729
"Northwest","Public",2010,22.41,"Tot",1466,1
"Southeast","Public",2010,23.02,"33.36",16,0.008776741634668
"Southeast","Public",2010,23.02,"28.32",212,0.116291826659353
"Southeast","Public",2010,23.02,"24.27",457,0.250685682940208
"Southeast","Public",2010,23.02,"19.23",791,0.433900164563906
"Southeast","Public",2010,23.02,"17.18",164,0.089961601755348
"Southeast","Public",2010,23.02,"01.16",6,0.003291278113001
"Southeast","Public",2010,23.02,"NA",177,0.097092704333516
"Southeast","Public",2010,23.02,"Tot",1823,1
"Truman","Public",2010,27.2,"33.36",95,0.067043048694425
"Truman","Public",2010,27.2,"28.32",519,0.366266760762174
"Truman","Public",2010,27.2,"24.27",537,0.378969654199012
"Truman","Public",2010,27.2,"19.23",202,0.142554693013409
"Truman","Public",2010,27.2,"17.18",7,0.004940014114326
"Truman","Public",2010,27.2,"01.16",0,0
"Truman","Public",2010,27.2,"NA",57,0.040225829216655
"Truman","Public",2010,27.2,"Tot",1417,1
"Ucm","Public",2010,21.96,"33.36",4,0.002562459961563
"Ucm","Public",2010,21.96,"28.32",117,0.074951953875721
"Ucm","Public",2010,21.96,"24.27",314,0.201153106982703
"Ucm","Public",2010,21.96,"19.23",747,0.478539397821909
"Ucm","Public",2010,21.96,"17.18",156,0.099935938500961
"Ucm","Public",2010,21.96,"01.16",63,0.040358744394619
"Ucm","Public",2010,21.96,"NA",160,0.102498398462524
"Ucm","Public",2010,21.96,"Tot",1561,1
"Umc","Public",2010,25.75,"33.36",231,0.033841195429241
"Umc","Public",2010,25.75,"28.32",1731,0.253589217697041
"Umc","Public",2010,25.75,"24.27",2415,0.353794315851157
"Umc","Public",2010,25.75,"19.23",1712,0.250805742748315
"Umc","Public",2010,25.75,"17.18",80,0.011719894520949
"Umc","Public",2010,25.75,"01.16",13,0.001904482859654
"Umc","Public",2010,25.75,"NA",644,0.094345150893642
"Umc","Public",2010,25.75,"Tot",6826,1
"Umkc","Public",2010,24.61,"33.36",43,0.024198086662915
"Umkc","Public",2010,24.61,"28.32",300,0.168823860438942
"Umkc","Public",2010,24.61,"24.27",400,0.225098480585256
"Umkc","Public",2010,24.61,"19.23",353,0.198649409116488
"Umkc","Public",2010,24.61,"17.18",97,0.054586381541925
"Umkc","Public",2010,24.61,"01.16",47,0.026449071468768
"Umkc","Public",2010,24.61,"NA",537,0.302194710185706
"Umkc","Public",2010,24.61,"Tot",1777,1
"Umsl","Public",2010,23.67,"33.36",7,0.011164274322169
"Umsl","Public",2010,23.67,"28.32",65,0.103668261562998
"Umsl","Public",2010,23.67,"24.27",160,0.25518341307815
"Umsl","Public",2010,23.67,"19.23",184,0.293460925039872
"Umsl","Public",2010,23.67,"17.18",33,0.052631578947369
"Umsl","Public",2010,23.67,"01.16",4,0.006379585326954
"Umsl","Public",2010,23.67,"NA",174,0.277511961722488
"Umsl","Public",2010,23.67,"Tot",627,1
"Avila","Private",2010,23,"33.36",0,0
"Avila","Private",2010,23,"28.32",23,0.137724550898204
"Avila","Private",2010,23,"24.27",36,0.215568862275449
"Avila","Private",2010,23,"19.23",82,0.491017964071856
"Avila","Private",2010,23,"17.18",14,0.083832335329341
"Avila","Private",2010,23,"01.16",4,0.023952095808383
"Avila","Private",2010,23,"NA",8,0.047904191616767
"Avila","Private",2010,23,"Tot",167,1
"Central Methodist-Clas","Private",2010,22.4,"33.36",1,0.003184713375796
"Central Methodist-Clas","Private",2010,22.4,"28.32",19,0.060509554140127
"Central Methodist-Clas","Private",2010,22.4,"24.27",80,0.254777070063694
"Central Methodist-Clas","Private",2010,22.4,"19.23",168,0.535031847133758
"Central Methodist-Clas","Private",2010,22.4,"17.18",31,0.098726114649682
"Central Methodist-Clas","Private",2010,22.4,"01.16",1,0.003184713375796
"Central Methodist-Clas","Private",2010,22.4,"NA",14,0.044585987261147
"Central Methodist-Clas","Private",2010,22.4,"Tot",314,1
"College Of The Ozarks","Private",2010,22,"33.36",1,0.003690036900369
"College Of The Ozarks","Private",2010,22,"28.32",19,0.070110701107011
"College Of The Ozarks","Private",2010,22,"24.27",73,0.269372693726937
"College Of The Ozarks","Private",2010,22,"19.23",137,0.505535055350554
"College Of The Ozarks","Private",2010,22,"17.18",27,0.099630996309963
"College Of The Ozarks","Private",2010,22,"01.16",8,0.029520295202952
"College Of The Ozarks","Private",2010,22,"NA",6,0.022140221402214
"College Of The Ozarks","Private",2010,22,"Tot",271,1
"Columbia","Private",2010,22.6,"33.36",1,0.001024590163934
"Columbia","Private",2010,22.6,"28.32",12,0.012295081967213
"Columbia","Private",2010,22.6,"24.27",49,0.050204918032787
"Columbia","Private",2010,22.6,"19.23",54,0.055327868852459
"Columbia","Private",2010,22.6,"17.18",12,0.012295081967213
"Columbia","Private",2010,22.6,"01.16",7,0.007172131147541
"Columbia","Private",2010,22.6,"NA",841,0.861680327868852
"Columbia","Private",2010,22.6,"Tot",976,1
"Culver-Stockton","Private",2010,21.6,"33.36",1,0.004716981132075
"Culver-Stockton","Private",2010,21.6,"28.32",12,0.056603773584906
"Culver-Stockton","Private",2010,21.6,"24.27",34,0.160377358490566
"Culver-Stockton","Private",2010,21.6,"19.23",111,0.523584905660377
"Culver-Stockton","Private",2010,21.6,"17.18",39,0.183962264150943
"Culver-Stockton","Private",2010,21.6,"01.16",0,0
"Culver-Stockton","Private",2010,21.6,"NA",15,0.070754716981132
"Culver-Stockton","Private",2010,21.6,"Tot",212,1
"Drury","Private",2010,25.5,"33.36",6,0.009216589861751
"Drury","Private",2010,25.5,"28.32",102,0.15668202764977
"Drury","Private",2010,25.5,"24.27",143,0.219662058371736
"Drury","Private",2010,25.5,"19.23",106,0.162826420890937
"Drury","Private",2010,25.5,"17.18",6,0.009216589861751
"Drury","Private",2010,25.5,"01.16",2,0.003072196620584
"Drury","Private",2010,25.5,"NA",286,0.439324116743472
"Drury","Private",2010,25.5,"Tot",651,1
"Evangel","Private",2010,22.3,"33.36",3,0.0075
"Evangel","Private",2010,22.3,"28.32",35,0.0875
"Evangel","Private",2010,22.3,"24.27",94,0.235
"Evangel","Private",2010,22.3,"19.23",123,0.3075
"Evangel","Private",2010,22.3,"17.18",43,0.1075
"Evangel","Private",2010,22.3,"01.16",24,0.06
"Evangel","Private",2010,22.3,"NA",78,0.195
