"School","Pub.Priv","Year","Ave.Act","Range","Num","Pct"
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"28.32",520,0.462633451957295
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"24.27",375,0.333629893238434
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"19.23",103,0.091637010676157
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"17.18",3,0.002669039145907
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"01.16",,0
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"NA",36,0.03202846975089
"Missouri Univ. Of Sci. & Tech.","Public",2012,27.91,"Tot",1124,1
"Missouri Western","Public",2012,20.28,"33.36",,0
"Missouri Western","Public",2012,20.28,"28.32",56,0.052141527001862
"Missouri Western","Public",2012,20.28,"24.27",151,0.140595903165736
"Missouri Western","Public",2012,20.28,"19.23",400,0.37243947858473
"Missouri Western","Public",2012,20.28,"17.18",209,0.194599627560521
"Missouri Western","Public",2012,20.28,"01.16",157,0.146182495344507
"Missouri Western","Public",2012,20.28,"NA",101,0.094040968342644
"Missouri Western","Public",2012,20.28,"Tot",1074,1
"Northwest","Public",2012,22.44,"33.36",3,0.002207505518764
"Northwest","Public",2012,22.44,"28.32",128,0.094186902133922
"Northwest","Public",2012,22.44,"24.27",360,0.264900662251656
"Northwest","Public",2012,22.44,"19.23",650,0.478292862398823
"Northwest","Public",2012,22.44,"17.18",139,0.102281089036056
"Northwest","Public",2012,22.44,"01.16",39,0.028697571743929
"Northwest","Public",2012,22.44,"NA",40,0.029433406916851
"Northwest","Public",2012,22.44,"Tot",1359,1
"Southeast","Public",2012,22.61,"33.36",7,0.003707627118644
"Southeast","Public",2012,22.61,"28.32",176,0.093220338983051
"Southeast","Public",2012,22.61,"24.27",455,0.240995762711864
"Southeast","Public",2012,22.61,"19.23",835,0.442266949152542
"Southeast","Public",2012,22.61,"17.18",165,0.08739406779661
"Southeast","Public",2012,22.61,"01.16",43,0.022775423728814
"Southeast","Public",2012,22.61,"NA",207,0.109639830508475
"Southeast","Public",2012,22.61,"Tot",1888,1
"Truman","Public",2012,26.9,"33.36",66,0.051927616050354
"Truman","Public",2012,26.9,"28.32",453,0.356412273800157
"Truman","Public",2012,26.9,"24.27",483,0.380015735641227
"Truman","Public",2012,26.9,"19.23",204,0.160503540519276
"Truman","Public",2012,26.9,"17.18",2,0.001573564122738
"Truman","Public",2012,26.9,"01.16",1,0.000786782061369
"Truman","Public",2012,26.9,"NA",62,0.048780487804878
"Truman","Public",2012,26.9,"Tot",1271,1
"Ucm","Public",2012,21.58,"33.36",3,0.001678791270285
"Ucm","Public",2012,21.58,"28.32",117,0.06547285954113
"Ucm","Public",2012,21.58,"24.27",333,0.186345831001679
"Ucm","Public",2012,21.58,"19.23",907,0.507554560716284
"Ucm","Public",2012,21.58,"17.18",254,0.142137660884163
"Ucm","Public",2012,21.58,"01.16",76,0.04252937884723
"Ucm","Public",2012,21.58,"NA",97,0.054280917739228
"Ucm","Public",2012,21.58,"Tot",1787,1
"Umc","Public",2012,25.69,"33.36",191,0.029380095369943
"Umc","Public",2012,25.69,"28.32",1658,0.255037686509768
"Umc","Public",2012,25.69,"24.27",2543,0.391170589140132
"Umc","Public",2012,25.69,"19.23",1705,0.262267343485618
"Umc","Public",2012,25.69,"17.18",53,0.008152591908937
"Umc","Public",2012,25.69,"01.16",18,0.002768804799262
"Umc","Public",2012,25.69,"NA",333,0.051222888786341
"Umc","Public",2012,25.69,"Tot",6501,1
"Umkc","Public",2012,23.66,"33.36",28,0.024888888888889
"Umkc","Public",2012,23.66,"28.32",208,0.184888888888889
"Umkc","Public",2012,23.66,"24.27",298,0.264888888888889
"Umkc","Public",2012,23.66,"19.23",350,0.311111111111111
"Umkc","Public",2012,23.66,"17.18",100,0.088888888888889
"Umkc","Public",2012,23.66,"01.16",68,0.060444444444445
"Umkc","Public",2012,23.66,"NA",73,0.064888888888889
"Umkc","Public",2012,23.66,"Tot",1125,1
"Umsl","Public",2012,24.09,"33.36",5,0.009157509157509
"Umsl","Public",2012,24.09,"28.32",103,0.188644688644689
"Umsl","Public",2012,24.09,"24.27",159,0.291208791208791
"Umsl","Public",2012,24.09,"19.23",211,0.386446886446886
"Umsl","Public",2012,24.09,"17.18",23,0.042124542124542
"Umsl","Public",2012,24.09,"01.16",6,0.010989010989011
"Umsl","Public",2012,24.09,"NA",39,0.071428571428572
"Umsl","Public",2012,24.09,"Tot",546,1
"Avila","Private",2012,23,"33.36",0,0
"Avila","Private",2012,23,"28.32",22,0.104761904761905
"Avila","Private",2012,23,"24.27",56,0.266666666666667
"Avila","Private",2012,23,"19.23",100,0.476190476190476
"Avila","Private",2012,23,"17.18",18,0.085714285714286
"Avila","Private",2012,23,"01.16",3,0.014285714285714
"Avila","Private",2012,23,"NA",11,0.052380952380952
"Avila","Private",2012,23,"Tot",210,1
"Central Methodist","Private",2012,0,"33.36",0,0
"Central Methodist","Private",2012,0,"28.32",18,0.059602649006623
"Central Methodist","Private",2012,0,"24.27",61,0.201986754966887
"Central Methodist","Private",2012,0,"19.23",169,0.559602649006622
"Central Methodist","Private",2012,0,"17.18",43,0.142384105960265
"Central Methodist","Private",2012,0,"01.16",6,0.019867549668874
"Central Methodist","Private",2012,0,"NA",5,0.016556291390729
"Central Methodist","Private",2012,0,"Tot",302,1
"College Of The Ozarks","Private",2012,22,"33.36",0,0
"College Of The Ozarks","Private",2012,22,"28.32",21,0.085365853658537
"College Of The Ozarks","Private",2012,22,"24.27",70,0.284552845528455
"College Of The Ozarks","Private",2012,22,"19.23",131,0.532520325203252
"College Of The Ozarks","Private",2012,22,"17.18",17,0.069105691056911
"College Of The Ozarks","Private",2012,22,"01.16",4,0.016260162601626
"College Of The Ozarks","Private",2012,22,"NA",3,0.01219512195122
"College Of The Ozarks","Private",2012,22,"Tot",246,1
"Columbia","Private",2012,23,"33.36",1,0.000905797101449
"Columbia","Private",2012,23,"28.32",15,0.013586956521739
"Columbia","Private",2012,23,"24.27",49,0.044384057971015
"Columbia","Private",2012,23,"19.23",52,0.047101449275362
"Columbia","Private",2012,23,"17.18",10,0.009057971014493
"Columbia","Private",2012,23,"01.16",2,0.001811594202899
"Columbia","Private",2012,23,"NA",975,0.883152173913043
"Columbia","Private",2012,23,"Tot",1104,1
"Cottey","Private",2012,22.82,"33.36",1,0.007874015748032
"Cottey","Private",2012,22.82,"28.32",7,0.055118110236221
"Cottey","Private",2012,22.82,"24.27",33,0.259842519685039
"Cottey","Private",2012,22.82,"19.23",42,0.330708661417323
"Cottey","Private",2012,22.82,"17.18",5,0.039370078740158
"Cottey","Private",2012,22.82,"01.16",4,0.031496062992126
"Cottey","Private",2012,22.82,"NA",35,0.275590551181102
"Cottey","Private",2012,22.82,"Tot",127,1
"Culver-Stockton","Private",2012,20.8,"33.36",0,0
"Culver-Stockton","Private",2012,20.8,"28.32",12,0.055299539170507
"Culver-Stockton","Private",2012,20.8,"24.27",30,0.138248847926267
"Culver-Stockton","Private",2012,20.8,"19.23",102,0.470046082949309
"Culver-Stockton","Private",2012,20.8,"17.18",56,0.258064516129032
"Culver-Stockton","Private",2012,20.8,"01.16",10,0.046082949308756
"Culver-Stockton","Private",2012,20.8,"NA",7,0.032258064516129
"Culver-Stockton","Private",2012,20.8,"Tot",217,1
"Drury","Private",2012,327,"33.36",6,0.009569377990431
"Drury","Private",2012,327,"28.32",91,0.145135566188198
"Drury","Private",2012,327,"24.27",114,0.181818181818182
"Drury","Private",2012,327,"19.23",109,0.17384370015949
"Drury","Private",2012,327,"17.18",6,0.009569377990431
"Drury","Private",2012,327,"01.16",1,0.001594896331738
"Drury","Private",2012,327,"NA",300,0.478468899521531
"Drury","Private",2012,327,"Tot",627,1
"Evangel","Private",2012,22,"33.36",0,0
"Evangel","Private",2012,22,"28.32",37,0.096354166666667
"Evangel","Private",2012,22,"24.27",72,0.1875
"Evangel","Private",2012,22,"19.23",119,0.309895833333333
"Evangel","Private",2012,22,"17.18",42,0.109375
"Evangel","Private",2012,22,"01.16",39,0.1015625
"Evangel","Private",2012,22,"NA",75,0.1953125
"Evangel","Private",2012,22,"Tot",384,1
"Fontbonne","Private",2012,23,"33.36",1,0.007352941176471
"Fontbonne","Private",2012,23,"28.32",16,0.117647058823529
"Fontbonne","Private",2012,23,"24.27",23,0.169117647058824
"Fontbonne","Private",2012,23,"19.23",59,0.433823529411765
"Fontbonne","Private",2012,23,"17.18",15,0.110294117647059
"Fontbonne","Private",2012,23,"01.16",1,0.007352941176471
"Fontbonne","Private",2012,23,"NA",21,0.154411764705882
"Fontbonne","Private",2012,23,"Tot",136,1
"Hannibal-Lagrange","Private",2012,22,"33.36",1,0.005208333333333
"Hannibal-Lagrange","Private",2012,22,"28.32",17,0.088541666666667
"Hannibal-Lagrange","Private",2012,22,"24.27",43,0.223958333333333
"Hannibal-Lagrange","Private",2012,22,"19.23",67,0.348958333333333
"Hannibal-Lagrange","Private",2012,22,"17.18",28,0.145833333333333
"Hannibal-Lagrange","Private",2012,22,"01.16",12,0.0625
"Hannibal-Lagrange","Private",2012,22,"NA",24,0.125
"Hannibal-Lagrange","Private",2012,22,"Tot",192,1
"Lindenwood","Private",2012,23,"33.36",3,0.002220577350111
"Lindenwood","Private",2012,23,"28.32",103,0.076239822353812
"Lindenwood","Private",2012,23,"24.27",226,0.167283493708364
"Lindenwood","Private",2012,23,"19.23",583,0.431532198371577
"Lindenwood","Private",2012,23,"17.18",78,0.057735011102887
"Lindenwood","Private",2012,23,"01.16",8,0.005921539600296
"Lindenwood","Private",2012,23,"NA",350,0.259067357512953
"Lindenwood","Private",2012,23,"Tot",1351,1
"Maryville","Private",2012,25,"33.36",5,0.013586956521739
"Maryville","Private",2012,25,"28.32",75,0.203804347826087
"Maryville","Private",2012,25,"24.27",156,0.423913043478261
"Maryville","Private",2012,25,"19.23",88,0.239130434782609
"Maryville","Private",2012,25,"17.18",8,0.021739130434783
"Maryville","Private",2012,25,"01.16",0,0
"Maryville","Private",2012,25,"NA",36,0.097826086956522
"Maryville","Private",2012,25,"Tot",368,1
"Missouri Baptist","Private",2012,21,"33.36",1,0.004132231404959
"Missouri Baptist","Private",2012,21,"28.32",10,0.041322314049587
"Missouri Baptist","Private",2012,21,"24.27",40,0.165289256198347
"Missouri Baptist","Private",2012,21,"19.23",113,0.466942148760331
"Missouri Baptist","Private",2012,21,"17.18",39,0.161157024793388
"Missouri Baptist","Private",2012,21,"01.16",9,0.037190082644628
"Missouri Baptist","Private",2012,21,"NA",30,0.12396694214876
"Missouri Baptist","Private",2012,21,"Tot",242,1
"Missouri Valley","Private",2012,19,"33.36",0,0
"Missouri Valley","Private",2012,19,"28.32",4,0.010582010582011
"Missouri Valley","Private",2012,19,"24.27",18,0.047619047619048
"Missouri Valley","Private",2012,19,"19.23",141,0.373015873015873
"Missouri Valley","Private",2012,19,"17.18",91,0.240740740740741
"Missouri Valley","Private",2012,19,"01.16",48,0.126984126984127
"Missouri Valley","Private",2012,19,"NA",76,0.201058201058201
"Missouri Valley","Private",2012,19,"Tot",378,1
"Park","Private",2012,20.6,"33.36",1,0.004716981132075
"Park","Private",2012,20.6,"28.32",8,0.037735849056604
"Park","Private",2012,20.6,"24.27",13,0.061320754716981
"Park","Private",2012,20.6,"19.23",50,0.235849056603774
"Park","Private",2012,20.6,"17.18",12,0.056603773584906
"Park","Private",2012,20.6,"01.16",20,0.09433962264151
"Park","Private",2012,20.6,"NA",108,0.509433962264151
"Park","Private",2012,20.6,"Tot",212,1
"Rockhurst","Private",2012,25,"33.36",6,0.013422818791946
"Rockhurst","Private",2012,25,"28.32",115,0.257270693512304
"Rockhurst","Private",2012,25,"24.27",180,0.402684563758389
"Rockhurst","Private",2012,25,"19.23",125,0.279642058165548
"Rockhurst","Private",2012,25,"17.18",7,0.015659955257271
"Rockhurst","Private",2012,25,"01.16",1,0.002237136465324
"Rockhurst","Private",2012,25,"NA",13,0.029082774049217
"Rockhurst","Private",2012,25,"Tot",447,1
"Saint Louis","Private",2012,27.2,"33.36",72,0.043087971274686
"Saint Louis","Private",2012,27.2,"28.32",635,0.38001196888091
"Saint Louis","Private",2012,27.2,"24.27",517,0.309395571514063
"Saint Louis","Private",2012,27.2,"19.23",219,0.131059245960503
"Saint Louis","Private",2012,27.2,"17.18",2,0.001196888090964
"Saint Louis","Private",2012,27.2,"01.16",1,0.000598444045482
"Saint Louis","Private",2012,27.2,"NA",225,0.134649910233393
"Saint Louis","Private",2012,27.2,"Tot",1671,1
"Southwest Baptist","Private",2012,22.41,"33.36",1,0.001785714285714
"Southwest Baptist","Private",2012,22.41,"28.32",62,0.110714285714286
"Southwest Baptist","Private",2012,22.41,"24.27",118,0.210714285714286
"Southwest Baptist","Private",2012,22.41,"19.23",189,0.3375
"Southwest Baptist","Private",2012,22.41,"17.18",55,0.098214285714286
"Southwest Baptist","Private",2012,22.41,"01.16",38,0.067857142857143
"Southwest Baptist","Private",2012,22.41,"NA",97,0.173214285714286
"Southwest Baptist","Private",2012,22.41,"Tot",560,1
"Stephens","Private",2012,22.7,"33.36",1,0.007142857142857
"Stephens","Private",2012,22.7,"28.32",9,0.064285714285714
"Stephens","Private",2012,22.7,"24.27",48,0.342857142857143
"Stephens","Private",2012,22.7,"19.23",43,0.307142857142857
"Stephens","Private",2012,22.7,"17.18",11,0.078571428571429
"Stephens","Private",2012,22.7,"01.16",9,0.064285714285714
"Stephens","Private",2012,22.7,"NA",19,0.135714285714286
"Stephens","Private",2012,22.7,"Tot",140,1
"Washington","Private",2012,32.9,"33.36",623,0.380574221136225
"Washington","Private",2012,32.9,"28.32",339,0.207086133170434
"Washington","Private",2012,32.9,"24.27",6,0.003665241295052
"Washington","Private",2012,32.9,"19.23",0,0
"Washington","Private",2012,32.9,"17.18",0,0
"Washington","Private",2012,32.9,"01.16",0,0
"Washington","Private",2012,32.9,"NA",669,0.40867440439829
"Washington","Private",2012,32.9,"Tot",1637,1
"Webster","Private",2012,24,"33.36",1,0.002409638554217
"Webster","Private",2012,24,"28.32",68,0.163855421686747
"Webster","Private",2012,24,"24.27",114,0.274698795180723
"Webster","Private",2012,24,"19.23",122,0.293975903614458
"Webster","Private",2012,24,"17.18",33,0.079518072289157
"Webster","Private",2012,24,"01.16",16,0.03855421686747
"Webster","Private",2012,24,"NA",61,0.146987951807229
"Webster","Private",2012,24,"Tot",415,1
"Westminster","Private",2012,24.1,"33.36",1,0.003846153846154
"Westminster","Private",2012,24.1,"28.32",43,0.165384615384615
"Westminster","Private",2012,24.1,"24.27",67,0.257692307692308
"Westminster","Private",2012,24.1,"19.23",73,0.280769230769231
"Westminster","Private",2012,24.1,"17.18",19,0.073076923076923
"Westminster","Private",2012,24.1,"01.16",1,0.003846153846154
"Westminster","Private",2012,24.1,"NA",56,0.215384615384615
"Westminster","Private",2012,24.1,"Tot",260,1
"William Jewell","Private",2012,25.22,"33.36",7,0.022950819672131
"William Jewell","Private",2012,25.22,"28.32",72,0.236065573770492
"William Jewell","Private",2012,25.22,"24.27",107,0.350819672131148
"William Jewell","Private",2012,25.22,"19.23",97,0.318032786885246
"William Jewell","Private",2012,25.22,"17.18",6,0.019672131147541
"William Jewell","Private",2012,25.22,"01.16",0,0
"William Jewell","Private",2012,25.22,"NA",16,0.052459016393443
"William Jewell","Private",2012,25.22,"Tot",305,1
"William Woods","Private",2012,23,"33.36",0,0
"William Woods","Private",2012,23,"28.32",26,0.129353233830846
"William Woods","Private",2012,23,"24.27",49,0.243781094527363
"William Woods","Private",2012,23,"19.23",78,0.388059701492537
"William Woods","Private",2012,23,"17.18",29,0.144278606965174
"William Woods","Private",2012,23,"01.16",4,0.019900497512438
"William Woods","Private",2012,23,"NA",15,0.074626865671642
"William Woods","Private",2012,23,"Tot",201,1
"Harris-Stowe","Public",2013,15.5,"33.36",0,0
"Harris-Stowe","Public",2013,15.5,"28.32",0,0
"Harris-Stowe","Public",2013,15.5,"24.27",0,0
"Harris-Stowe","Public",2013,15.5,"19.23",0,0
"Harris-Stowe","Public",2013,15.5,"17.18",4,0.020512820512821
"Harris-Stowe","Public",2013,15.5,"01.16",4,0.020512820512821
"Harris-Stowe","Public",2013,15.5,"NA",187,0.958974358974359
"Harris-Stowe","Public",2013,15.5,"Tot",195,1
"Lincoln","Public",2013,17.68,"33.36",0,0
"Lincoln","Public",2013,17.68,"28.32",8,0.019184652278178
"Lincoln","Public",2013,17.68,"24.27",23,0.05515587529976
"Lincoln","Public",2013,17.68,"19.23",119,0.28537170263789
"Lincoln","Public",2013,17.68,"17.18",79,0.189448441247002
"Lincoln","Public",2013,17.68,"01.16",178,0.426858513189448
"Lincoln","Public",2013,17.68,"NA",10,0.023980815347722
"Lincoln","Public",2013,17.68,"Tot",417,1
"Missouri Southern","Public",2013,21.38,"33.36",1,0.001237623762376
"Missouri Southern","Public",2013,21.38,"28.32",63,0.077970297029703
"Missouri Southern","Public",2013,21.38,"24.27",144,0.178217821782178
"Missouri Southern","Public",2013,21.38,"19.23",317,0.392326732673267
"Missouri Southern","Public",2013,21.38,"17.18",96,0.118811881188119
"Missouri Southern","Public",2013,21.38,"01.16",85,0.10519801980198
"Missouri Southern","Public",2013,21.38,"NA",102,0.126237623762376
"Missouri Southern","Public",2013,21.38,"Tot",808,1
"Missouri State","Public",2013,23.91,"33.36",21,0.007703595011005
"Missouri State","Public",2013,23.91,"28.32",424,0.15553925165077
"Missouri State","Public",2013,23.91,"24.27",916,0.336023477622891
"Missouri State","Public",2013,23.91,"19.23",1119,0.410491562729274
"Missouri State","Public",2013,23.91,"17.18",96,0.035216434336024
"Missouri State","Public",2013,23.91,"01.16",30,0.011005135730007
"Missouri State","Public",2013,23.91,"NA",120,0.044020542920029
"Missouri State","Public",2013,23.91,"Tot",2726,1
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"33.36",97,0.076862123613312
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"28.32",555,0.439778129952456
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"24.27",431,0.341521394611727
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"19.23",110,0.08716323296355
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"17.18",2,0.001584786053883
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"01.16",0,0
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"NA",67,0.053090332805071
"Missouri Univ. Of Sci. & Tech.","Public",2013,27.96,"Tot",1262,1
"Missouri Western","Public",2013,20.46,"33.36",3,0.003080082135524
"Missouri Western","Public",2013,20.46,"28.32",51,0.052361396303902
"Missouri Western","Public",2013,20.46,"24.27",143,0.146817248459959
"Missouri Western","Public",2013,20.46,"19.23",369,0.378850102669404
"Missouri Western","Public",2013,20.46,"17.18",163,0.16735112936345
"Missouri Western","Public",2013,20.46,"01.16",141,0.14476386036961
"Missouri Western","Public",2013,20.46,"NA",104,0.106776180698152
"Missouri Western","Public",2013,20.46,"Tot",974,1
"Northwest","Public",2013,22.41,"33.36",2,0.001510574018127
"Northwest","Public",2013,22.41,"28.32",115,0.086858006042296
"Northwest","Public",2013,22.41,"24.27",348,0.262839879154079
"Northwest","Public",2013,22.41,"19.23",620,0.468277945619335
"Northwest","Public",2013,22.41,"17.18",146,0.110271903323263
"Northwest","Public",2013,22.41,"01.16",33,0.024924471299094
"Northwest","Public",2013,22.41,"NA",60,0.045317220543807
"Northwest","Public",2013,22.41,"Tot",1324,1
"Southeast","Public",2013,22.79,"33.36",16,0.009253903990746
"Southeast","Public",2013,22.79,"28.32",211,0.122035858877964
"Southeast","Public",2013,22.79,"24.27",379,0.219201850780798
"Southeast","Public",2013,22.79,"19.23",787,0.455176402544824
"Southeast","Public",2013,22.79,"17.18",130,0.075187969924812
"Southeast","Public",2013,22.79,"01.16",41,0.023713128976287
"Southeast","Public",2013,22.79,"NA",165,0.095430884904569
"Southeast","Public",2013,22.79,"Tot",1729,1
"Truman","Public",2013,27.2,"33.36",80,0.060195635816403
"Truman","Public",2013,27.2,"28.32",512,0.385252069224981
"Truman","Public",2013,27.2,"24.27",465,0.349887133182844
"Truman","Public",2013,27.2,"19.23",202,0.151993980436418
"Truman","Public",2013,27.2,"17.18",2,0.00150489089541
"Truman","Public",2013,27.2,"01.16",0,0
"Truman","Public",2013,27.2,"NA",68,0.051166290443943
"Truman","Public",2013,27.2,"Tot",1329,1
"Ucm","Public",2013,21.63,"33.36",4,0.002256063169769
"Ucm","Public",2013,21.63,"28.32",111,0.062605752961083
"Ucm","Public",2013,21.63,"24.27",352,0.19853355893965
"Ucm","Public",2013,21.63,"19.23",890,0.501974055273548
"Ucm","Public",2013,21.63,"17.18",273,0.153976311336717
"Ucm","Public",2013,21.63,"01.16",73,0.04117315284828
"Ucm","Public",2013,21.63,"NA",70,0.039481105470953
"Ucm","Public",2013,21.63,"Tot",1773,1
"Umc","Public",2013,25.68,"33.36",138,0.022279625443978
"Umc","Public",2013,25.68,"28.32",1580,0.25508556667743
"Umc","Public",2013,25.68,"24.27",2489,0.401840490797546
"Umc","Public",2013,25.68,"19.23",1562,0.252179528576041
"Umc","Public",2013,25.68,"17.18",46,0.007426541814659
"Umc","Public",2013,25.68,"01.16",9,0.001453019050694
"Umc","Public",2013,25.68,"NA",370,0.059735227639651
"Umc","Public",2013,25.68,"Tot",6194,1
"Umkc","Public",2013,24.09,"33.36",31,0.028756957328386
"Umkc","Public",2013,24.09,"28.32",200,0.185528756957328
"Umkc","Public",2013,24.09,"24.27",310,0.287569573283859
"Umkc","Public",2013,24.09,"19.23",365,0.338589981447124
"Umkc","Public",2013,24.09,"17.18",79,0.073283858998145
"Umkc","Public",2013,24.09,"01.16",28,0.025974025974026
"Umkc","Public",2013,24.09,"NA",65,0.060296846011132
"Umkc","Public",2013,24.09,"Tot",1078,1
"Umsl","Public",2013,24.06,"33.36",7,0.014522821576764
"Umsl","Public",2013,24.06,"28.32",74,0.153526970954357
"Umsl","Public",2013,24.06,"24.27",155,0.321576763485477
"Umsl","Public",2013,24.06,"19.23",199,0.412863070539419
"Umsl","Public",2013,24.06,"17.18",15,0.031120331950208
"Umsl","Public",2013,24.06,"01.16",7,0.014522821576764
"Umsl","Public",2013,24.06,"NA",25,0.051867219917013
"Umsl","Public",2013,24.06,"Tot",482,1
"Avila","Private",2013,22,"33.36",0,0
"Avila","Private",2013,22,"28.32",12,0.065934065934066
"Avila","Private",2013,22,"24.27",37,0.203296703296703
"Avila","Private",2013,22,"19.23",104,0.571428571428571
"Avila","Private",2013,22,"17.18",20,0.10989010989011
"Avila","Private",2013,22,"01.16",1,0.005494505494506
"Avila","Private",2013,22,"NA",8,0.043956043956044
"Avila","Private",2013,22,"Tot",182,1
"Central Methodist-Clas","Private",2013,21.6,"33.36",0,0
"Central Methodist-Clas","Private",2013,21.6,"28.32",20,0.06872852233677
"Central Methodist-Clas","Private",2013,21.6,"24.27",69,0.237113402061856
"Central Methodist-Clas","Private",2013,21.6,"19.23",144,0.494845360824742
"Central Methodist-Clas","Private",2013,21.6,"17.18",44,0.151202749140893
"Central Methodist-Clas","Private",2013,21.6,"01.16",5,0.017182130584193
"Central Methodist-Clas","Private",2013,21.6,"NA",9,0.030927835051546
"Central Methodist-Clas","Private",2013,21.6,"Tot",291,1
"College Of The Ozarks","Private",2013,22,"33.36",0,0
"College Of The Ozarks","Private",2013,22,"28.32",35,0.098039215686275
"College Of The Ozarks","Private",2013,22,"24.27",104,0.291316526610644
"College Of The Ozarks","Private",2013,22,"19.23",186,0.521008403361345
"College Of The Ozarks","Private",2013,22,"17.18",26,0.072829131652661
"College Of The Ozarks","Private",2013,22,"01.16",4,0.011204481792717
"College Of The Ozarks","Private",2013,22,"NA",2,0.005602240896359
"College Of The Ozarks","Private",2013,22,"Tot",357,1
"Columbia","Private",2013,22.02,"33.36",0,0
"Columbia","Private",2013,22.02,"28.32",17,0.017119838872105
"Columbia","Private",2013,22.02,"24.27",56,0.056394763343404
"Columbia","Private",2013,22.02,"19.23",60,0.060422960725076
"Columbia","Private",2013,22.02,"17.18",31,0.031218529707956
"Columbia","Private",2013,22.02,"01.16",19,0.019133937562941
"Columbia","Private",2013,22.02,"NA",810,0.81570996978852
"Columbia","Private",2013,22.02,"Tot",993,1
"Cottey","Private",2013,22,"33.36",0,0
"Cottey","Private",2013,22,"28.32",3,0.026086956521739
"Cottey","Private",2013,22,"24.27",28,0.243478260869565
"Cottey","Private",2013,22,"19.23",34,0.295652173913043
"Cottey","Private",2013,22,"17.18",8,0.069565217391304
"Cottey","Private",2013,22,"01.16",6,0.052173913043478
"Cottey","Private",2013,22,"NA",36,0.31304347826087
"Cottey","Private",2013,22,"Tot",115,1
"Culver-Stockton","Private",2013,20.9,"33.36",0,0
"Culver-Stockton","Private",2013,20.9,"28.32",13,0.059090909090909
"Culver-Stockton","Private",2013,20.9,"24.27",33,0.15
"Culver-Stockton","Private",2013,20.9,"19.23",98,0.445454545454545
"Culver-Stockton","Private",2013,20.9,"17.18",51,0.231818181818182
"Culver-Stockton","Private",2013,20.9,"01.16",9,0.040909090909091
"Culver-Stockton","Private",2013,20.9,"NA",16,0.072727272727273
"Culver-Stockton","Private",2013,20.9,"Tot",220,1
"Drury","Private",2013,0,"33.36",21,0.064814814814815
"Drury","Private",2013,0,"28.32",45,0.138888888888889
"Drury","Private",2013,0,"24.27",126,0.388888888888889
"Drury","Private",2013,0,"19.23",59,0.182098765432099
"Drury","Private",2013,0,"17.18",28,0.08641975308642
"Drury","Private",2013,0,"01.16",2,0.006172839506173
"Drury","Private",2013,0,"NA",43,0.132716049382716
"Drury","Private",2013,0,"Tot",324,1
"Evangel","Private",2013,23,"33.36",4,0.008695652173913
"Evangel","Private",2013,23,"28.32",50,0.108695652173913
"Evangel","Private",2013,23,"24.27",94,0.204347826086957
"Evangel","Private",2013,23,"19.23",153,0.332608695652174
"Evangel","Private",2013,23,"17.18",41,0.089130434782609
"Evangel","Private",2013,23,"01.16",25,0.054347826086957
"Evangel","Private",2013,23,"NA",93,0.202173913043478
"Evangel","Private",2013,23,"Tot",460,1
"Fontbonne","Private",2013,23,"33.36",1,0.006369426751592
"Fontbonne","Private",2013,23,"28.32",13,0.082802547770701
"Fontbonne","Private",2013,23,"24.27",42,0.267515923566879
"Fontbonne","Private",2013,23,"19.23",75,0.477707006369427
"Fontbonne","Private",2013,23,"17.18",5,0.031847133757962
"Fontbonne","Private",2013,23,"01.16",2,0.012738853503185
"Fontbonne","Private",2013,23,"NA",19,0.121019108280255
"Fontbonne","Private",2013,23,"Tot",157,1
"Hannibal-Lagrange","Private",2013,21.9,"33.36",0,0
"Hannibal-Lagrange","Private",2013,21.9,"28.32",17,0.097701149425287
"Hannibal-Lagrange","Private",2013,21.9,"24.27",30,0.172413793103448
"Hannibal-Lagrange","Private",2013,21.9,"19.23",60,0.344827586206897
"Hannibal-Lagrange","Private",2013,21.9,"17.18",22,0.126436781609195
"Hannibal-Lagrange","Private",2013,21.9,"01.16",8,0.045977011494253
"Hannibal-Lagrange","Private",2013,21.9,"NA",37,0.21264367816092
"Hannibal-Lagrange","Private",2013,21.9,"Tot",174,1
"Lindenwood","Private",2013,23,"33.36",7,0.005287009063444
"Lindenwood","Private",2013,23,"28.32",111,0.083836858006042
"Lindenwood","Private",2013,23,"24.27",259,0.195619335347432
"Lindenwood","Private",2013,23,"19.23",566,0.427492447129909
"Lindenwood","Private",2013,23,"17.18",67,0.050604229607251
"Lindenwood","Private",2013,23,"01.16",4,0.003021148036254
"Lindenwood","Private",2013,23,"NA",310,0.234138972809668
"Lindenwood","Private",2013,23,"Tot",1324,1
"Maryville","Private",2013,25,"33.36",1,0.002444987775061
