,DriverNumber,LapNumber,Compound,TyreLife,FreshTyre,Stint,Team,Driver,TrackStatus,StartPosition,EndPosition,Points,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,TotalTime,PitTime,TotalTimeWithPit,TotalTimeWithPitWoop
0,44,1,MEDIUM,10.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,1446.5120000000002,NA,29.642000000000003,29.221,NA,NA,NA,NA
50,33,1,MEDIUM,5.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,1382.553,NA,29.971000000000004,29.298000000000002,NA,NA,NA,NA
100,77,1,MEDIUM,8.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,1472.632,NA,29.745,29.411,NA,NA,NA,NA
150,31,1,MEDIUM,8.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,1389.924,NA,30.967000000000002,29.812,NA,NA,NA,NA
200,3,1,HARD,1.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,1338.4840000000002,NA,31.207,29.872000000000003,NA,NA,NA,NA
250,10,1,MEDIUM,8.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,1330.5040000000001,NA,31.107000000000003,30.024,NA,NA,NA,NA
300,16,1,MEDIUM,6.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,1486.159,NA,30.269000000000002,29.491000000000003,NA,NA,NA,NA
350,55,1,HARD,1.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,1415.419,NA,31.637,30.194000000000003,NA,NA,NA,NA
400,99,1,MEDIUM,7.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,1407.3980000000001,NA,31.534000000000002,30.717000000000002,NA,NA,NA,NA
450,4,1,SOFT,5.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,1352.7330000000002,NA,30.408,29.758000000000003,NA,NA,NA,NA
500,18,1,MEDIUM,1.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,1310.184,NA,31.328000000000003,30.796000000000003,NA,NA,NA,NA
550,6,1,MEDIUM,1.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,1586.566,NA,31.773000000000003,30.793000000000003,NA,NA,NA,NA
600,14,1,MEDIUM,1.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,1324.6000000000001,NA,31.359,30.719,NA,NA,NA,NA
649,22,1,MEDIUM,8.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,1316.1470000000002,NA,31.680000000000003,30.434,NA,NA,NA,NA
698,7,1,MEDIUM,1.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,1402.8590000000002,NA,31.400000000000002,30.839000000000002,NA,NA,NA,NA
747,5,1,HARD,2.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,1386.459,NA,31.394000000000002,30.48,NA,NA,NA,NA
791,11,1,MEDIUM,8.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,1369.707,NA,30.085,29.561000000000003,NA,NA,NA,NA
806,9,1,MEDIUM,1.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,1428.787,NA,32.235,30.770000000000003,NA,NA,NA,NA
821,63,1,MEDIUM,1.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,1392.6100000000001,NA,31.681,30.882,NA,NA,NA,NA
836,47,1,MEDIUM,1.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,1432.68,NA,31.888,30.733,NA,NA,NA,NA
1,44,2,MEDIUM,11.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.811,29.851000000000003,29.358,94.02000000000001,NA,NA,NA
51,33,2,MEDIUM,6.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,35.067,29.861,29.41,94.338,NA,NA,NA
101,77,2,MEDIUM,9.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.885000000000005,29.867,29.296000000000003,94.04800000000002,NA,NA,NA
151,31,2,MEDIUM,9.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.959,30.517000000000003,29.732000000000003,96.208,NA,NA,NA
201,3,2,HARD,2.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,36.56,30.385,30.242,97.18700000000001,NA,NA,NA
251,10,2,MEDIUM,9.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,36.118,30.641000000000002,29.733,96.492,NA,NA,NA
301,16,2,MEDIUM,7.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,35.332,30.178,29.496000000000002,95.006,NA,NA,NA
351,55,2,HARD,2.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,37.089000000000006,30.687,30.078000000000003,97.85400000000001,NA,NA,NA
401,99,2,MEDIUM,8.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,36.832,30.482000000000003,30.034000000000002,97.34800000000001,NA,NA,NA
451,4,2,SOFT,6.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.966,30.263,29.638,95.867,NA,NA,NA
501,18,2,MEDIUM,2.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,37.655,31.237000000000002,30.358,99.25,NA,NA,NA
551,6,2,MEDIUM,2.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,37.722,31.806,30.720000000000002,100.248,NA,NA,NA
601,14,2,MEDIUM,2.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,36.086000000000006,30.498,29.791,96.375,NA,NA,NA
650,22,2,MEDIUM,9.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,36.854,30.744000000000003,29.799000000000003,97.397,NA,NA,NA
699,7,2,MEDIUM,2.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,37.644000000000005,31.006,30.165000000000003,98.81500000000001,NA,NA,NA
748,5,2,HARD,3.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,37.865,31.212000000000003,30.206000000000003,99.283,NA,NA,NA
792,11,2,MEDIUM,9.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.786,29.992,29.525000000000002,95.30300000000001,NA,NA,NA
807,9,2,MEDIUM,2.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,37.739000000000004,31.557000000000002,30.76,100.05600000000001,NA,NA,NA
822,63,2,MEDIUM,2.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,37.661,31.441000000000003,30.514000000000003,99.61600000000001,NA,NA,NA
837,47,2,MEDIUM,2.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,37.765,31.455000000000002,30.953000000000003,100.173,NA,NA,NA
2,44,3,MEDIUM,12.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.647000000000006,29.755000000000003,29.380000000000003,93.78200000000001,NA,NA,NA
52,33,3,MEDIUM,7.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,35.349000000000004,29.733,29.301000000000002,94.38300000000001,NA,NA,NA
102,77,3,MEDIUM,10.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.972,29.793000000000003,29.373,94.138,NA,NA,NA
152,31,3,MEDIUM,10.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.602000000000004,30.395000000000003,29.658,95.65500000000002,NA,NA,NA
202,3,3,HARD,3.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.897000000000006,30.157000000000004,29.825000000000003,95.879,NA,NA,NA
252,10,3,MEDIUM,10.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,35.867000000000004,30.327,29.678,95.872,NA,NA,NA
302,16,3,MEDIUM,8.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,35.065000000000005,30.071,29.361,94.49700000000001,NA,NA,NA
352,55,3,HARD,3.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,36.254000000000005,30.187,29.562,96.003,NA,NA,NA
402,99,3,MEDIUM,9.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,36.016000000000005,30.211000000000002,29.712000000000003,95.93900000000001,NA,NA,NA
452,4,3,SOFT,7.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.690000000000005,30.305000000000003,29.605,95.60000000000001,NA,NA,NA
502,18,3,MEDIUM,3.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,36.27,30.527,32.469,99.26599999999999,NA,NA,NA
552,6,3,MEDIUM,3.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,37.191,30.451,29.998,97.64,NA,NA,NA
602,14,3,MEDIUM,3.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,36.009,30.492,29.774,96.275,NA,NA,NA
651,22,3,MEDIUM,10.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,36.38,30.458000000000002,29.666,96.504,NA,NA,NA
700,7,3,MEDIUM,3.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,36.247,30.299000000000003,29.648000000000003,96.19400000000002,NA,NA,NA
749,5,3,HARD,4.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,36.298,30.563000000000002,29.707,96.56800000000001,NA,NA,NA
793,11,3,MEDIUM,10.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.269000000000005,29.795,29.397000000000002,94.46100000000001,NA,NA,NA
808,9,3,MEDIUM,3.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,37.57,31.017000000000003,30.112000000000002,98.69900000000001,NA,NA,NA
823,63,3,MEDIUM,3.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,36.431000000000004,30.505000000000003,30.908,97.84400000000001,NA,NA,NA
838,47,3,MEDIUM,3.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,36.592,30.844,30.443,97.879,NA,NA,NA
3,44,4,MEDIUM,13.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.661,29.805000000000003,29.326,93.792,NA,NA,NA
53,33,4,MEDIUM,8.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.738,29.674000000000003,29.242,93.65400000000001,NA,NA,NA
103,77,4,MEDIUM,11.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.739000000000004,29.566000000000003,29.28,93.58500000000001,NA,NA,NA
153,31,4,MEDIUM,11.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.479,30.451,29.657000000000004,95.58700000000002,NA,NA,NA
203,3,4,HARD,4.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.635000000000005,30.151000000000003,29.538,95.324,NA,NA,NA
253,10,4,MEDIUM,11.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,35.435,30.281000000000002,29.774,95.49000000000001,NA,NA,NA
303,16,4,MEDIUM,9.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.99,29.991000000000003,29.433000000000003,94.41400000000002,NA,NA,NA
353,55,4,HARD,4.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,35.641000000000005,30.286,29.692,95.619,NA,NA,NA
403,99,4,MEDIUM,10.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,35.856,30.250000000000004,29.531000000000002,95.63700000000001,NA,NA,NA
453,4,4,SOFT,8.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.476,30.270000000000003,29.639000000000003,95.38500000000002,NA,NA,NA
503,18,4,MEDIUM,4.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,35.195,30.581000000000003,30.076,95.852,NA,NA,NA
553,6,4,MEDIUM,4.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,37.160000000000004,30.656000000000002,30.005000000000003,97.821,NA,NA,NA
603,14,4,MEDIUM,4.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,35.482,30.144000000000002,29.838,95.464,NA,NA,NA
652,22,4,MEDIUM,11.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,36.962,30.42,29.712000000000003,97.09400000000001,NA,NA,NA
701,7,4,MEDIUM,4.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,36.064,30.338,29.672,96.074,NA,NA,NA
750,5,4,HARD,5.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.914,30.472,29.85,96.23599999999999,NA,NA,NA
794,11,4,MEDIUM,11.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.174,29.970000000000002,29.330000000000002,94.474,NA,NA,NA
809,9,4,MEDIUM,4.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,36.788000000000004,30.814000000000004,30.029000000000003,97.631,NA,NA,NA
824,63,4,MEDIUM,4.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,37.102000000000004,30.532000000000004,29.89,97.52400000000002,NA,NA,NA
839,47,4,MEDIUM,4.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,36.801,30.707,29.746000000000002,97.25400000000002,NA,NA,NA
4,44,5,MEDIUM,14.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.495000000000005,29.674000000000003,29.228,93.39700000000002,NA,NA,NA
54,33,5,MEDIUM,9.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.746,29.779000000000003,29.198,93.72300000000001,NA,NA,NA
104,77,5,MEDIUM,12.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.806000000000004,29.694000000000003,29.176000000000002,93.676,NA,NA,NA
154,31,5,MEDIUM,12.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.427,30.391000000000002,29.509,95.327,NA,NA,NA
204,3,5,HARD,5.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.901,30.076,29.405,95.382,NA,NA,NA
254,10,5,MEDIUM,12.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,35.631,30.227,29.573,95.43100000000001,NA,NA,NA
304,16,5,MEDIUM,10.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.802,29.91,29.438000000000002,94.15,NA,NA,NA
354,55,5,HARD,5.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,35.485,30.115000000000002,29.545,95.145,NA,NA,NA
404,99,5,MEDIUM,11.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,35.796,30.155,29.493000000000002,95.44399999999999,NA,NA,NA
454,4,5,SOFT,9.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.453,30.303,29.590000000000003,95.346,NA,NA,NA
504,18,5,MEDIUM,5.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,36.227000000000004,30.361,29.963,96.55100000000002,NA,NA,NA
554,6,5,MEDIUM,5.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,36.324000000000005,30.823,30.314000000000004,97.46100000000001,NA,NA,NA
604,14,5,MEDIUM,5.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,35.656,30.398000000000003,29.694000000000003,95.748,NA,NA,NA
653,22,5,MEDIUM,12.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,35.645,30.397000000000002,29.785,95.827,NA,NA,NA
702,7,5,MEDIUM,5.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,36.144000000000005,30.189000000000004,29.676000000000002,96.00900000000001,NA,NA,NA
751,5,5,HARD,6.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.804,30.449,29.752000000000002,96.005,NA,NA,NA
795,11,5,MEDIUM,12.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.125,29.889000000000003,29.342000000000002,94.35600000000001,NA,NA,NA
810,9,5,MEDIUM,5.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,36.395,30.661,30.172,97.22800000000001,NA,NA,NA
825,63,5,MEDIUM,5.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,36.287,30.442,29.939000000000004,96.668,NA,NA,NA
840,47,5,MEDIUM,5.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,36.382000000000005,30.453000000000003,29.704,96.53900000000002,NA,NA,NA
5,44,6,MEDIUM,15.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.455000000000005,29.639000000000003,29.166,93.26,NA,NA,NA
55,33,6,MEDIUM,10.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.800000000000004,29.715000000000003,29.163,93.67800000000001,NA,NA,NA
105,77,6,MEDIUM,13.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.625,29.590000000000003,29.250000000000004,93.465,NA,NA,NA
155,31,6,MEDIUM,13.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.388000000000005,30.380000000000003,29.606,95.374,NA,NA,NA
205,3,6,HARD,6.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.784,29.985000000000003,29.149,94.918,NA,NA,NA
255,10,6,MEDIUM,13.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,35.616,30.126,29.534000000000002,95.27600000000001,NA,NA,NA
305,16,6,MEDIUM,11.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.839,29.968000000000004,29.379,94.186,NA,NA,NA
355,55,6,HARD,6.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,35.637,29.974,29.418000000000003,95.02900000000001,NA,NA,NA
405,99,6,MEDIUM,12.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,36.106,30.279000000000003,29.426000000000002,95.811,NA,NA,NA
455,4,6,SOFT,10.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.407000000000004,30.238000000000003,29.688000000000002,95.33300000000001,NA,NA,NA
505,18,6,MEDIUM,6.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,35.454,30.485000000000003,29.886000000000003,95.82500000000002,NA,NA,NA
555,6,6,MEDIUM,6.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,36.163000000000004,30.467000000000002,30.239,96.86900000000001,NA,NA,NA
605,14,6,MEDIUM,6.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,35.802,30.387,29.66,95.84899999999999,NA,NA,NA
654,22,6,MEDIUM,13.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,35.592,30.226000000000003,29.587000000000003,95.405,NA,NA,NA
703,7,6,MEDIUM,6.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,35.993,30.242,29.774,96.009,NA,NA,NA
752,5,6,HARD,7.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.870000000000005,30.500000000000004,29.697000000000003,96.06700000000001,NA,NA,NA
796,11,6,MEDIUM,13.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.103,29.906000000000002,29.162000000000003,94.171,NA,NA,NA
811,9,6,MEDIUM,6.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,36.757000000000005,30.814000000000004,30.1,97.67100000000002,NA,NA,NA
826,63,6,MEDIUM,6.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,35.844,30.426000000000002,29.882,96.15200000000002,NA,NA,NA
841,47,6,MEDIUM,6.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,36.154,30.325000000000003,29.885,96.36400000000002,NA,NA,NA
6,44,7,MEDIUM,16.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.718,29.782000000000004,29.220000000000002,93.72,NA,NA,NA
56,33,7,MEDIUM,11.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.745000000000005,29.751,29.104000000000003,93.60000000000001,NA,NA,NA
106,77,7,MEDIUM,14.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.732,29.617,29.290000000000003,93.63900000000001,NA,NA,NA
156,31,7,MEDIUM,14.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.485,30.368000000000002,29.615000000000002,95.46800000000002,NA,NA,NA
206,3,7,HARD,7.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,36.381,29.965000000000003,29.207,95.553,NA,NA,NA
256,10,7,MEDIUM,14.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,36.047000000000004,30.133000000000003,29.626,95.80600000000001,NA,NA,NA
306,16,7,MEDIUM,12.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.776,29.921000000000003,29.458000000000002,94.155,NA,NA,NA
356,55,7,HARD,7.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,37.007000000000005,30.122000000000003,29.414,96.543,NA,NA,NA
406,99,7,MEDIUM,13.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,35.744,30.413,29.912000000000003,96.069,NA,NA,NA
456,4,7,SOFT,11.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.444,30.297,29.806,95.547,NA,NA,NA
506,18,7,MEDIUM,7.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,35.612,30.364,29.842000000000002,95.818,NA,NA,NA
556,6,7,MEDIUM,7.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,35.827000000000005,30.472,30.167,96.46600000000001,NA,NA,NA
606,14,7,MEDIUM,7.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,37.062000000000005,30.355,29.557000000000002,96.974,NA,NA,NA
655,22,7,MEDIUM,14.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,35.775000000000006,30.475,29.597,95.84700000000001,NA,NA,NA
704,7,7,MEDIUM,7.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,35.675000000000004,30.114,29.746000000000002,95.535,NA,NA,NA
753,5,7,HARD,8.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.641000000000005,30.343000000000004,29.701,95.685,NA,NA,NA
797,11,7,MEDIUM,14.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.650000000000006,30.009,29.492,95.15100000000001,NA,NA,NA
812,9,7,MEDIUM,7.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,36.469,30.617,29.957,97.043,NA,NA,NA
827,63,7,MEDIUM,7.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,35.697,30.513,29.92,96.13000000000001,NA,NA,NA
842,47,7,MEDIUM,7.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,36.531,30.504,29.887,96.922,NA,NA,NA
7,44,8,MEDIUM,17.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.516000000000005,29.635,29.063000000000002,93.21400000000001,NA,NA,NA
57,33,8,MEDIUM,12.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.701,29.704,29.198,93.60300000000001,NA,NA,NA
107,77,8,MEDIUM,15.0,False,1,Mercedes,BOT,1,2.0,3.0,15.0,NA,NA,34.669000000000004,29.732000000000003,29.254,93.65500000000002,NA,NA,NA
157,31,8,MEDIUM,15.0,False,1,Alpine,OCO,1,9.0,4.0,12.0,NA,NA,35.342,30.343000000000004,29.592000000000002,95.277,NA,NA,NA
207,3,8,HARD,8.0,True,1,McLaren,RIC,1,11.0,5.0,10.0,NA,NA,35.448,30.027,29.606,95.08099999999999,NA,NA,NA
257,10,8,MEDIUM,15.0,False,1,AlphaTauri,GAS,1,6.0,6.0,8.0,NA,NA,36.701,30.365000000000002,29.743000000000002,96.809,NA,NA,NA
307,16,8,MEDIUM,13.0,False,1,Ferrari,LEC,1,4.0,7.0,6.0,NA,NA,34.618,29.858,29.500000000000004,93.976,NA,NA,NA
357,55,8,HARD,8.0,True,1,Ferrari,SAI,1,15.0,8.0,4.0,NA,NA,35.59,30.119000000000003,29.646,95.355,NA,NA,NA
407,99,8,MEDIUM,14.0,False,1,Alfa Romeo Racing,GIO,1,10.0,9.0,2.0,NA,NA,35.294000000000004,30.285,29.895000000000003,95.47400000000002,NA,NA,NA
457,4,8,SOFT,12.0,False,1,McLaren,NOR,1,7.0,10.0,1.0,NA,NA,35.255,30.324,29.735000000000003,95.31400000000001,NA,NA,NA
507,18,8,MEDIUM,8.0,True,1,Aston Martin,STR,1,18.0,11.0,0.0,NA,NA,35.768,30.376,29.763,95.90700000000001,NA,NA,NA
557,6,8,MEDIUM,8.0,True,1,Williams,LAT,1,16.0,12.0,0.0,NA,NA,35.800000000000004,30.272000000000002,30.043000000000003,96.11500000000001,NA,NA,NA
607,14,8,MEDIUM,8.0,True,1,Alpine,ALO,1,13.0,13.0,0.0,NA,NA,36.931000000000004,30.428,29.775000000000002,97.13400000000001,NA,NA,NA
656,22,8,MEDIUM,15.0,False,1,AlphaTauri,TSU,1,8.0,14.0,0.0,NA,NA,35.813,30.242,29.665000000000003,95.72000000000001,NA,NA,NA
705,7,8,MEDIUM,8.0,True,1,Alfa Romeo Racing,RAI,1,12.0,15.0,0.0,NA,NA,36.035000000000004,30.381,29.650000000000002,96.066,NA,NA,NA
754,5,8,HARD,9.0,False,1,Aston Martin,VET,1,17.0,16.0,0.0,NA,NA,35.645,30.366000000000003,29.654000000000003,95.66500000000002,NA,NA,NA
798,11,8,MEDIUM,15.0,False,1,Red Bull Racing,PER,1,5.0,17.0,0.0,NA,NA,35.155,29.948,29.318,94.421,NA,NA,NA
813,9,8,MEDIUM,8.0,True,1,Haas F1 Team,MAZ,1,20.0,18.0,0.0,NA,NA,36.682,30.801000000000002,30.075000000000003,97.558,NA,NA,NA
828,63,8,MEDIUM,8.0,True,1,Williams,RUS,1,14.0,19.0,0.0,NA,NA,35.928000000000004,30.457,29.775000000000002,96.16000000000001,NA,NA,NA
843,47,8,MEDIUM,8.0,True,1,Haas F1 Team,MSC,1,19.0,20.0,0.0,NA,NA,35.870000000000005,30.417,29.756,96.043,NA,NA,NA
829,63,9,MEDIUM,9.0,True,1,Williams,RUS,24,14.0,19.0,0.0,4585.972000000001,NA,35.671,30.361,36.356,102.388,20.55699999999979,122.9449999999998,122.9449999999998
508,18,9,MEDIUM,9.0,True,1,Aston Martin,STR,24,18.0,11.0,0.0,4583.683,NA,35.517,30.329,36.508,102.35400000000001,27.164999999999964,129.51899999999998,129.51899999999998
8,44,9,MEDIUM,18.0,False,1,Mercedes,HAM,1,1.0,1.0,26.0,NA,NA,34.304,29.712000000000003,29.134,93.15,NA,NA,NA
58,33,9,MEDIUM,13.0,False,1,Red Bull Racing,VER,1,3.0,2.0,18.0,NA,NA,34.7,29.649,29.224,93.57300000000001,NA,NA,NA
