,Index,Year,Race,Team,Driver,TyreLife,Mean,Min,Max,NumberOfStops
1760,1760,2022,Spain,2,7,"[18.0, 29.0, 10.0, 19.0, 20.0]",30.0,10.0,47.0,5.0
1761,1761,2022,Spain,2,29,"[11.0, 21.0, 23.0]",31.666666666666668,11.0,52.0,3.0
1762,1762,2022,Spain,3,2,"[24.0, 40.0, 10.0, 21.0, 22.0]",35.2,10.0,61.0,5.0
1763,1763,2022,Spain,3,21,"[26.0, 13.0, 22.0, 20.0]",30.75,13.0,52.0,4.0
1764,1764,2022,Spain,4,28,"[22.0, 17.0, 17.0, 16.0, 20.0]",29.6,14.0,46.0,5.0
1765,1765,2022,Spain,4,32,"[21.0, 17.0, 24.0, 24.0]",30.5,21.0,42.0,4.0
1766,1766,2022,Spain,5,16,"[31.0, 30.0, 21.0, 6.0]",33.5,21.0,58.0,4.0
1767,1767,2022,Spain,5,26,"[25.0, 24.0, 13.0, 21.0, 14.0]",30.8,10.0,46.0,5.0
1768,1768,2022,Spain,7,17,[28.0],29.0,29.0,29.0,1.0
1769,1769,2022,Spain,7,18,"[22.0, 20.0]",32.0,22.0,42.0,2.0
1770,1770,2022,Spain,7,19,"[23.0, 27.0, 14.0, 21.0]",28.75,12.0,50.0,4.0
1771,1771,2022,Spain,8,20,"[26.0, 28.0, 12.0, 21.0, 21.0]",34.0,12.0,51.0,5.0
1772,1772,2022,Spain,8,24,"[28.0, 21.0, 14.0, 23.0, 17.0]",32.2,11.0,48.0,5.0
1773,1773,2022,Spain,9,3,"[26.0, 30.0]",38.0,23.0,53.0,2.0
1774,1774,2022,Spain,9,10,"[32.0, 14.0, 23.0, 26.0]",35.0,22.0,48.0,4.0
1775,1775,2022,Spain,9,25,"[16.0, 23.0, 15.0]",33.333333333333336,13.0,51.0,3.0
1776,1776,2022,Spain,11,22,"[30.0, 30.0, 20.0, 20.0, 16.0]",38.2,17.0,57.0,5.0
1777,1777,2022,Spain,11,31,"[27.0, 36.0, 16.0, 15.0, 19.0]",33.8,13.0,60.0,5.0
1778,1778,2022,Spain,15,1,"[11.0, 14.0, 20.0, 9.0]",33.75,11.0,54.0,4.0
1779,1779,2022,Spain,15,15,"[9.0, 18.0, 23.0, 12.0, 14.0, 24.0]",29.0,9.0,50.0,6.0
1780,1780,2022,Spain,15,25,"[9.0, 19.0]",18.5,9.0,28.0,2.0
1781,1781,2022,Turkey,1,8,[19.0],8.0,8.0,8.0,1.0
1782,1782,2022,Turkey,1,23,"[17.0, 22.0, 23.0]",29.333333333333332,8.0,50.0,3.0
1783,1783,2022,Turkey,2,7,"[14.0, 23.0]",21.5,10.0,33.0,2.0
1784,1784,2022,Turkey,2,14,[9.0],8.0,8.0,8.0,1.0
1785,1785,2022,Turkey,5,16,"[8.0, 24.0]",18.0,6.0,30.0,2.0
1786,1786,2022,Turkey,5,32,"[10.0, 25.0]",20.5,8.0,33.0,2.0
1787,1787,2022,Turkey,7,9,"[9.0, 28.0, 13.0]",31.0,8.0,49.0,3.0
1788,1788,2022,Turkey,7,17,"[10.0, 26.0, 21.0]",32.333333333333336,8.0,55.0,3.0
1789,1789,2022,Turkey,8,20,"[10.0, 27.0]",22.5,9.0,36.0,2.0
1790,1790,2022,Turkey,8,26,"[16.0, 23.0]",21.5,10.0,33.0,2.0
1791,1791,2022,Turkey,9,3,"[7.0, 42.0]",26.5,7.0,46.0,2.0
1792,1792,2022,Turkey,9,10,[8.0],8.0,8.0,8.0,1.0
1793,1793,2022,Turkey,10,22,[11.0],10.0,10.0,10.0,1.0
1794,1794,2022,Turkey,10,28,"[11.0, 27.0]",22.5,9.0,36.0,2.0
1795,1795,2022,Turkey,11,1,"[12.0, 22.0]",23.0,12.0,34.0,2.0
1796,1796,2022,Turkey,11,31,"[25.0, 7.0, 33.0]",24.0,11.0,43.0,3.0
1797,1797,2022,Turkey,12,21,[19.0],10.0,10.0,10.0,1.0
1798,1798,2022,Turkey,12,24,"[21.0, 22.0]",21.0,10.0,32.0,2.0
1799,1799,2022,Turkey,15,15,"[8.0, 30.0, 1.0]",28.333333333333332,8.0,39.0,3.0
1800,1800,2022,Turkey,15,25,"[32.0, 10.0]",37.0,32.0,42.0,2.0
1801,1801,2022,UnitedStatesA,0,3,[26.0],26.0,26.0,26.0,1.0
1802,1802,2022,UnitedStatesA,0,33,[6.0],6.0,6.0,6.0,1.0
1803,1803,2022,UnitedStatesA,2,7,"[16.0, 24.0, 8.0]",33.666666666666664,16.0,45.0,3.0
1804,1804,2022,UnitedStatesA,2,29,"[11.0, 30.0]",26.0,11.0,41.0,2.0
1805,1805,2022,UnitedStatesA,3,2,[15.0],15.0,15.0,15.0,1.0
1806,1806,2022,UnitedStatesA,3,21,[41.0],41.0,41.0,41.0,1.0
1807,1807,2022,UnitedStatesA,4,28,[42.0],40.0,40.0,40.0,1.0
1808,1808,2022,UnitedStatesA,4,32,"[43.0, 15.0]",47.5,41.0,54.0,2.0
1809,1809,2022,UnitedStatesA,5,16,[24.0],24.0,24.0,24.0,1.0
1810,1810,2022,UnitedStatesA,5,26,[27.0],27.0,27.0,27.0,1.0
1811,1811,2022,UnitedStatesA,7,17,"[12.0, 30.0, 15.0]",37.0,12.0,57.0,3.0
1812,1812,2022,UnitedStatesA,7,19,"[14.0, 40.0]",34.0,14.0,54.0,2.0
1813,1813,2022,UnitedStatesA,8,20,[18.0],18.0,18.0,18.0,1.0
1814,1814,2022,UnitedStatesA,8,24,"[30.0, 11.0]",35.5,30.0,41.0,2.0
1815,1815,2022,UnitedStatesA,9,10,[22.0],22.0,22.0,22.0,1.0
1816,1816,2022,UnitedStatesA,9,25,[40.0],40.0,40.0,40.0,1.0
1817,1817,2022,UnitedStatesA,11,22,"[27.0, 14.0]",34.0,27.0,41.0,2.0
1818,1818,2022,UnitedStatesA,11,31,[26.0],26.0,26.0,26.0,1.0
1819,1819,2022,UnitedStatesA,15,1,[16.0],16.0,16.0,16.0,1.0
1820,1820,2022,UnitedStatesA,15,15,[34.0],34.0,34.0,34.0,1.0
1821,1821,2022,UnitedStatesB,0,3,[10.0],10.0,10.0,10.0,1.0
1822,1822,2022,UnitedStatesB,0,33,"[9.0, 14.0]",16.0,9.0,23.0,2.0
1823,1823,2022,UnitedStatesB,2,7,"[11.0, 22.0]",21.5,11.0,32.0,2.0
1824,1824,2022,UnitedStatesB,2,29,"[10.0, 23.0]",21.5,10.0,33.0,2.0
1825,1825,2022,UnitedStatesB,3,2,"[18.0, 4.0]",20.0,18.0,22.0,2.0
1826,1826,2022,UnitedStatesB,3,21,"[18.0, 27.0]",31.5,18.0,45.0,2.0
1827,1827,2022,UnitedStatesB,4,28,[16.0],15.0,15.0,15.0,1.0
1828,1828,2022,UnitedStatesB,4,32,"[19.0, 24.0]",29.5,18.0,41.0,2.0
1829,1829,2022,UnitedStatesB,5,16,"[18.0, 17.0]",26.5,18.0,35.0,2.0
1830,1830,2022,UnitedStatesB,7,17,[18.0],18.0,18.0,18.0,1.0
1831,1831,2022,UnitedStatesB,7,19,"[18.0, 15.0]",25.5,18.0,33.0,2.0
1832,1832,2022,UnitedStatesB,8,20,"[14.0, 20.0]",24.0,14.0,34.0,2.0
1833,1833,2022,UnitedStatesB,8,24,"[10.0, 25.0]",22.5,10.0,35.0,2.0
1834,1834,2022,UnitedStatesB,9,10,"[12.0, 22.0]",23.0,12.0,34.0,2.0
1835,1835,2022,UnitedStatesB,9,25,"[13.0, 23.0, 18.0]",34.333333333333336,13.0,54.0,3.0
1836,1836,2022,UnitedStatesB,11,22,"[14.0, 24.0]",26.0,14.0,38.0,2.0
1837,1837,2022,UnitedStatesB,11,31,"[13.0, 22.0]",24.0,13.0,35.0,2.0
1838,1838,2022,UnitedStatesB,15,1,"[9.0, 9.0]",13.5,9.0,18.0,2.0
1839,1839,2022,UnitedStatesB,15,15,"[5.0, 13.0]",11.5,5.0,18.0,2.0
