,Index,Year,Race,Team,Driver,TyreLife,Mean,Min,Max,NumberOfStops
1173,1173,2021,Mexico,5,16,[35.0],30.0,30.0,30.0,1.0
1174,1174,2021,Mexico,5,26,[47.0],42.0,42.0,42.0,1.0
1175,1175,2021,Mexico,7,18,"[13.0, 45.0]",35.5,13.0,58.0,2.0
1176,1176,2021,Mexico,8,20,[47.0],44.0,44.0,44.0,1.0
1177,1177,2021,Mexico,8,24,[37.0],38.0,38.0,38.0,1.0
1178,1178,2021,Mexico,9,3,"[39.0, 23.0, 7.0]",56.666666666666664,40.0,67.0,3.0
1179,1179,2021,Mexico,9,10,[32.0],29.0,29.0,29.0,1.0
1180,1180,2021,Mexico,11,22,[43.0],40.0,40.0,40.0,1.0
1181,1181,2021,Mexico,11,31,[36.0],33.0,33.0,33.0,1.0
1182,1182,2021,Mexico,15,15,"[11.0, 38.0]",30.0,11.0,49.0,2.0
1183,1183,2021,Mexico,15,25,[15.0],15.0,15.0,15.0,1.0
1184,1184,2021,Netherlands,1,8,"[30.0, 6.0]",30.0,27.0,33.0,2.0
1185,1185,2021,Netherlands,1,13,[40.0],40.0,40.0,40.0,1.0
1186,1186,2021,Netherlands,2,7,[27.0],24.0,24.0,24.0,1.0
1187,1187,2021,Netherlands,2,29,"[31.0, 17.0]",39.5,31.0,48.0,2.0
1188,1188,2021,Netherlands,3,2,[36.0],33.0,33.0,33.0,1.0
1189,1189,2021,Netherlands,3,21,[34.0],31.0,31.0,31.0,1.0
1190,1190,2021,Netherlands,4,28,[27.0],27.0,27.0,27.0,1.0
1191,1191,2021,Netherlands,4,32,"[10.0, 34.0]",27.0,10.0,44.0,2.0
1192,1192,2021,Netherlands,5,16,[37.0],34.0,34.0,34.0,1.0
1193,1193,2021,Netherlands,5,26,[34.0],31.0,31.0,31.0,1.0
1194,1194,2021,Netherlands,7,18,"[33.0, 8.0]",37.0,33.0,41.0,2.0
1195,1195,2021,Netherlands,7,19,"[4.0, 26.0]",17.0,4.0,30.0,2.0
1196,1196,2021,Netherlands,8,20,[42.0],42.0,42.0,42.0,1.0
1197,1197,2021,Netherlands,8,24,[33.0],30.0,30.0,30.0,1.0
1198,1198,2021,Netherlands,9,3,"[35.0, 36.0]",49.0,31.0,67.0,2.0
1199,1199,2021,Netherlands,9,10,"[24.0, 19.0, 36.0]",43.0,20.0,70.0,3.0
1200,1200,2021,Netherlands,11,22,"[8.0, 39.0]",27.5,8.0,47.0,2.0
1201,1201,2021,Netherlands,11,31,"[24.0, 19.0]",30.5,21.0,40.0,2.0
1202,1202,2021,Netherlands,15,15,[23.0],23.0,23.0,23.0,1.0
1203,1203,2021,Netherlands,15,25,"[27.0, 41.0, 1.0]",54.666666666666664,27.0,69.0,3.0
1204,1204,2021,Qatar,1,8,"[15.0, 17.0]",23.5,15.0,32.0,2.0
1205,1205,2021,Qatar,1,23,"[10.0, 20.0]",20.0,10.0,30.0,2.0
1206,1206,2021,Qatar,2,7,"[16.0, 25.0]",24.0,13.0,35.0,2.0
1207,1207,2021,Qatar,2,29,"[12.0, 25.0]",21.5,9.0,34.0,2.0
1208,1208,2021,Qatar,3,2,[26.0],23.0,23.0,23.0,1.0
1209,1209,2021,Qatar,3,21,[27.0],24.0,24.0,24.0,1.0
1210,1210,2021,Qatar,4,28,[23.0],23.0,23.0,23.0,1.0
1211,1211,2021,Qatar,4,32,[29.0],26.0,26.0,26.0,1.0
1212,1212,2021,Qatar,5,16,[27.0],27.0,27.0,27.0,1.0
1213,1213,2021,Qatar,5,26,[30.0],27.0,27.0,27.0,1.0
1214,1214,2021,Qatar,7,18,[31.0],31.0,31.0,31.0,1.0
1215,1215,2021,Qatar,7,19,[25.0],22.0,22.0,22.0,1.0
1216,1216,2021,Qatar,8,20,"[28.0, 24.0]",37.0,25.0,49.0,2.0
1217,1217,2021,Qatar,8,24,[26.0],26.0,26.0,26.0,1.0
1218,1218,2021,Qatar,9,3,"[36.0, 16.0]",41.0,33.0,49.0,2.0
1219,1219,2021,Qatar,9,10,"[21.0, 24.0]",30.0,18.0,42.0,2.0
1220,1220,2021,Qatar,11,22,"[19.0, 22.0]",30.0,19.0,41.0,2.0
1221,1221,2021,Qatar,11,31,"[20.0, 24.0, 14.0]",37.666666666666664,17.0,55.0,3.0
1222,1222,2021,Qatar,15,15,[18.0],18.0,18.0,18.0,1.0
1223,1223,2021,Qatar,15,25,"[17.0, 32.0]",33.0,17.0,49.0,2.0
1224,1224,2021,Russia,1,8,"[36.0, 14.0]",43.0,36.0,50.0,2.0
1225,1225,2021,Russia,1,23,"[15.0, 32.0]",31.0,15.0,47.0,2.0
1226,1226,2021,Russia,2,7,"[33.0, 17.0]",41.5,33.0,50.0,2.0
1227,1227,2021,Russia,2,29,"[13.0, 34.0, 2.0]",36.333333333333336,13.0,49.0,3.0
1228,1228,2021,Russia,3,2,"[36.0, 14.0]",43.0,36.0,50.0,2.0
1229,1229,2021,Russia,3,21,"[15.0, 35.0]",32.5,15.0,50.0,2.0
1230,1230,2021,Russia,4,28,"[12.0, 36.0]",30.0,12.0,48.0,2.0
1231,1231,2021,Russia,4,32,"[26.0, 24.0]",38.0,26.0,50.0,2.0
1232,1232,2021,Russia,5,16,"[35.0, 16.0]",43.0,35.0,51.0,2.0
1233,1233,2021,Russia,5,26,"[14.0, 34.0]",31.0,14.0,48.0,2.0
1234,1234,2021,Russia,7,18,"[14.0, 32.0]",30.0,14.0,46.0,2.0
1235,1235,2021,Russia,7,19,"[20.0, 12.0]",26.0,20.0,32.0,2.0
1236,1236,2021,Russia,8,20,"[28.0, 23.0]",39.5,28.0,51.0,2.0
1237,1237,2021,Russia,8,24,"[22.0, 26.0]",35.0,22.0,48.0,2.0
1238,1238,2021,Russia,9,3,"[28.0, 19.0]",37.5,28.0,47.0,2.0
1239,1239,2021,Russia,9,10,"[26.0, 23.0]",37.5,26.0,49.0,2.0
1240,1240,2021,Russia,11,22,"[36.0, 14.0]",43.0,36.0,50.0,2.0
1241,1241,2021,Russia,11,31,"[26.0, 22.0]",37.0,26.0,48.0,2.0
1242,1242,2021,Russia,15,15,"[13.0, 34.0]",30.0,13.0,47.0,2.0
1243,1243,2021,Russia,15,25,"[13.0, 34.0]",30.0,13.0,47.0,2.0
1244,1244,2021,SaudiArabia,1,8,"[19.0, 2.0]",14.0,13.0,15.0,2.0
1245,1245,2021,SaudiArabia,1,23,"[13.0, 2.0, 13.0]",18.0,13.0,26.0,3.0
1246,1246,2021,SaudiArabia,2,7,"[20.0, 2.0]",14.0,13.0,15.0,2.0
1247,1247,2021,SaudiArabia,2,29,"[20.0, 2.0, 10.0]",17.0,13.0,23.0,3.0
1248,1248,2021,SaudiArabia,3,2,"[10.0, 3.0, 5.0, 34.0]",20.5,10.0,44.0,4.0
1249,1249,2021,SaudiArabia,3,21,"[20.0, 2.0]",14.0,13.0,15.0,2.0
1250,1250,2021,SaudiArabia,4,28,"[9.0, 5.0, 7.0]",12.333333333333334,9.0,15.0,3.0
1251,1251,2021,SaudiArabia,4,32,"[14.0, 2.0, 29.0]",24.0,13.0,44.0,3.0
1252,1252,2021,SaudiArabia,5,16,"[15.0, 3.0, 5.0]",12.666666666666666,10.0,15.0,3.0
1253,1253,2021,SaudiArabia,5,26,"[13.0, 5.0]",14.0,13.0,15.0,2.0
1254,1254,2021,SaudiArabia,7,18,[13.0],13.0,13.0,13.0,1.0
1255,1255,2021,SaudiArabia,8,20,"[14.0, 3.0, 5.0]",12.666666666666666,10.0,15.0,3.0
1256,1256,2021,SaudiArabia,8,24,"[13.0, 2.0]",14.0,13.0,15.0,2.0
1257,1257,2021,SaudiArabia,9,3,"[17.0, 3.0, 5.0]",12.666666666666666,10.0,15.0,3.0
1258,1258,2021,SaudiArabia,9,10,"[19.0, 3.0, 5.0]",12.666666666666666,10.0,15.0,3.0
1259,1259,2021,SaudiArabia,11,22,"[17.0, 3.0]",11.5,10.0,13.0,2.0
1260,1260,2021,SaudiArabia,11,31,"[17.0, 2.0]",14.0,13.0,15.0,2.0
1261,1261,2021,SaudiArabia,15,15,"[10.0, 3.0, 2.0]",12.666666666666666,10.0,15.0,3.0
1262,1262,2021,SaudiArabia,15,25,"[9.0, 4.0]",11.0,9.0,13.0,2.0
1263,1263,2021,Turkey,1,8,[40.0],40.0,40.0,40.0,1.0
1264,1264,2021,Turkey,1,23,[37.0],37.0,37.0,37.0,1.0
1265,1265,2021,Turkey,2,7,[39.0],39.0,39.0,39.0,1.0
1266,1266,2021,Turkey,2,29,[35.0],35.0,35.0,35.0,1.0
1267,1267,2021,Turkey,3,2,[30.0],30.0,30.0,30.0,1.0
1268,1268,2021,Turkey,4,28,[39.0],39.0,39.0,39.0,1.0
1269,1269,2021,Turkey,4,32,"[36.0, 5.0]",36.5,36.0,37.0,2.0
1270,1270,2021,Turkey,5,16,[47.0],47.0,47.0,47.0,1.0
1271,1271,2021,Turkey,5,26,[36.0],36.0,36.0,36.0,1.0
1272,1272,2021,Turkey,7,18,[35.0],35.0,35.0,35.0,1.0
1273,1273,2021,Turkey,7,19,[39.0],39.0,39.0,39.0,1.0
1274,1274,2021,Turkey,8,20,[34.0],34.0,34.0,34.0,1.0
1275,1275,2021,Turkey,8,24,[21.0],21.0,21.0,21.0,1.0
1276,1276,2021,Turkey,9,3,[37.0],37.0,37.0,37.0,1.0
1277,1277,2021,Turkey,9,10,[50.0],50.0,50.0,50.0,1.0
1278,1278,2021,Turkey,11,22,[37.0],37.0,37.0,37.0,1.0
1279,1279,2021,Turkey,11,31,[36.0],36.0,36.0,36.0,1.0
1280,1280,2021,Turkey,15,15,[34.0],34.0,34.0,34.0,1.0
1281,1281,2021,Turkey,15,25,[35.0],35.0,35.0,35.0,1.0
1282,1282,2021,UnitedStates,1,8,"[8.0, 21.0]",17.0,8.0,26.0,2.0
1283,1283,2021,UnitedStates,1,23,"[12.0, 19.0]",21.5,12.0,31.0,2.0
1284,1284,2021,UnitedStates,2,7,"[13.0, 4.0]",12.0,10.0,14.0,2.0
1285,1285,2021,UnitedStates,2,29,"[12.0, 23.0]",20.5,9.0,32.0,2.0
1286,1286,2021,UnitedStates,3,2,"[7.0, 21.0, 11.0, 10.0]",30.75,7.0,49.0,4.0
1287,1287,2021,UnitedStates,3,21,"[6.0, 22.0, 18.0]",22.666666666666668,3.0,40.0,3.0
1288,1288,2021,UnitedStates,4,28,"[18.0, 16.0]",26.0,18.0,34.0,2.0
1289,1289,2021,UnitedStates,4,32,"[19.0, 23.0]",27.5,17.0,38.0,2.0
1290,1290,2021,UnitedStates,5,16,"[15.0, 20.0]",22.0,12.0,32.0,2.0
1291,1291,2021,UnitedStates,5,26,"[14.0, 18.0]",20.0,11.0,29.0,2.0
1292,1292,2021,UnitedStates,7,18,"[23.0, 13.0]",30.5,24.0,37.0,2.0
1293,1293,2021,UnitedStates,7,19,"[11.0, 23.0]",22.5,11.0,34.0,2.0
1294,1294,2021,UnitedStates,8,20,"[13.0, 20.0]",20.0,10.0,30.0,2.0
1295,1295,2021,UnitedStates,8,24,"[14.0, 19.0]",20.5,11.0,30.0,2.0
1296,1296,2021,UnitedStates,9,3,"[18.0, 19.0]",24.5,15.0,34.0,2.0
1297,1297,2021,UnitedStates,9,10,"[16.0, 24.0]",25.0,13.0,37.0,2.0
1298,1298,2021,UnitedStates,11,22,"[15.0, 21.0]",21.0,12.0,30.0,2.0
1299,1299,2021,UnitedStates,11,31,"[13.0, 19.0]",19.5,10.0,29.0,2.0
1300,1300,2021,UnitedStates,15,15,"[5.0, 20.0]",15.0,5.0,25.0,2.0
1301,1301,2021,UnitedStates,15,25,"[9.0, 22.0]",20.0,9.0,31.0,2.0
1302,1302,2022,AbuDhabi,0,3,[30.0],30.0,30.0,30.0,1.0
1303,1303,2022,AbuDhabi,0,33,"[15.0, 29.0]",29.5,15.0,44.0,2.0
1304,1304,2022,AbuDhabi,1,8,[27.0],27.0,27.0,27.0,1.0
1305,1305,2022,AbuDhabi,1,23,[10.0],10.0,10.0,10.0,1.0
1306,1306,2022,AbuDhabi,2,7,"[13.0, 14.0]",12.0,10.0,14.0,2.0
1307,1307,2022,AbuDhabi,2,14,[13.0],10.0,10.0,10.0,1.0
1308,1308,2022,AbuDhabi,2,29,"[14.0, 24.0]",26.0,14.0,38.0,2.0
1309,1309,2022,AbuDhabi,3,2,"[19.0, 8.0]",23.0,19.0,27.0,2.0
1310,1310,2022,AbuDhabi,3,21,"[14.0, 27.0]",27.5,14.0,41.0,2.0
1311,1311,2022,AbuDhabi,4,28,"[13.0, 28.0]",26.5,13.0,40.0,2.0
1312,1312,2022,AbuDhabi,4,32,[25.0],25.0,25.0,25.0,1.0
1313,1313,2022,AbuDhabi,5,16,"[25.0, 21.0]",21.5,21.0,22.0,2.0
1314,1314,2022,AbuDhabi,5,26,"[17.0, 22.0]",28.0,17.0,39.0,2.0
1315,1315,2022,AbuDhabi,5,32,[35.0],35.0,35.0,35.0,1.0
1316,1316,2022,AbuDhabi,7,6,"[10.0, 24.0, 14.0]",30.666666666666668,10.0,48.0,3.0
1317,1317,2022,AbuDhabi,7,17,"[31.0, 16.0, 28.0]",35.333333333333336,28.0,47.0,3.0
1318,1318,2022,AbuDhabi,7,19,"[14.0, 20.0]",24.0,14.0,34.0,2.0
1319,1319,2022,AbuDhabi,8,20,"[13.0, 15.0, 27.0]",22.333333333333332,10.0,42.0,3.0
1320,1320,2022,AbuDhabi,8,24,[19.0],19.0,19.0,19.0,1.0
1321,1321,2022,AbuDhabi,8,26,[13.0],10.0,10.0,10.0,1.0
1322,1322,2022,AbuDhabi,9,3,[13.0],10.0,10.0,10.0,1.0
1323,1323,2022,AbuDhabi,9,10,"[13.0, 18.0, 37.0]",27.666666666666668,10.0,55.0,3.0
1324,1324,2022,AbuDhabi,9,25,"[15.0, 24.0]",27.0,15.0,39.0,2.0
1325,1325,2022,AbuDhabi,10,28,[13.0],10.0,10.0,10.0,1.0
1326,1326,2022,AbuDhabi,11,1,[13.0],10.0,10.0,10.0,1.0
1327,1327,2022,AbuDhabi,11,22,"[15.0, 18.0]",24.0,15.0,33.0,2.0
1328,1328,2022,AbuDhabi,11,31,"[13.0, 20.0]",15.0,10.0,20.0,2.0
1329,1329,2022,AbuDhabi,12,21,[10.0],10.0,10.0,10.0,1.0
1330,1330,2022,AbuDhabi,12,24,[39.0],39.0,39.0,39.0,1.0
1331,1331,2022,AbuDhabi,15,1,"[12.0, 23.0]",23.5,12.0,35.0,2.0
1332,1332,2022,AbuDhabi,15,15,"[11.0, 24.0, 15.0, 23.0, 17.0]",30.8,11.0,55.0,5.0
1333,1333,2022,AbuDhabi,15,25,[10.0],10.0,10.0,10.0,1.0
1334,1334,2022,Australia,0,3,[22.0],22.0,22.0,22.0,1.0
1335,1335,2022,Australia,0,33,[21.0],21.0,21.0,21.0,1.0
1336,1336,2022,Australia,2,7,[21.0],21.0,21.0,21.0,1.0
1337,1337,2022,Australia,2,29,[18.0],18.0,18.0,18.0,1.0
1338,1338,2022,Australia,3,2,"[39.0, 14.0]",46.0,39.0,53.0,2.0
1339,1339,2022,Australia,3,21,[17.0],17.0,17.0,17.0,1.0
1340,1340,2022,Australia,4,28,"[4.0, 3.0, 19.0]",10.0,3.0,23.0,3.0
1341,1341,2022,Australia,5,16,[22.0],22.0,22.0,22.0,1.0
1342,1342,2022,Australia,7,17,[39.0],39.0,39.0,39.0,1.0
1343,1343,2022,Australia,7,19,[16.0],14.0,14.0,14.0,1.0
1344,1344,2022,Australia,8,20,[20.0],20.0,20.0,20.0,1.0
1345,1345,2022,Australia,8,24,[21.0],21.0,21.0,21.0,1.0
1346,1346,2022,Australia,9,10,[22.0],22.0,22.0,22.0,1.0
1347,1347,2022,Australia,9,25,[23.0],23.0,23.0,23.0,1.0
1348,1348,2022,Australia,11,22,[20.0],20.0,20.0,20.0,1.0
1349,1349,2022,Australia,11,31,[18.0],18.0,18.0,18.0,1.0
1350,1350,2022,Australia,15,1,[57.0],57.0,57.0,57.0,1.0
1351,1351,2022,Australia,15,15,"[13.0, 11.0]",18.0,13.0,23.0,2.0
1352,1352,2022,Austria,0,3,"[6.0, 28.0]",22.5,6.0,39.0,2.0
1353,1353,2022,Austria,0,33,"[24.0, 22.0]",35.0,24.0,46.0,2.0
1354,1354,2022,Austria,2,7,"[12.0, 27.0]",26.0,12.0,40.0,2.0
1355,1355,2022,Austria,2,29,"[26.0, 20.0]",36.0,26.0,46.0,2.0
1356,1356,2022,Austria,3,2,"[27.0, 30.0, 31.0]",47.333333333333336,27.0,58.0,3.0
1357,1357,2022,Austria,3,21,"[16.0, 28.0]",30.0,16.0,44.0,2.0
1358,1358,2022,Austria,4,28,"[31.0, 21.0]",38.5,29.0,48.0,2.0
1359,1359,2022,Austria,4,32,"[21.0, 26.0]",32.0,20.0,44.0,2.0
1360,1360,2022,Austria,5,16,"[26.0, 23.0, 32.0]",44.333333333333336,26.0,58.0,3.0
1361,1361,2022,Austria,5,26,"[27.0, 23.0]",38.5,27.0,50.0,2.0
1362,1362,2022,Austria,7,17,"[15.0, 26.0]",28.0,15.0,41.0,2.0
1363,1363,2022,Austria,7,19,"[16.0, 27.0]",29.5,16.0,43.0,2.0
1364,1364,2022,Austria,8,20,"[14.0, 29.0]",28.5,14.0,43.0,2.0
1365,1365,2022,Austria,8,24,"[12.0, 31.0]",28.0,12.0,44.0,2.0
1366,1366,2022,Austria,9,10,"[28.0, 23.0]",39.5,28.0,51.0,2.0
1367,1367,2022,Austria,9,25,"[11.0, 29.0]",25.5,11.0,40.0,2.0
1368,1368,2022,Austria,11,22,[21.0],24.0,24.0,24.0,1.0
1369,1369,2022,Austria,11,31,"[13.0, 23.0, 22.0]",35.666666666666664,13.0,58.0,3.0
1370,1370,2022,Austria,15,1,"[11.0, 28.0]",26.0,11.0,41.0,2.0
1371,1371,2022,Austria,15,15,"[12.0, 22.0, 35.0]",31.666666666666668,12.0,48.0,3.0
1372,1372,2022,Azerbaijan,0,3,[33.0],33.0,33.0,33.0,1.0
1373,1373,2022,Azerbaijan,0,33,"[9.0, 14.0]",16.0,9.0,23.0,2.0
1374,1374,2022,Azerbaijan,1,8,"[2.0, 32.0, 13.0, 14.0]",32.75,2.0,48.0,4.0
1375,1375,2022,Azerbaijan,1,23,"[13.0, 34.0, 35.0]",36.0,13.0,48.0,3.0
1376,1376,2022,Azerbaijan,2,7,"[16.0, 36.0, 37.0, 9.0]",28.75,9.0,48.0,4.0
1377,1377,2022,Azerbaijan,2,29,"[15.0, 38.0, 39.0, 9.0, 29.0]",30.2,9.0,48.0,5.0
1378,1378,2022,Azerbaijan,3,2,"[10.0, 27.0, 15.0, 16.0, 18.0]",30.8,7.0,48.0,5.0
1379,1379,2022,Azerbaijan,3,21,"[3.0, 33.0]",18.0,3.0,33.0,2.0
1380,1380,2022,Azerbaijan,4,28,"[31.0, 17.0]",38.0,30.0,46.0,2.0
1381,1381,2022,Azerbaijan,4,32,"[18.0, 29.0, 30.0, 10.0]",30.5,9.0,48.0,4.0
1382,1382,2022,Azerbaijan,5,16,"[12.0, 38.0, 39.0, 9.0, 11.0]",26.6,9.0,48.0,5.0
1383,1383,2022,Azerbaijan,5,26,"[13.0, 37.0, 38.0]",35.0,10.0,48.0,3.0
1384,1384,2022,Azerbaijan,7,17,[11.0],9.0,9.0,9.0,1.0
1385,1385,2022,Azerbaijan,7,18,"[9.0, 25.0, 12.0, 7.0, 8.0, 9.0]",38.0,9.0,48.0,6.0
1386,1386,2022,Azerbaijan,7,19,"[8.0, 26.0, 12.0, 5.0, 6.0, 9.0, 16.0]",30.428571428571427,8.0,48.0,7.0
1387,1387,2022,Azerbaijan,8,20,"[10.0, 40.0, 41.0, 20.0]",30.5,7.0,48.0,4.0
1388,1388,2022,Azerbaijan,8,24,"[11.0, 36.0, 37.0, 33.0]",34.75,11.0,48.0,4.0
1389,1389,2022,Azerbaijan,9,3,"[15.0, 36.0, 5.0]",35.333333333333336,11.0,48.0,3.0
1390,1390,2022,Azerbaijan,9,10,"[15.0, 36.0, 37.0, 9.0, 24.0]",29.6,9.0,48.0,5.0
1391,1391,2022,Azerbaijan,9,25,"[9.0, 24.0]",21.0,9.0,33.0,2.0
1392,1392,2022,Azerbaijan,11,22,"[16.0, 34.0, 35.0, 16.0, 17.0]",31.4,13.0,48.0,5.0
1393,1393,2022,Azerbaijan,11,31,"[13.0, 18.0, 15.0]",21.0,12.0,33.0,3.0
1394,1394,2022,Azerbaijan,15,1,"[9.0, 20.0]",19.0,9.0,29.0,2.0
1395,1395,2022,Azerbaijan,15,15,"[9.0, 39.0, 3.0, 17.0]",19.25,3.0,48.0,4.0
1396,1396,2022,Azerbaijan,15,25,"[33.0, 13.0, 1.0]",43.0,34.0,48.0,3.0
1397,1397,2022,Bahrain,0,3,"[17.0, 22.0, 9.0]",31.666666666666668,14.0,45.0,3.0
1398,1398,2022,Bahrain,0,33,"[15.0, 22.0, 8.0]",32.333333333333336,15.0,45.0,3.0
1399,1399,2022,Bahrain,1,8,"[12.0, 18.0]",21.0,12.0,30.0,2.0
1400,1400,2022,Bahrain,1,23,"[13.0, 16.0]",21.0,13.0,29.0,2.0
1401,1401,2022,Bahrain,2,7,"[7.0, 15.0, 23.0, 13.0, 17.0, 18.0]",26.666666666666668,4.0,52.0,6.0
1402,1402,2022,Bahrain,2,29,"[18.0, 18.0, 15.0, 14.0, 15.0]",27.2,15.0,44.0,5.0
1403,1403,2022,Bahrain,3,2,"[14.0, 18.0, 3.0, 14.0, 14.0, 17.0]",25.0,11.0,42.0,6.0
1404,1404,2022,Bahrain,3,21,"[13.0, 18.0, 14.0, 16.0, 13.0]",26.2,13.0,43.0,5.0
1405,1405,2022,Bahrain,4,12,"[19.0, 18.0, 7.0]",33.333333333333336,19.0,44.0,3.0
1406,1406,2022,Bahrain,4,28,"[15.0, 16.0, 18.0, 20.0, 7.0]",28.2,12.0,45.0,5.0
1407,1407,2022,Bahrain,4,32,[24.0],24.0,24.0,24.0,1.0
1408,1408,2022,Bahrain,5,16,"[15.0, 20.0, 15.0, 19.0, 15.0]",27.2,12.0,46.0,5.0
1409,1409,2022,Bahrain,5,26,"[18.0, 22.0, 17.0, 19.0, 11.0]",28.6,14.0,44.0,5.0
1410,1410,2022,Bahrain,7,17,"[14.0, 23.0, 12.0]",31.333333333333332,14.0,46.0,3.0
1411,1411,2022,Bahrain,7,19,"[14.0, 19.0, 12.0, 23.0]",23.5,12.0,35.0,4.0
1412,1412,2022,Bahrain,8,20,"[15.0, 21.0, 24.0, 17.0, 4.0]",31.0,12.0,45.0,5.0
1413,1413,2022,Bahrain,8,24,"[16.0, 19.0, 17.0, 16.0, 11.0]",27.8,13.0,44.0,5.0
1414,1414,2022,Bahrain,9,3,"[19.0, 14.0, 24.0]",33.333333333333336,16.0,54.0,3.0
1415,1415,2022,Bahrain,9,10,"[16.0, 15.0, 13.0, 17.0, 17.0]",24.6,11.0,44.0,5.0
1416,1416,2022,Bahrain,9,25,"[18.0, 19.0, 12.0]",31.0,15.0,45.0,3.0
1417,1417,2022,Bahrain,11,22,"[5.0, 17.0, 36.0, 18.0, 18.0, 13.0]",25.0,2.0,43.0,6.0
1418,1418,2022,Bahrain,11,31,"[20.0, 22.0, 17.0, 16.0, 13.0, 14.0]",32.833333333333336,14.0,54.0,6.0
1419,1419,2022,Bahrain,15,1,"[13.0, 22.0, 13.0]",31.333333333333332,13.0,46.0,3.0
1420,1420,2022,Bahrain,15,15,"[14.0, 18.0, 19.0, 14.0, 18.0, 13.0]",31.333333333333332,14.0,51.0,6.0
1421,1421,2022,Bahrain,15,25,"[13.0, 23.0]",24.5,13.0,36.0,2.0
1422,1422,2022,BahrainA,1,8,"[19.0, 33.0]",36.5,20.0,53.0,2.0
1423,1423,2022,BahrainA,1,23,"[16.0, 23.0]",28.5,17.0,40.0,2.0
1424,1424,2022,BahrainA,2,7,[24.0],25.0,25.0,25.0,1.0
1425,1425,2022,BahrainA,2,14,"[19.0, 16.0]",25.0,17.0,33.0,2.0
1426,1426,2022,BahrainA,5,16,"[24.0, 17.0]",31.5,23.0,40.0,2.0
1427,1427,2022,BahrainA,5,32,"[19.0, 22.0]",29.5,20.0,39.0,2.0
1428,1428,2022,BahrainA,7,17,"[2.0, 24.0, 28.0]",27.666666666666668,3.0,53.0,3.0
1429,1429,2022,BahrainA,8,20,"[21.0, 21.0]",28.0,18.0,38.0,2.0
1430,1430,2022,BahrainA,8,26,"[20.0, 18.0]",30.0,21.0,39.0,2.0
1431,1431,2022,BahrainA,9,3,"[7.0, 21.0, 15.0]",22.333333333333332,4.0,38.0,3.0
1432,1432,2022,BahrainA,9,10,"[22.0, 18.0]",27.0,19.0,35.0,2.0
1433,1433,2022,BahrainA,10,22,"[24.0, 16.0]",28.0,20.0,36.0,2.0
1434,1434,2022,BahrainA,11,1,"[19.0, 19.0]",26.5,19.0,34.0,2.0
1435,1435,2022,BahrainA,11,31,"[20.0, 14.0, 12.0]",33.333333333333336,20.0,46.0,3.0
1436,1436,2022,BahrainA,12,21,"[20.0, 37.0]",25.5,17.0,34.0,2.0
1437,1437,2022,BahrainA,12,24,"[19.0, 20.0]",26.0,16.0,36.0,2.0
1438,1438,2022,BahrainA,15,15,"[20.0, 16.0]",29.0,21.0,37.0,2.0
1439,1439,2022,BahrainA,15,25,"[19.0, 19.0]",29.5,20.0,39.0,2.0
1440,1440,2022,BahrainB,1,8,"[26.0, 28.0]",40.0,26.0,54.0,2.0
1441,1441,2022,BahrainB,1,23,"[23.0, 31.0, 8.0]",46.333333333333336,23.0,62.0,3.0
1442,1442,2022,BahrainB,2,7,"[31.0, 29.0]",39.5,28.0,51.0,2.0
1443,1443,2022,BahrainB,2,14,"[30.0, 28.0]",40.0,27.0,53.0,2.0
1444,1444,2022,BahrainB,5,32,"[33.0, 23.0, 9.0]",49.333333333333336,31.0,63.0,3.0
1445,1445,2022,BahrainB,7,6,"[31.0, 22.0, 14.0]",49.0,31.0,63.0,3.0
1446,1446,2022,BahrainB,7,17,"[26.0, 28.0]",40.0,26.0,54.0,2.0
1447,1447,2022,BahrainB,8,20,"[20.0, 34.0]",37.0,20.0,54.0,2.0
1448,1448,2022,BahrainB,8,26,"[31.0, 27.0]",41.5,28.0,55.0,2.0
1449,1449,2022,BahrainB,9,3,"[53.0, 13.0]",55.5,49.0,62.0,2.0
1450,1450,2022,BahrainB,9,25,"[49.0, 17.0, 4.0, 21.0]",62.0,45.0,78.0,4.0
1451,1451,2022,BahrainB,10,22,[46.0],47.0,47.0,47.0,1.0
1452,1452,2022,BahrainB,10,28,[45.0],42.0,42.0,42.0,1.0
1453,1453,2022,BahrainB,11,1,"[47.0, 15.0]",54.5,47.0,62.0,2.0
1454,1454,2022,BahrainB,12,21,[41.0],41.0,41.0,41.0,1.0
1455,1455,2022,BahrainB,12,24,"[32.0, 26.0]",42.0,29.0,55.0,2.0
1456,1456,2022,BahrainB,15,0,"[31.0, 23.0, 5.0]",48.0,31.0,59.0,3.0
1457,1457,2022,BahrainB,15,15,[27.0],27.0,27.0,27.0,1.0
1458,1458,2022,Belgium,0,33,"[14.0, 14.0]",21.0,14.0,28.0,2.0
1459,1459,2022,Belgium,2,7,"[10.0, 12.0]",16.0,10.0,22.0,2.0
1460,1460,2022,Belgium,2,29,"[18.0, 12.0]",24.0,18.0,30.0,2.0
1461,1461,2022,Belgium,3,2,"[11.0, 14.0]",18.0,11.0,25.0,2.0
1462,1462,2022,Belgium,3,21,"[12.0, 20.0]",22.0,12.0,32.0,2.0
1463,1463,2022,Belgium,4,28,"[16.0, 12.0]",20.5,15.0,26.0,2.0
1464,1464,2022,Belgium,4,32,"[15.0, 19.0]",23.5,14.0,33.0,2.0
