,DriverNumberCat,LapNumber,CompoundCat,TyreLife,FreshTyre,Stint,TeamCat,Year,RACE,DriverCat,TrackStatusCat,GridPosition,Position,Points,TotalTime,GapSeconds,RaceCat,FreshTyreCat
33285,16,20.0,3,7.0,True,2.0,11,2019,GreatBritain,31,2,4.0,5.0,10.0,1878.142,18.274,15,1
33287,24,20.0,3,20.0,True,1.0,8,2019,GreatBritain,26,2,13.0,6.0,8.0,1884.325,4.878,15,1
33289,14,20.0,3,8.0,True,2.0,12,2019,GreatBritain,24,2,7.0,7.0,6.0,1900.1580000000001,11.288,15,1
33298,30,20.0,3,20.0,True,1.0,15,2019,GreatBritain,13,2,20.0,15.0,0.0,1933.468,4.897,15,1
33302,4,21.0,3,11.0,False,2.0,5,2019,GreatBritain,16,8,3.0,3.0,15.0,2006.826,3.087,15,0
33310,11,21.0,3,9.0,True,2.0,14,2019,GreatBritain,14,8,17.0,9.0,2.0,2050.7670000000003,4.4910000000000005,15,1
33312,26,21.0,3,21.0,True,1.0,15,2019,GreatBritain,25,8,19.0,14.0,0.0,2053.54,1.512,15,1
33366,2,24.0,0,6.0,True,2.0,10,2019,GreatBritain,22,0,15.0,17.0,0.0,2394.677,7.793,15,1
33544,18,35.0,3,22.0,True,2.0,8,2019,GreatBritain,20,0,8.0,11.0,0.0,3387.271,1.7440000000000002,15,1
33601,22,38.0,0,18.0,False,2.0,5,2019,GreatBritain,32,0,6.0,16.0,0.0,3681.956,1.721,15,0
33616,5,39.0,0,26.0,True,2.0,10,2019,GreatBritain,28,0,18.0,13.0,0.0,3759.6580000000004,0.19,15,1
33706,28,45.0,3,29.0,True,2.0,9,2019,GreatBritain,3,0,1.0,2.0,18.0,4250.39,3.0700000000000003,15,1
33740,2,46.0,4,22.0,True,3.0,10,2019,GreatBritain,22,0,15.0,17.0,0.0,4435.326,2.915,15,1
33870,22,2.0,8,2.0,True,1.0,5,2019,Germany,32,8,20.0,2.0,18.0,222.20700000000002,1.3150000000000002,14,1
33873,9,2.0,8,2.0,True,1.0,14,2019,Germany,1,8,16.0,6.0,8.0,225.175,0.907,14,1
33878,19,3.0,8,3.0,True,1.0,9,2019,Germany,10,8,1.0,9.0,2.0,317.231,87.539,14,1
33879,28,3.0,8,3.0,True,1.0,9,2019,Germany,3,8,3.0,15.0,0.0,323.88300000000004,6.652,14,1
33880,16,3.0,8,3.0,True,1.0,11,2019,Germany,31,8,2.0,1.0,26.0,324.546,0.663,14,1
33881,27,3.0,8,3.0,True,1.0,1,2019,Germany,23,8,5.0,12.0,0.0,326.949,2.403,14,1
33882,12,3.0,8,3.0,True,1.0,12,2019,Germany,12,8,9.0,16.0,0.0,328.482,1.5330000000000001,14,1
33883,4,3.0,8,3.0,True,1.0,5,2019,Germany,16,8,10.0,17.0,0.0,329.52000000000004,1.038,14,1
33884,29,3.0,8,3.0,True,1.0,7,2019,Germany,9,8,6.0,7.0,6.0,335.062,5.542000000000001,14,1
33886,1,3.0,8,3.0,True,1.0,11,2019,Germany,7,8,4.0,14.0,0.0,337.391,1.1720000000000002,14,1
33887,24,3.0,8,3.0,True,1.0,8,2019,Germany,26,8,7.0,5.0,10.0,338.557,1.1660000000000001,14,1
33889,33,3.0,8,3.0,True,1.0,1,2019,Germany,8,8,11.0,13.0,0.0,341.536,0.29600000000000004,14,1
33890,14,3.0,8,3.0,True,1.0,12,2019,Germany,24,8,13.0,19.0,0.0,343.423,1.887,14,1
33893,11,3.0,8,3.0,True,1.0,14,2019,Germany,14,8,14.0,3.0,15.0,345.91200000000003,0.549,14,1
33947,18,6.0,8,6.0,True,1.0,8,2019,Germany,20,0,19.0,18.0,0.0,674.005,1.5,14,1
33966,5,7.0,8,7.0,True,1.0,10,2019,Germany,28,0,15.0,4.0,12.0,770.8100000000001,0.8160000000000001,14,1
33970,26,7.0,8,7.0,True,1.0,15,2019,Germany,25,0,17.0,11.0,0.0,780.07,4.827,14,1
33972,30,7.0,8,7.0,True,1.0,15,2019,Germany,13,0,18.0,10.0,1.0,784.34,1.427,14,1
33984,7,8.0,8,8.0,True,1.0,7,2019,Germany,17,0,12.0,8.0,4.0,863.3960000000001,0.095,14,1
34108,4,15.0,2,12.0,True,2.0,5,2019,Germany,16,5,10.0,17.0,0.0,1487.279,8.869,14,1
34109,12,15.0,2,12.0,True,2.0,12,2019,Germany,12,5,9.0,16.0,0.0,1499.855,12.576,14,1
34228,7,21.0,2,13.0,True,2.0,7,2019,Germany,17,0,12.0,8.0,4.0,2116.5930000000003,9.309000000000001,14,1
34256,22,23.0,2,21.0,True,2.0,5,2019,Germany,32,0,20.0,2.0,18.0,2264.1110000000003,0.305,14,1
34272,30,23.0,2,16.0,True,2.0,15,2019,Germany,13,0,18.0,10.0,1.0,2352.4970000000003,4.035,14,1
34284,16,25.0,2,22.0,True,2.0,11,2019,Germany,31,0,2.0,1.0,26.0,2411.53,4.212000000000001,14,1
34288,26,24.0,2,17.0,True,2.0,15,2019,Germany,25,0,17.0,11.0,0.0,2438.781,1.181,14,1
34297,11,25.0,2,22.0,True,2.0,14,2019,Germany,14,0,14.0,3.0,15.0,2477.9950000000003,1.598,14,1
34298,18,25.0,2,19.0,True,2.0,8,2019,Germany,20,0,19.0,18.0,0.0,2479.73,1.735,14,1
34299,5,25.0,2,18.0,True,2.0,10,2019,Germany,28,0,15.0,4.0,12.0,2486.6580000000004,6.928000000000001,14,1
34301,28,26.0,2,23.0,True,2.0,9,2019,Germany,3,0,3.0,15.0,0.0,2504.079,13.243,14,1
34306,27,26.0,2,23.0,True,2.0,1,2019,Germany,23,1,5.0,12.0,0.0,2539.5730000000003,8.628,14,1
34309,33,26.0,2,23.0,True,2.0,1,2019,Germany,8,1,11.0,13.0,0.0,2557.188,9.4,14,1
34311,1,26.0,2,23.0,True,2.0,11,2019,Germany,7,1,4.0,14.0,0.0,2559.043,1.4700000000000002,14,1
34313,29,26.0,2,23.0,True,2.0,7,2019,Germany,9,1,6.0,7.0,6.0,2568.395,1.8370000000000002,14,1
34318,4,27.0,2,12.0,True,3.0,5,2019,Germany,16,5,10.0,17.0,0.0,2602.476,1.9000000000000001,14,1
34323,9,27.0,2,25.0,True,2.0,14,2019,Germany,1,5,16.0,6.0,8.0,2650.045,11.619000000000002,14,1
34328,24,27.0,2,24.0,True,2.0,8,2019,Germany,26,5,7.0,5.0,10.0,2687.4190000000003,5.166,14,1
34331,19,28.0,2,25.0,True,2.0,9,2019,Germany,10,7,1.0,9.0,2.0,2702.132,6.41,14,1
34341,9,28.0,4,1.0,True,3.0,14,2019,Germany,1,16,16.0,6.0,8.0,2785.6580000000004,11.463000000000001,14,1
34342,27,28.0,3,2.0,True,3.0,1,2019,Germany,23,16,5.0,12.0,0.0,2804.273,18.615000000000002,14,1
34343,22,28.0,4,5.0,True,3.0,5,2019,Germany,32,16,20.0,2.0,18.0,2804.8520000000003,0.5790000000000001,14,1
34345,1,28.0,4,4.0,False,3.0,11,2019,Germany,7,17,4.0,14.0,0.0,2818.2340000000004,11.623000000000001,14,0
34346,33,28.0,3,2.0,True,3.0,1,2019,Germany,8,17,11.0,13.0,0.0,2826.789,8.555,14,1
34347,11,28.0,4,6.0,False,3.0,14,2019,Germany,14,2,14.0,3.0,15.0,2835.8050000000003,9.016,14,0
34349,29,28.0,4,5.0,False,3.0,7,2019,Germany,9,2,6.0,7.0,6.0,2851.376,9.011000000000001,14,0
34350,19,29.0,4,4.0,False,3.0,9,2019,Germany,10,2,1.0,9.0,2.0,2857.1510000000003,5.775,14,0
34352,16,29.0,3,6.0,False,3.0,11,2019,Germany,31,2,2.0,1.0,26.0,2864.134,4.912,14,0
34353,12,29.0,2,14.0,True,3.0,12,2019,Germany,12,2,9.0,16.0,0.0,2866.195,2.061,14,1
34356,5,28.0,3,3.0,True,3.0,10,2019,Germany,28,8,15.0,4.0,12.0,2903.175,1.11,14,1
34363,7,29.0,4,8.0,True,3.0,7,2019,Germany,17,8,12.0,8.0,4.0,2964.628,9.619,14,1
34367,28,30.0,3,7.0,False,3.0,9,2019,Germany,3,8,3.0,15.0,0.0,2996.1760000000004,0.1,14,0
34399,30,31.0,2,8.0,True,3.0,15,2019,Germany,13,8,18.0,10.0,1.0,3251.1980000000003,6.073,14,1
34543,16,41.0,2,12.0,True,4.0,11,2019,Germany,31,2,2.0,1.0,26.0,4126.927000000001,30.026000000000003,14,1
34550,22,41.0,2,13.0,True,4.0,5,2019,Germany,32,2,20.0,2.0,18.0,4164.894,0.614,14,1
34554,29,41.0,2,13.0,True,4.0,7,2019,Germany,9,2,6.0,7.0,6.0,4179.395,4.933000000000001,14,1
34556,5,41.0,2,13.0,True,4.0,10,2019,Germany,28,8,15.0,4.0,12.0,4217.68,34.523,14,1
34557,26,41.0,2,17.0,True,3.0,15,2019,Germany,25,8,17.0,11.0,0.0,4218.548000000001,0.8680000000000001,14,1
34569,7,42.0,2,13.0,True,4.0,7,2019,Germany,17,8,12.0,8.0,4.0,4305.155000000001,9.098,14,1
34602,5,44.0,2,3.0,True,5.0,10,2019,Germany,28,8,15.0,4.0,12.0,4529.656,5.1850000000000005,14,1
34615,11,45.0,2,17.0,True,4.0,14,2019,Germany,14,8,14.0,3.0,15.0,4642.581,0.614,14,1
34617,7,45.0,2,3.0,True,5.0,7,2019,Germany,17,8,12.0,8.0,4.0,4644.509,0.669,14,1
34619,16,46.0,2,5.0,True,5.0,11,2019,Germany,31,0,2.0,1.0,26.0,4719.301,74.673,14,1
34621,28,46.0,2,16.0,True,4.0,9,2019,Germany,3,0,3.0,15.0,0.0,4725.22,1.915,14,1
34624,24,46.0,2,19.0,True,3.0,8,2019,Germany,26,0,7.0,5.0,10.0,4728.469,1.967,14,1
34626,1,46.0,2,18.0,True,4.0,11,2019,Germany,7,0,4.0,14.0,0.0,4729.603,0.932,14,1
34627,9,46.0,2,18.0,True,4.0,14,2019,Germany,1,0,16.0,6.0,8.0,4731.188,1.5850000000000002,14,1
34630,29,46.0,2,5.0,True,5.0,7,2019,Germany,9,0,6.0,7.0,6.0,4733.066000000001,0.545,14,1
34632,30,46.0,2,15.0,True,4.0,15,2019,Germany,13,0,18.0,10.0,1.0,4742.809,0.7060000000000001,14,1
34634,19,47.0,2,18.0,True,4.0,9,2019,Germany,10,0,1.0,9.0,2.0,4814.823,67.84400000000001,14,1
34635,27,47.0,2,19.0,True,4.0,1,2019,Germany,23,0,5.0,12.0,0.0,4817.633000000001,2.81,14,1
34636,22,47.0,2,6.0,True,5.0,5,2019,Germany,32,0,20.0,2.0,18.0,4818.314,0.681,14,1
34639,33,47.0,2,19.0,True,4.0,1,2019,Germany,8,0,11.0,13.0,0.0,4821.706,2.701,14,1
34642,26,47.0,2,6.0,True,4.0,15,2019,Germany,25,0,17.0,11.0,0.0,4827.979,0.328,14,1
34737,19,53.0,4,11.0,False,5.0,9,2019,Germany,10,1,1.0,9.0,2.0,5337.4130000000005,1.0170000000000001,14,0
34783,19,56.0,4,7.0,False,6.0,9,2019,Germany,10,2,1.0,9.0,2.0,5613.166,23.701,14,0
34794,7,57.0,4,15.0,False,6.0,7,2019,Germany,17,2,12.0,8.0,4.0,5679.55,5.492,14,0
34795,30,57.0,4,11.0,True,5.0,15,2019,Germany,13,8,18.0,10.0,1.0,5708.488,28.938000000000002,14,1
34796,26,57.0,4,10.0,True,5.0,15,2019,Germany,25,8,17.0,11.0,0.0,5712.723,4.235,14,1
34978,28,5.0,3,8.0,False,1.0,9,2019,Hungary,3,0,2.0,8.0,4.0,431.761,0.874,18,0
35191,33,15.0,3,15.0,True,1.0,1,2019,Hungary,8,0,17.0,18.0,0.0,1298.807,4.242,18,1
35209,26,16.0,3,16.0,True,1.0,15,2019,Hungary,25,0,15.0,16.0,0.0,1380.7250000000001,7.064,18,1
35210,5,16.0,3,16.0,True,1.0,10,2019,Hungary,28,0,18.0,17.0,0.0,1382.2330000000002,1.508,18,1
35244,2,18.0,3,18.0,True,1.0,10,2019,Hungary,22,0,16.0,11.0,0.0,1536.4340000000002,0.305,18,1
35250,30,18.0,3,18.0,True,1.0,15,2019,Hungary,13,0,19.0,19.0,0.0,1557.939,1.228,18,1
35262,29,19.0,4,22.0,False,1.0,7,2019,Hungary,9,0,9.0,20.0,0.0,1618.544,1.397,18,0
35303,11,21.0,3,21.0,True,1.0,14,2019,Hungary,14,0,13.0,15.0,0.0,1788.846,0.47600000000000003,18,1
35367,16,25.0,3,28.0,False,1.0,11,2019,Hungary,31,0,1.0,2.0,19.0,2052.886,0.8380000000000001,18,0
35415,4,27.0,3,30.0,False,1.0,5,2019,Hungary,16,0,4.0,4.0,12.0,2242.8430000000003,0.015000000000000001,18,0
35439,18,28.0,4,31.0,False,1.0,8,2019,Hungary,20,0,7.0,9.0,2.0,2353.527,1.681,18,0
35440,1,28.0,3,31.0,False,1.0,11,2019,Hungary,7,0,6.0,6.0,8.0,2355.435,1.9080000000000001,18,0
35442,9,28.0,3,28.0,True,1.0,14,2019,Hungary,1,0,12.0,10.0,1.0,2371.384,3.4680000000000004,18,1
35457,24,29.0,4,32.0,False,1.0,8,2019,Hungary,26,0,8.0,5.0,10.0,2433.279,7.8790000000000004,18,0
35458,27,29.0,4,32.0,False,1.0,1,2019,Hungary,23,0,10.0,7.0,6.0,2436.929,3.6500000000000004,18,0
35485,19,31.0,3,34.0,False,1.0,9,2019,Hungary,10,0,3.0,1.0,25.0,2548.567,4.4030000000000005,18,0
35602,12,36.0,3,36.0,True,1.0,12,2019,Hungary,12,0,11.0,12.0,0.0,3040.8590000000004,0.622,18,1
35644,7,38.0,3,38.0,True,1.0,7,2019,Hungary,17,0,14.0,13.0,0.0,3214.422,1.201,18,1
35651,22,39.0,3,42.0,False,1.0,5,2019,Hungary,32,0,5.0,3.0,15.0,3246.701,15.038,18,0
35803,28,46.0,0,41.0,True,2.0,9,2019,Hungary,3,0,2.0,8.0,4.0,3864.876,4.097,18,1
35806,14,46.0,0,46.0,True,1.0,12,2019,Hungary,24,0,20.0,14.0,0.0,3881.7560000000003,1.0470000000000002,18,1
35820,19,48.0,0,17.0,True,2.0,9,2019,Hungary,10,0,3.0,1.0,25.0,3937.5280000000002,3.164,18,1
35872,29,49.0,0,30.0,True,2.0,7,2019,Hungary,9,0,9.0,20.0,0.0,4167.134,14.251000000000001,18,1
35895,5,50.0,0,34.0,True,2.0,10,2019,Hungary,28,0,18.0,17.0,0.0,4258.2970000000005,0.544,18,1
36178,16,67.0,0,42.0,True,2.0,11,2019,Hungary,31,0,1.0,2.0,19.0,5465.607,3.4130000000000003,18,1
36288,27,2.0,3,1.0,True,2.0,1,2019,Belgium,23,8,6.0,16.0,0.0,349.666,5.735,9,1
36448,12,11.0,4,14.0,False,1.0,12,2019,Belgium,12,0,12.0,8.0,4.0,1471.3960000000002,0.21500000000000002,9,0
36477,1,13.0,4,13.0,True,1.0,14,2019,Belgium,7,0,13.0,9.0,2.0,1688.6180000000002,1.102,9,1
36496,5,14.0,4,14.0,True,1.0,10,2019,Belgium,28,0,16.0,10.0,1.0,1802.525,0.5710000000000001,9,1
36508,22,15.0,4,18.0,False,1.0,5,2019,Belgium,32,0,2.0,4.0,13.0,1884.401,0.55,9,0
36511,2,15.0,4,18.0,False,1.0,10,2019,Belgium,22,0,7.0,6.0,8.0,1906.7600000000002,5.4190000000000005,9,0
36528,29,16.0,4,16.0,True,1.0,7,2019,Belgium,9,0,9.0,13.0,0.0,2017.037,10.372,9,1
36581,18,19.0,4,19.0,True,1.0,8,2019,Belgium,20,0,11.0,11.0,0.0,2342.013,12.047,9,1
36614,4,21.0,4,24.0,False,1.0,5,2019,Belgium,16,0,1.0,1.0,25.0,2535.413,0.256,9,0
36631,19,22.0,4,27.0,False,1.0,9,2019,Belgium,10,0,3.0,2.0,18.0,2648.572,44.015,9,0
36650,28,23.0,4,28.0,False,1.0,9,2019,Belgium,3,0,4.0,3.0,15.0,2763.021,1.814,9,0
36659,9,23.0,3,23.0,True,1.0,11,2019,Belgium,1,0,17.0,5.0,10.0,2805.385,1.004,9,1
36673,11,24.0,3,24.0,True,1.0,14,2019,Belgium,14,0,19.0,7.0,6.0,2912.726,1.6760000000000002,9,1
36699,7,25.0,4,28.0,False,1.0,7,2019,Belgium,17,0,8.0,12.0,0.0,3045.6980000000003,9.055,9,0
36764,33,29.0,3,29.0,True,1.0,1,2019,Belgium,8,0,18.0,18.0,0.0,3469.19,0.537,9,1
36787,5,30.0,3,16.0,True,2.0,10,2019,Belgium,28,0,16.0,10.0,1.0,3589.3990000000003,5.5760000000000005,9,1
36792,26,30.0,3,30.0,True,1.0,15,2019,Belgium,25,0,14.0,15.0,0.0,3618.733,2.984,9,1
36804,12,31.0,3,20.0,True,2.0,12,2019,Belgium,12,0,12.0,8.0,4.0,3699.11,5.949000000000001,9,1
36809,27,31.0,3,30.0,False,3.0,1,2019,Belgium,23,0,6.0,16.0,0.0,3730.704,0.14700000000000002,9,0
36810,30,31.0,3,31.0,True,1.0,15,2019,Belgium,13,0,0.0,17.0,0.0,3732.3570000000004,1.653,9,1
36830,22,33.0,3,18.0,True,2.0,5,2019,Belgium,32,0,2.0,4.0,13.0,3853.0350000000003,1.747,9,1
37154,22,6.0,4,10.0,False,1.0,5,2019,Italy,32,1,4.0,13.0,0.0,541.431,0.801,19,0
37174,29,7.0,4,7.0,True,1.0,7,2019,Italy,9,0,13.0,16.0,0.0,637.859,1.497,19,1
37274,22,12.0,0,6.0,True,2.0,5,2019,Italy,32,0,4.0,13.0,0.0,1086.073,15.769,19,1
37329,5,15.0,4,18.0,False,1.0,10,2019,Italy,28,0,9.0,12.0,0.0,1319.6000000000001,2.055,19,0
37397,19,19.0,4,22.0,False,1.0,9,2019,Italy,10,0,2.0,3.0,16.0,1621.9530000000002,2.742,19,0
37410,27,19.0,3,19.0,True,1.0,1,2019,Italy,23,0,0.0,15.0,0.0,1673.4550000000002,10.175,19,1
37415,4,20.0,4,23.0,False,1.0,5,2019,Italy,16,0,1.0,1.0,25.0,1705.086,0.8610000000000001,19,0
37428,7,20.0,4,20.0,True,1.0,7,2019,Italy,17,0,11.0,18.0,0.0,1749.055,2.059,19,1
37444,33,21.0,4,21.0,True,1.0,1,2019,Italy,8,0,10.0,9.0,2.0,1824.881,3.169,19,1
37471,5,22.0,4,25.0,False,2.0,10,2019,Italy,28,0,9.0,12.0,0.0,1941.855,2.266,19,0
37487,18,23.0,3,23.0,True,1.0,8,2019,Italy,20,0,16.0,10.0,1.0,2011.0720000000001,2.999,19,1
37490,26,23.0,3,23.0,True,1.0,15,2019,Italy,25,0,14.0,14.0,0.0,2025.958,0.8290000000000001,19,1
37542,9,26.0,4,29.0,False,1.0,11,2019,Italy,1,0,8.0,6.0,8.0,2250.714,5.441000000000001,19,0
37553,28,27.0,4,30.0,False,1.0,9,2019,Italy,3,0,3.0,2.0,18.0,2304.0840000000003,0.5730000000000001,19,0
37555,27,26.0,3,26.0,False,2.0,1,2019,Italy,23,0,0.0,15.0,0.0,2313.44,7.197,19,0
37561,24,27.0,4,30.0,False,1.0,8,2019,Italy,26,0,7.0,20.0,0.0,2335.695,10.575000000000001,19,0
37565,16,27.0,4,26.0,True,2.0,11,2019,Italy,31,0,19.0,8.0,4.0,2353.348,1.615,19,1
37581,11,28.0,3,28.0,True,1.0,14,2019,Italy,14,5,12.0,19.0,0.0,2436.0170000000003,8.524000000000001,19,1
37582,2,28.0,3,28.0,True,1.0,10,2019,Italy,22,7,18.0,7.0,6.0,2449.6310000000003,13.614,19,1
37583,1,28.0,3,28.0,True,1.0,14,2019,Italy,7,7,17.0,11.0,0.0,2453.9370000000004,4.306,19,1
37598,12,29.0,4,32.0,False,1.0,12,2019,Italy,12,14,6.0,5.0,10.0,2516.6330000000003,10.799000000000001,19,0
37611,30,29.0,3,29.0,True,1.0,15,2019,Italy,13,1,15.0,17.0,0.0,2580.577,3.192,19,1
37615,14,30.0,4,33.0,False,1.0,12,2019,Italy,24,5,5.0,4.0,12.0,2595.913,7.183000000000001,19,0
37616,29,29.0,3,22.0,True,2.0,7,2019,Italy,9,5,13.0,16.0,0.0,2599.067,3.1540000000000004,19,1
37697,7,34.0,3,14.0,True,2.0,7,2019,Italy,17,0,11.0,18.0,0.0,3017.655,7.840000000000001,19,1
37828,22,41.0,0,35.0,False,3.0,5,2019,Italy,32,0,4.0,13.0,0.0,3628.9120000000003,1.377,19,0
37864,7,43.0,4,12.0,False,3.0,7,2019,Italy,17,0,11.0,18.0,0.0,3810.771,12.964,19,0
37891,30,44.0,4,15.0,True,2.0,15,2019,Italy,13,0,15.0,17.0,0.0,3937.6250000000005,4.246,19,1
37946,19,49.0,3,30.0,True,2.0,9,2019,Italy,10,0,2.0,3.0,16.0,4205.666,9.127,19,1
38261,11,12.0,3,12.0,True,1.0,14,2019,Singapore,14,0,14.0,15.0,0.0,1346.2830000000001,5.196000000000001,31,1
38280,2,13.0,3,13.0,True,1.0,10,2019,Singapore,22,0,15.0,19.0,0.0,1452.794,1.8190000000000002,31,1
38317,27,15.0,3,15.0,True,1.0,1,2019,Singapore,23,0,12.0,18.0,0.0,1664.9540000000002,4.941000000000001,31,1
38376,7,18.0,3,18.0,True,1.0,7,2019,Singapore,17,0,13.0,17.0,0.0,1990.951,4.684,31,1
38390,22,19.0,4,22.0,False,1.0,5,2019,Singapore,32,0,3.0,1.0,25.0,2086.061,0.394,31,0
38392,16,19.0,4,22.0,False,1.0,11,2019,Singapore,31,0,4.0,3.0,15.0,2089.4900000000002,1.2730000000000001,31,0
38407,4,20.0,4,23.0,False,1.0,5,2019,Singapore,16,0,1.0,2.0,18.0,2192.1490000000003,2.116,31,0
38410,9,20.0,4,23.0,False,1.0,11,2019,Singapore,1,0,6.0,6.0,8.0,2201.23,0.611,31,0
38412,18,20.0,4,23.0,False,1.0,8,2019,Singapore,20,0,9.0,7.0,6.0,2203.205,1.363,31,0
38444,30,21.0,3,21.0,True,1.0,15,2019,Singapore,13,0,19.0,16.0,0.0,2365.9570000000003,6.640000000000001,31,1
38446,28,22.0,4,25.0,False,1.0,9,2019,Singapore,3,0,5.0,5.0,10.0,2413.201,13.961,31,0
38482,29,23.0,3,23.0,True,1.0,7,2019,Singapore,9,0,17.0,11.0,0.0,2566.52,1.971,31,1
38525,19,26.0,4,29.0,False,1.0,9,2019,Singapore,10,0,2.0,4.0,12.0,2842.8610000000003,22.305,31,0
38635,5,31.0,3,31.0,True,1.0,10,2019,Singapore,28,0,16.0,13.0,0.0,3409.8880000000004,1.095,31,1
38653,1,32.0,0,32.0,True,1.0,14,2019,Singapore,7,0,11.0,8.0,4.0,3516.0150000000003,3.29,31,1
38697,33,34.0,3,34.0,True,1.0,1,2019,Singapore,8,0,10.0,10.0,1.0,3749.3100000000004,3.709,31,1
38701,14,34.0,3,34.0,True,1.0,12,2019,Singapore,24,0,20.0,14.0,0.0,3772.867,8.917,31,1
38721,29,35.0,0,12.0,True,2.0,7,2019,Singapore,9,1,17.0,11.0,0.0,3896.8590000000004,18.967000000000002,31,1
38732,12,36.0,0,35.0,True,2.0,12,2019,Singapore,12,2,8.0,9.0,2.0,3982.2940000000003,0.7360000000000001,31,1
38737,11,36.0,0,24.0,True,2.0,14,2019,Singapore,14,2,14.0,15.0,0.0,3993.0690000000004,0.252,31,1
38738,24,35.0,0,34.0,True,2.0,8,2019,Singapore,26,2,7.0,12.0,0.0,4020.813,27.744000000000003,31,1
38739,33,36.0,0,2.0,True,2.0,1,2019,Singapore,8,2,10.0,10.0,1.0,4025.918,5.105,31,1
38837,5,41.0,0,10.0,True,2.0,10,2019,Singapore,28,0,16.0,13.0,0.0,4740.448,10.725000000000001,31,1
38891,30,44.0,0,23.0,True,2.0,15,2019,Singapore,13,2,19.0,16.0,0.0,5091.755,11.476,31,1
38893,5,44.0,4,3.0,True,3.0,10,2019,Singapore,28,2,16.0,13.0,0.0,5135.782,37.333000000000006,31,1
39102,7,56.0,0,38.0,True,2.0,7,2019,Singapore,17,0,13.0,17.0,0.0,6639.093000000001,14.475000000000001,31,1
39247,13,3.0,1,2.0,True,1.0,14,2019,Russia,11,0,20.0,20.0,0.0,329.595,3.7350000000000003,29,1
39266,1,4.0,4,3.0,True,1.0,14,2019,Russia,7,1,17.0,19.0,0.0,461.34200000000004,31.741000000000003,29,1
39269,13,4.0,4,1.0,True,2.0,14,2019,Russia,11,1,20.0,20.0,0.0,502.05600000000004,0.17600000000000002,29,1
39285,3,5.0,6,4.0,True,1.0,8,2019,Russia,2,0,16.0,14.0,0.0,537.773,3.552,29,1
39320,5,7.0,6,6.0,True,1.0,15,2019,Russia,28,0,14.0,15.0,0.0,749.629,3.467,29,1
39335,29,8.0,1,10.0,False,1.0,7,2019,Russia,9,0,9.0,11.0,0.0,841.763,3.9240000000000004,29,0
39348,7,9.0,1,11.0,False,1.0,7,2019,Russia,17,0,5.0,8.0,4.0,934.2,2.528,29,0
39363,4,10.0,1,12.0,False,1.0,13,2019,Russia,16,0,7.0,7.0,6.0,1030.5990000000002,10.582,29,0
39365,15,10.0,1,12.0,False,1.0,10,2019,Russia,21,0,6.0,9.0,2.0,1035.4850000000001,2.3040000000000003,29,0
39374,17,10.0,6,9.0,True,1.0,15,2019,Russia,27,0,13.0,18.0,0.0,1073.053,3.9720000000000004,29,1
39385,32,11.0,1,13.0,False,1.0,13,2019,Russia,5,0,10.0,13.0,0.0,1149.025,2.1,29,0
39390,6,11.0,6,10.0,True,1.0,8,2019,Russia,30,0,15.0,16.0,0.0,1170.682,2.563,29,1
39396,28,12.0,6,13.0,False,1.0,9,2019,Russia,3,0,1.0,2.0,18.0,1205.353,1.653,29,0
39400,2,12.0,1,14.0,False,1.0,10,2019,Russia,22,0,8.0,10.0,1.0,1239.663,2.986,29,0
39413,22,13.0,6,15.0,False,1.0,5,2019,Russia,32,0,3.0,3.0,15.0,1308.029,6.488,29,0
39430,19,14.0,6,16.0,False,1.0,9,2019,Russia,10,0,2.0,1.0,25.0,1406.1580000000001,5.588,29,0
39502,27,18.0,6,20.0,False,1.0,5,2019,Russia,23,0,4.0,4.0,12.0,1815.1850000000002,7.516000000000001,29,0
39769,24,32.0,4,31.0,True,1.0,12,2019,Russia,26,0,11.0,17.0,0.0,3303.6400000000003,1.55,29,1
39814,12,35.0,4,34.0,True,1.0,12,2019,Russia,12,0,12.0,12.0,0.0,3562.3660000000004,21.709,29,1
39858,32,37.0,4,26.0,True,2.0,13,2019,Russia,5,0,10.0,13.0,0.0,3791.492,0.542,29,1
39882,14,39.0,4,38.0,True,1.0,11,2019,Russia,24,0,18.0,6.0,8.0,3923.8070000000002,3.1260000000000003,29,1
39947,16,43.0,4,42.0,True,1.0,11,2019,Russia,31,0,19.0,5.0,10.0,4282.765,0.35100000000000003,29,1
40179,4,3.0,4,6.0,False,1.0,5,2019,Japan,16,0,2.0,6.0,8.0,289.683,1.332,23,0
40203,18,4.0,4,7.0,False,1.0,8,2019,Japan,20,1,8.0,11.0,0.0,392.97900000000004,0.468,23,0
40413,16,14.0,4,17.0,False,1.0,11,2019,Japan,31,0,5.0,18.0,0.0,1378.198,1.6480000000000001,23,0
40420,9,15.0,4,18.0,False,1.0,11,2019,Japan,1,0,6.0,4.0,12.0,1446.997,3.8150000000000004,23,0
40432,27,15.0,3,15.0,True,1.0,1,2019,Japan,23,0,13.0,12.0,0.0,1474.537,1.919,23,1
40437,22,16.0,4,19.0,False,1.0,5,2019,Japan,32,0,1.0,2.0,18.0,1523.373,1.8330000000000002,23,0
40450,29,16.0,4,19.0,False,1.0,7,2019,Japan,9,0,10.0,13.0,0.0,1571.476,2.016,23,0
40454,28,17.0,4,20.0,False,1.0,9,2019,Japan,3,0,3.0,1.0,25.0,1609.623,11.936,23,0
