,DriverNumberCat,LapNumber,CompoundCat,TyreLife,FreshTyre,Stint,TeamCat,Year,RACE,DriverCat,TrackStatusCat,GridPosition,Position,Points,TotalTime,GapSeconds,RaceCat,FreshTyreCat
24061,22,38.0,3,3.0,True,3.0,5,2019,Bahrain,32,1,2.0,5.0,10.0,3749.1180000000004,0.9410000000000001,6,1
24070,11,38.0,3,26.0,True,2.0,14,2019,Bahrain,14,0,15.0,12.0,0.0,3796.014,9.620000000000001,6,1
24072,7,38.0,3,28.0,True,2.0,7,2019,Bahrain,17,0,6.0,13.0,0.0,3798.043,0.07500000000000001,6,1
24081,1,39.0,4,30.0,True,2.0,11,2019,Bahrain,7,0,13.0,8.0,4.0,3868.9460000000004,20.178,6,1
24107,33,40.0,3,24.0,True,2.0,1,2019,Bahrain,8,1,16.0,11.0,0.0,3986.407,0.14100000000000001,6,1
24116,24,40.0,0,17.0,False,3.0,8,2019,Bahrain,26,0,7.0,19.0,0.0,4036.813,2.746,6,0
24364,24,53.0,4,16.0,False,4.0,8,2019,Bahrain,26,1,7.0,19.0,0.0,5316.384,3.479,6,0
24555,11,7.0,3,7.0,True,1.0,14,2019,China,14,0,11.0,19.0,0.0,742.576,0.8170000000000001,12,1
24556,33,7.0,4,7.0,True,1.0,1,2019,China,8,0,19.0,15.0,0.0,744.945,2.369,12,1
24572,29,8.0,4,11.0,False,1.0,7,2019,China,9,0,10.0,11.0,0.0,840.1350000000001,1.344,12,0
24592,7,9.0,4,12.0,False,1.0,7,2019,China,17,0,9.0,13.0,0.0,943.6370000000001,2.226,12,0
24629,12,11.0,4,14.0,False,1.0,12,2019,China,12,0,8.0,20.0,0.0,1137.615,5.744000000000001,12,0
24736,12,16.0,0,5.0,True,2.0,12,2019,China,12,0,8.0,20.0,0.0,1670.189,6.069,12,1
24744,16,17.0,3,20.0,False,1.0,11,2019,China,31,0,5.0,4.0,12.0,1714.9360000000001,6.079000000000001,12,0
24760,18,17.0,0,16.0,True,2.0,8,2019,China,20,0,15.0,18.0,0.0,1799.2510000000002,0.9600000000000001,12,1
24762,22,18.0,3,21.0,False,1.0,5,2019,China,32,0,3.0,3.0,15.0,1812.307,3.092,12,0
24766,14,18.0,4,21.0,False,1.0,12,2019,China,24,0,7.0,7.0,6.0,1835.1180000000002,1.3310000000000002,12,0
24780,1,19.0,4,22.0,False,1.0,11,2019,China,7,0,6.0,6.0,9.0,1925.053,16.082,12,0
24788,9,19.0,4,19.0,True,1.0,14,2019,China,1,0,0.0,10.0,1.0,1955.8120000000001,2.176,12,1
24803,2,20.0,3,20.0,True,1.0,10,2019,China,22,0,12.0,8.0,4.0,2040.2530000000002,2.879,12,1
24806,5,20.0,3,20.0,True,1.0,10,2019,China,28,0,16.0,12.0,0.0,2055.02,0.922,12,1
24816,28,21.0,3,24.0,False,1.0,9,2019,China,3,0,1.0,2.0,18.0,2100.6890000000003,10.018,12,0
24834,19,22.0,3,25.0,False,1.0,9,2019,China,10,0,2.0,1.0,25.0,2195.002,11.267000000000001,12,0
24835,4,22.0,3,25.0,False,1.0,5,2019,China,16,0,4.0,5.0,10.0,2215.1980000000003,20.196,12,0
24851,26,22.0,3,22.0,True,1.0,15,2019,China,25,0,17.0,16.0,0.0,2282.802,2.931,12,1
24898,27,25.0,3,25.0,True,1.0,1,2019,China,23,0,13.0,9.0,2.0,2547.9570000000003,11.723,12,1
24905,11,25.0,3,25.0,False,2.0,14,2019,China,14,0,11.0,19.0,0.0,2571.677,0.8660000000000001,12,0
24929,30,26.0,3,26.0,True,1.0,15,2019,China,13,0,18.0,17.0,0.0,2703.317,2.25,12,1
25001,33,30.0,3,23.0,True,2.0,1,2019,China,8,0,19.0,15.0,0.0,3084.2360000000003,2.7590000000000003,12,1
25003,11,30.0,0,5.0,True,3.0,14,2019,China,14,0,11.0,19.0,0.0,3090.641,2.91,12,1
25057,7,33.0,0,24.0,True,2.0,7,2019,China,17,0,9.0,13.0,0.0,3379.15,0.18300000000000002,12,1
25063,16,34.0,0,17.0,True,2.0,11,2019,China,31,0,5.0,4.0,12.0,3405.779,1.6520000000000001,12,1
25078,22,35.0,0,17.0,False,2.0,5,2019,China,32,0,3.0,3.0,15.0,3494.4730000000004,8.124,12,0
25086,18,34.0,3,18.0,False,3.0,8,2019,China,20,0,15.0,18.0,0.0,3534.0580000000004,9.38,12,0
25093,29,35.0,0,27.0,True,2.0,7,2019,China,9,0,10.0,11.0,0.0,3570.137,0.9560000000000001,12,1
25094,19,36.0,0,14.0,True,2.0,9,2019,China,10,0,2.0,1.0,25.0,3578.641,8.504000000000001,12,1
25095,28,36.0,0,15.0,True,2.0,9,2019,China,3,0,1.0,2.0,18.0,3583.943,5.3020000000000005,12,1
25114,24,36.0,0,35.0,True,2.0,8,2019,China,26,0,14.0,14.0,0.0,3692.2200000000003,1.413,12,1
25161,1,39.0,0,20.0,True,2.0,11,2019,China,7,0,6.0,6.0,9.0,3922.164,3.285,12,1
25212,4,42.0,0,20.0,True,2.0,5,2019,China,16,0,4.0,5.0,10.0,4191.948,5.151000000000001,12,1
25217,11,41.0,4,11.0,True,4.0,14,2019,China,14,0,11.0,19.0,0.0,4223.493,4.667000000000001,12,1
25262,5,44.0,0,24.0,True,2.0,10,2019,China,28,0,16.0,12.0,0.0,4470.544,6.063000000000001,12,1
25364,26,49.0,0,27.0,True,2.0,15,2019,China,25,0,17.0,16.0,0.0,5040.718000000001,0.92,12,1
25385,18,50.0,4,16.0,True,4.0,8,2019,China,20,0,15.0,18.0,0.0,5151.184,4.511,12,1
25414,1,53.0,3,14.0,True,3.0,11,2019,China,7,0,6.0,6.0,9.0,5306.805,23.704,12,1
25564,11,5.0,4,10.0,False,1.0,14,2019,Azerbaijan,14,0,6.0,19.0,0.0,574.594,1.0010000000000001,5,0
25584,27,6.0,4,9.0,False,1.0,1,2019,Azerbaijan,23,0,0.0,10.0,1.0,692.5210000000001,4.058,5,0
25600,7,7.0,4,10.0,False,1.0,7,2019,Azerbaijan,17,0,12.0,13.0,0.0,799.971,2.745,5,0
25603,33,7.0,4,10.0,False,1.0,1,2019,Azerbaijan,8,0,17.0,12.0,0.0,806.404,4.203,5,0
25620,12,8.0,4,8.0,True,1.0,12,2019,Azerbaijan,12,0,15.0,14.0,0.0,913.431,0.933,5,1
25633,18,9.0,4,14.0,False,1.0,8,2019,Azerbaijan,20,0,7.0,8.0,4.0,1009.46,7.460000000000001,5,0
25652,2,10.0,4,13.0,False,1.0,10,2019,Azerbaijan,22,0,5.0,6.0,8.0,1117.098,3.5180000000000002,5,0
25656,5,10.0,4,10.0,True,1.0,10,2019,Azerbaijan,28,0,13.0,9.0,2.0,1131.411,2.2720000000000002,5,1
25657,14,10.0,4,10.0,True,1.0,12,2019,Azerbaijan,24,0,10.0,20.0,0.0,1132.096,0.685,5,1
25670,22,11.0,4,16.0,False,1.0,5,2019,Azerbaijan,32,0,3.0,3.0,15.0,1209.7740000000001,0.771,5,0
25687,28,12.0,4,15.0,False,1.0,9,2019,Azerbaijan,3,0,1.0,1.0,25.0,1308.72,1.314,5,0
25692,24,12.0,4,12.0,True,1.0,8,2019,Azerbaijan,26,0,9.0,7.0,6.0,1342.343,2.2310000000000003,5,1
25698,9,12.0,4,12.0,True,1.0,14,2019,Azerbaijan,1,0,11.0,11.0,0.0,1360.028,1.5430000000000001,5,1
25707,19,13.0,4,17.0,False,1.0,9,2019,Azerbaijan,10,0,2.0,2.0,18.0,1421.957,1.7280000000000002,5,0
25727,16,14.0,4,18.0,False,1.0,11,2019,Azerbaijan,31,0,4.0,4.0,12.0,1540.6840000000002,12.707,5,0
25743,30,14.0,3,14.0,True,1.0,15,2019,Azerbaijan,13,0,0.0,16.0,0.0,1590.476,0.8190000000000001,5,1
25927,30,23.0,3,23.0,False,2.0,15,2019,Azerbaijan,13,0,0.0,16.0,0.0,2604.6000000000004,0.5690000000000001,5,0
25965,26,25.0,3,25.0,True,1.0,15,2019,Azerbaijan,25,0,16.0,15.0,0.0,2814.161,0.514,5,1
26088,14,31.0,3,21.0,True,2.0,12,2019,Azerbaijan,24,1,10.0,20.0,0.0,3479.543,15.096,5,1
26125,4,34.0,3,34.0,True,1.0,5,2019,Azerbaijan,16,0,8.0,5.0,11.0,3677.6600000000003,1.983,5,1
26126,11,33.0,3,28.0,True,2.0,14,2019,Azerbaijan,14,0,6.0,19.0,0.0,3691.722,14.062000000000001,5,1
26139,12,34.0,3,26.0,True,2.0,12,2019,Azerbaijan,12,0,15.0,14.0,0.0,3774.6710000000003,1.7080000000000002,5,1
26142,29,34.0,3,34.0,True,1.0,7,2019,Azerbaijan,9,0,14.0,18.0,0.0,3777.4080000000004,0.446,5,1
26216,29,38.0,4,9.0,False,2.0,7,2019,Azerbaijan,9,5,14.0,18.0,0.0,4268.809,30.169,5,0
26217,26,38.0,3,13.0,True,2.0,15,2019,Azerbaijan,25,5,16.0,15.0,0.0,4269.2970000000005,0.48800000000000004,5,1
26220,18,39.0,3,30.0,True,2.0,8,2019,Azerbaijan,20,5,7.0,8.0,4.0,4286.612,0.659,5,1
26230,7,39.0,3,32.0,True,2.0,7,2019,Azerbaijan,17,5,12.0,13.0,0.0,4351.238,3.849,5,1
26287,30,42.0,3,19.0,True,3.0,15,2019,Azerbaijan,13,0,0.0,16.0,0.0,4778.263,2.04,5,1
26343,4,47.0,4,13.0,True,2.0,5,2019,Azerbaijan,16,0,8.0,5.0,11.0,5140.706,12.966000000000001,5,1
26530,33,6.0,4,6.0,True,1.0,1,2019,Spain,8,0,18.0,16.0,0.0,531.984,0.5890000000000001,32,1
26778,22,19.0,4,22.0,False,1.0,5,2019,Spain,32,0,3.0,4.0,12.0,1596.1090000000002,0.35000000000000003,32,0
26796,16,20.0,4,23.0,False,1.0,11,2019,Spain,31,0,4.0,3.0,15.0,1668.613,0.541,32,0
26822,11,21.0,4,24.0,False,1.0,14,2019,Spain,14,0,9.0,9.0,2.0,1784.6870000000001,1.2060000000000002,32,0
26836,1,22.0,4,25.0,False,1.0,11,2019,Spain,7,0,6.0,6.0,8.0,1851.604,15.661000000000001,32,0
26847,5,22.0,3,22.0,True,1.0,10,2019,Spain,28,0,16.0,19.0,0.0,1883.18,0.6980000000000001,32,1
26859,7,23.0,4,26.0,False,1.0,7,2019,Spain,17,0,8.0,7.0,6.0,1950.3170000000002,3.088,32,0
26881,14,24.0,4,27.0,False,1.0,12,2019,Spain,24,0,13.0,12.0,0.0,2043.8980000000001,6.958,32,0
26882,24,24.0,4,24.0,True,1.0,8,2019,Spain,26,0,12.0,8.0,4.0,2046.5010000000002,2.603,32,1
26884,2,24.0,4,24.0,True,1.0,10,2019,Spain,22,0,15.0,15.0,0.0,2047.9940000000001,0.656,32,1
26893,4,25.0,4,28.0,False,1.0,5,2019,Spain,16,0,5.0,5.0,10.0,2089.48,0.382,32,0
26900,9,25.0,4,25.0,True,1.0,14,2019,Spain,1,0,11.0,11.0,0.0,2123.248,2.664,32,1
26911,28,26.0,4,29.0,False,1.0,9,2019,Spain,3,0,1.0,2.0,18.0,2161.1890000000003,7.574000000000001,32,0
26918,29,26.0,4,29.0,False,1.0,7,2019,Spain,9,0,7.0,10.0,1.0,2196.347,2.2720000000000002,32,0
26923,18,26.0,4,26.0,True,1.0,8,2019,Spain,20,0,10.0,20.0,0.0,2223.393,2.974,32,1
26928,19,27.0,4,30.0,False,1.0,9,2019,Spain,10,0,2.0,1.0,26.0,2232.559,0.9730000000000001,32,0
26965,27,28.0,3,28.0,True,1.0,1,2019,Spain,23,0,14.0,14.0,0.0,2398.5950000000003,1.086,32,1
27039,30,31.0,3,31.0,True,1.0,15,2019,Spain,13,0,17.0,18.0,0.0,2712.717,0.5760000000000001,32,1
27057,26,32.0,3,32.0,True,1.0,15,2019,Spain,25,0,19.0,17.0,0.0,2789.367,5.5520000000000005,32,1
27101,12,35.0,3,35.0,True,1.0,12,2019,Spain,12,0,0.0,13.0,0.0,2977.065,2.6310000000000002,32,1
27193,22,40.0,3,21.0,True,2.0,5,2019,Spain,32,0,3.0,4.0,12.0,3344.7070000000003,1.1700000000000002,32,1
27237,33,41.0,0,35.0,True,2.0,1,2019,Spain,8,0,18.0,16.0,0.0,3545.327,7.158,32,1
27248,16,43.0,4,23.0,True,2.0,11,2019,Spain,31,0,4.0,3.0,15.0,3579.733,4.469,32,1
27284,28,45.0,3,19.0,True,2.0,9,2019,Spain,3,0,1.0,2.0,18.0,3737.487,4.006,32,1
27297,11,45.0,3,24.0,True,2.0,14,2019,Spain,14,2,9.0,9.0,2.0,3801.969,16.76,32,1
27298,7,45.0,3,22.0,True,2.0,7,2019,Spain,17,2,8.0,7.0,6.0,3806.1710000000003,4.202,32,1
27299,9,45.0,3,20.0,True,2.0,14,2019,Spain,1,2,11.0,11.0,0.0,3810.6800000000003,4.509,32,1
27300,19,46.0,3,19.0,True,2.0,9,2019,Spain,10,2,2.0,1.0,26.0,3820.105,9.425,32,1
27303,14,45.0,0,21.0,True,2.0,12,2019,Spain,24,2,13.0,12.0,0.0,3835.3810000000003,3.9920000000000004,32,1
27304,2,45.0,3,21.0,True,2.0,10,2019,Spain,22,2,15.0,15.0,0.0,3843.056,7.675000000000001,32,1
27306,26,44.0,4,12.0,True,2.0,15,2019,Spain,25,2,19.0,17.0,0.0,3865.2030000000004,14.607000000000001,32,1
27308,4,46.0,0,21.0,True,2.0,5,2019,Spain,16,2,5.0,5.0,10.0,3870.514,2.6420000000000003,32,1
27310,27,45.0,0,17.0,True,2.0,1,2019,Spain,23,2,14.0,14.0,0.0,3874.9320000000002,2.166,32,1
27312,30,44.0,4,13.0,True,2.0,15,2019,Spain,13,2,17.0,18.0,0.0,3895.3300000000004,13.780000000000001,32,1
27313,1,46.0,3,24.0,True,2.0,11,2019,Spain,7,2,6.0,6.0,8.0,3896.451,1.121,32,1
27314,29,46.0,3,20.0,True,2.0,7,2019,Spain,9,8,7.0,10.0,1.0,3909.8830000000003,13.432,32,1
27317,24,46.0,3,22.0,True,2.0,8,2019,Spain,26,8,12.0,8.0,4.0,3951.7560000000003,2.366,32,1
27865,12,9.0,3,9.0,True,1.0,12,2019,Monaco,12,1,11.0,13.0,0.0,758.768,13.929,25,1
27866,4,9.0,3,9.0,True,1.0,5,2019,Monaco,16,1,15.0,20.0,0.0,771.3000000000001,12.532,25,1
27885,26,10.0,3,10.0,True,1.0,15,2019,Monaco,25,2,19.0,15.0,0.0,855.124,0.34700000000000003,25,1
27887,19,11.0,4,16.0,False,1.0,9,2019,Monaco,10,2,1.0,1.0,25.0,881.7270000000001,4.839,25,0
27888,16,11.0,4,14.0,False,1.0,11,2019,Monaco,31,2,3.0,4.0,12.0,889.7620000000001,8.035,25,0
27889,28,11.0,4,16.0,False,1.0,9,2019,Monaco,3,2,2.0,3.0,15.0,890.2130000000001,0.451,25,0
27890,22,11.0,4,14.0,False,1.0,5,2019,Monaco,32,2,4.0,2.0,18.0,890.8080000000001,0.5950000000000001,25,0
27898,14,11.0,4,16.0,False,1.0,12,2019,Monaco,24,8,6.0,9.0,2.0,933.221,0.21200000000000002,25,0
27900,7,11.0,4,16.0,False,1.0,7,2019,Monaco,17,8,5.0,14.0,0.0,934.8770000000001,0.14900000000000002,25,0
27903,2,11.0,3,11.0,True,1.0,10,2019,Monaco,22,8,16.0,12.0,0.0,952.0690000000001,14.672,25,1
27910,28,12.0,3,1.0,True,2.0,9,2019,Monaco,3,8,2.0,3.0,15.0,1016.7710000000001,13.195,25,1
28006,4,16.0,0,7.0,True,2.0,5,2019,Monaco,16,0,15.0,20.0,0.0,1450.6550000000002,22.318,25,1
28026,4,17.0,4,1.0,True,3.0,5,2019,Monaco,16,0,15.0,20.0,0.0,1532.727,25.426000000000002,25,1
28102,30,21.0,3,21.0,True,1.0,15,2019,Monaco,13,0,20.0,18.0,0.0,1846.6570000000002,16.233,25,1
28206,1,27.0,4,31.0,False,1.0,11,2019,Monaco,7,0,8.0,5.0,11.0,2276.686,8.214,25,0
28262,24,30.0,4,35.0,False,1.0,8,2019,Monaco,26,0,9.0,6.0,8.0,2512.679,9.729000000000001,25,0
28299,11,32.0,4,37.0,False,1.0,14,2019,Monaco,14,0,7.0,7.0,6.0,2666.387,8.911000000000001,25,0
28443,5,39.0,3,39.0,True,1.0,10,2019,Monaco,28,0,17.0,16.0,0.0,3253.603,5.127000000000001,25,1
28453,9,40.0,4,45.0,False,1.0,14,2019,Monaco,1,0,10.0,8.0,4.0,3294.6620000000003,5.931,25,0
28547,33,44.0,4,44.0,True,1.0,1,2019,Monaco,8,0,18.0,19.0,0.0,3678.3030000000003,1.546,25,1
28580,27,46.0,4,46.0,True,1.0,1,2019,Monaco,23,0,14.0,17.0,0.0,3819.465,0.678,25,1
28587,18,47.0,3,47.0,True,1.0,8,2019,Monaco,20,0,12.0,11.0,0.0,3875.764,40.187000000000005,25,1
28643,29,50.0,4,50.0,True,1.0,7,2019,Monaco,9,0,13.0,10.0,1.0,4069.876,1.489,25,1
28865,1,62.0,3,35.0,True,2.0,11,2019,Monaco,7,0,8.0,5.0,11.0,4999.946,0.10500000000000001,25,1
29235,24,3.0,4,6.0,False,1.0,8,2019,Canada,26,0,11.0,11.0,0.0,265.377,7.814,11,0
29295,27,6.0,3,6.0,True,1.0,1,2019,Canada,23,0,16.0,15.0,0.0,509.355,7.988,11,1
29309,1,7.0,4,10.0,False,1.0,11,2019,Canada,7,0,5.0,8.0,4.0,569.923,1.752,11,0
29327,14,8.0,4,11.0,False,1.0,12,2019,Canada,24,0,4.0,6.0,8.0,646.724,0.269,11,0
29335,30,8.0,3,8.0,True,1.0,15,2019,Canada,13,1,19.0,18.0,0.0,680.2660000000001,11.435,11,1
29353,26,9.0,3,9.0,True,1.0,15,2019,Canada,25,1,18.0,16.0,0.0,753.5150000000001,5.898000000000001,11,1
29389,2,11.0,3,11.0,True,1.0,10,2019,Canada,22,1,15.0,12.0,0.0,899.697,3.7420000000000004,11,1
29406,11,12.0,3,12.0,True,1.0,14,2019,Canada,14,1,10.0,10.0,1.0,975.4140000000001,3.9000000000000004,11,1
29476,12,16.0,4,19.0,False,1.0,12,2019,Canada,12,0,7.0,7.0,6.0,1270.768,0.93,11,0
29659,22,26.0,3,31.0,False,1.0,5,2019,Canada,32,0,1.0,2.0,18.0,2020.17,5.1770000000000005,11,0
29697,19,28.0,3,31.0,False,1.0,9,2019,Canada,10,0,2.0,1.0,25.0,2176.4320000000002,2.362,11,0
29740,28,30.0,3,33.0,False,1.0,9,2019,Canada,3,1,6.0,4.0,13.0,2349.9280000000003,1.266,11,0
29791,4,33.0,3,38.0,False,1.0,5,2019,Canada,16,0,3.0,3.0,15.0,2564.1580000000004,7.005000000000001,11,0
29807,33,33.0,0,33.0,True,1.0,1,2019,Canada,8,0,12.0,13.0,0.0,2629.2690000000002,9.056000000000001,11,1
29828,29,34.0,3,34.0,True,1.0,7,2019,Canada,9,0,14.0,14.0,0.0,2715.3010000000004,4.48,11,1
29922,30,38.0,0,29.0,True,2.0,15,2019,Canada,13,0,19.0,18.0,0.0,3097.7940000000003,0.11800000000000001,11,1
29933,7,39.0,0,39.0,True,1.0,7,2019,Canada,17,0,0.0,17.0,0.0,3133.8300000000004,3.3440000000000003,11,1
30029,5,45.0,0,45.0,True,1.0,10,2019,Canada,28,0,17.0,9.0,2.0,3530.6220000000003,5.2090000000000005,11,1
30078,16,48.0,0,48.0,True,1.0,11,2019,Canada,31,0,9.0,5.0,10.0,3734.1240000000003,1.79,11,1
30288,27,58.0,0,52.0,True,2.0,1,2019,Canada,23,0,16.0,15.0,0.0,4577.609,0.07200000000000001,11,1
30332,9,60.0,0,59.0,True,2.0,14,2019,Canada,1,0,13.0,19.0,0.0,4762.563,7.2330000000000005,11,1
30428,28,67.0,0,37.0,True,2.0,9,2019,Canada,3,0,6.0,4.0,13.0,5170.89,7.303000000000001,11,1
30627,33,7.0,4,10.0,False,1.0,1,2019,France,8,0,10.0,16.0,0.0,726.505,5.66,13,0
30803,14,16.0,3,20.0,False,1.0,12,2019,France,24,0,8.0,11.0,0.0,1602.0910000000001,4.089,13,0
30807,7,16.0,3,16.0,True,1.0,7,2019,France,17,0,15.0,17.0,0.0,1617.8090000000002,0.40800000000000003,13,1
30822,1,17.0,4,20.0,False,1.0,11,2019,France,7,0,9.0,10.0,1.0,1698.086,2.2840000000000003,13,0
30838,18,18.0,3,23.0,False,1.0,8,2019,France,20,0,5.0,9.0,2.0,1789.2350000000001,0.5690000000000001,13,0
30843,2,18.0,3,18.0,True,1.0,10,2019,France,22,0,14.0,12.0,0.0,1806.5210000000002,5.807,13,1
30856,24,19.0,3,24.0,False,1.0,8,2019,France,26,0,6.0,6.0,8.0,1884.537,4.197,13,0
30872,16,20.0,3,25.0,False,1.0,11,2019,France,31,0,4.0,4.0,12.0,1958.0330000000001,16.565,13,0
30891,4,21.0,3,24.0,False,1.0,5,2019,France,16,0,3.0,3.0,15.0,2048.0930000000003,11.061,13,0
30930,28,23.0,3,28.0,False,1.0,9,2019,France,3,1,2.0,2.0,18.0,2234.407,5.321000000000001,13,0
30948,19,24.0,3,28.0,False,1.0,9,2019,France,10,0,1.0,1.0,25.0,2320.192,3.616,13,0
30970,30,24.0,3,24.0,True,1.0,15,2019,France,13,0,18.0,18.0,0.0,2435.3160000000003,1.8510000000000002,13,1
30972,22,25.0,3,28.0,False,1.0,5,2019,France,32,0,7.0,5.0,11.0,2441.201,0.8380000000000001,13,0
30983,9,25.0,3,25.0,True,1.0,14,2019,France,1,0,11.0,15.0,0.0,2488.2780000000002,2.314,13,1
30989,26,25.0,3,25.0,True,1.0,15,2019,France,25,0,20.0,19.0,0.0,2530.021,1.7100000000000002,13,1
31098,27,31.0,0,31.0,True,1.0,1,2019,France,23,0,12.0,7.0,6.0,3055.639,0.28,13,1
31105,29,31.0,0,31.0,True,1.0,7,2019,France,9,0,16.0,20.0,0.0,3083.6890000000003,4.414000000000001,13,1
31123,11,32.0,0,32.0,True,1.0,14,2019,France,14,0,19.0,14.0,0.0,3173.9060000000004,0.253,13,1
31155,26,33.0,0,8.0,True,2.0,15,2019,France,25,0,20.0,19.0,0.0,3344.8540000000003,4.713,13,1
31157,12,34.0,0,34.0,True,1.0,12,2019,France,12,0,13.0,8.0,4.0,3346.5110000000004,1.1580000000000001,13,1
31169,33,34.0,0,27.0,True,2.0,1,2019,France,8,0,10.0,16.0,0.0,3389.532,0.9640000000000001,13,1
31260,5,39.0,0,39.0,True,1.0,10,2019,France,28,0,17.0,13.0,0.0,3837.1250000000005,1.6880000000000002,13,1
31387,29,45.0,3,14.0,True,2.0,7,2019,France,9,0,16.0,20.0,0.0,4433.937,6.204000000000001,13,1
31485,22,51.0,0,26.0,True,2.0,5,2019,France,32,0,7.0,5.0,11.0,4938.589,2.233,13,1
31742,7,11.0,4,14.0,False,1.0,7,2019,Austria,17,0,10.0,19.0,0.0,807.4000000000001,0.49600000000000005,2,0
31784,7,13.0,0,2.0,True,2.0,7,2019,Austria,17,0,10.0,19.0,0.0,972.6320000000001,17.208000000000002,2,1
31903,30,19.0,3,19.0,True,1.0,15,2019,Austria,13,0,17.0,20.0,0.0,1392.356,10.183,2,1
31925,28,21.0,3,24.0,False,1.0,9,2019,Austria,3,0,3.0,3.0,15.0,1469.904,1.482,2,0
31926,22,21.0,4,24.0,False,1.0,5,2019,Austria,32,0,9.0,4.0,12.0,1474.2530000000002,4.349,2,0
31943,4,22.0,4,25.0,False,1.0,5,2019,Austria,16,0,1.0,2.0,18.0,1534.824,10.333,2,0
31972,27,23.0,4,26.0,False,1.0,1,2019,Austria,23,0,6.0,9.0,2.0,1637.008,1.826,2,0
31994,33,24.0,4,27.0,False,1.0,1,2019,Austria,8,0,7.0,10.0,1.0,1711.429,0.261,2,0
32010,18,25.0,4,28.0,False,1.0,8,2019,Austria,20,0,5.0,6.0,8.0,1774.8890000000001,2.414,2,0
32011,1,25.0,4,28.0,False,1.0,11,2019,Austria,7,0,8.0,7.0,6.0,1778.997,4.1080000000000005,2,0
32016,5,25.0,3,25.0,True,1.0,10,2019,Austria,28,0,14.0,14.0,0.0,1787.7810000000002,0.5880000000000001,2,1
32031,12,26.0,3,26.0,True,1.0,12,2019,Austria,12,0,15.0,13.0,0.0,1855.2030000000002,5.563000000000001,2,1
32063,26,27.0,3,27.0,True,1.0,15,2019,Austria,25,0,0.0,18.0,0.0,1954.3460000000002,0.138,2,1
32070,2,28.0,3,28.0,True,1.0,10,2019,Austria,22,0,13.0,11.0,0.0,1993.8380000000002,7.838,2,1
32102,19,30.0,3,34.0,False,1.0,9,2019,Austria,10,0,4.0,5.0,10.0,2097.8120000000004,9.114,2,0
32122,16,31.0,3,34.0,False,1.0,11,2019,Austria,31,0,2.0,1.0,26.0,2171.7400000000002,11.885000000000002,2,0
32161,11,32.0,3,32.0,True,1.0,14,2019,Austria,14,0,16.0,17.0,0.0,2305.022,6.714,2,1
32200,29,34.0,3,34.0,True,1.0,7,2019,Austria,9,0,11.0,16.0,0.0,2444.339,9.966000000000001,2,1
32219,9,35.0,3,35.0,True,1.0,14,2019,Austria,1,0,18.0,15.0,0.0,2504.781,0.67,2,1
32329,24,41.0,3,41.0,True,1.0,8,2019,Austria,26,0,19.0,8.0,4.0,2910.853,13.921000000000001,2,1
32434,14,46.0,3,46.0,True,1.0,12,2019,Austria,24,0,12.0,12.0,0.0,3270.012,0.163,2,1
32500,22,50.0,0,29.0,True,2.0,5,2019,Austria,32,0,9.0,4.0,12.0,3495.849,4.692,2,1
32773,7,62.0,0,51.0,False,3.0,7,2019,Austria,17,0,10.0,19.0,0.0,4452.319,2.398,2,0
33063,7,6.0,0,5.0,True,2.0,7,2019,GreatBritain,17,0,16.0,20.0,0.0,677.724,3.2180000000000004,15,1
33108,29,9.0,0,8.0,True,2.0,7,2019,GreatBritain,9,0,14.0,19.0,0.0,927.9250000000001,3.954,15,1
33143,1,12.0,3,17.0,False,1.0,11,2019,GreatBritain,7,0,5.0,4.0,12.0,1107.5620000000001,1.169,15,0
33146,14,12.0,4,15.0,False,1.0,12,2019,GreatBritain,24,0,7.0,7.0,6.0,1118.7040000000002,0.051000000000000004,15,0
33153,11,12.0,4,12.0,True,1.0,14,2019,GreatBritain,14,0,17.0,9.0,2.0,1130.496,1.0730000000000002,15,1
33159,4,13.0,4,16.0,False,1.0,5,2019,GreatBritain,16,0,3.0,3.0,15.0,1196.9950000000001,7.173,15,0
33160,16,13.0,3,18.0,False,1.0,11,2019,GreatBritain,31,0,4.0,5.0,10.0,1197.5310000000002,0.536,15,0
33162,18,13.0,4,16.0,False,1.0,8,2019,GreatBritain,20,0,8.0,11.0,0.0,1210.469,10.581000000000001,15,0
33163,9,13.0,4,18.0,False,1.0,14,2019,GreatBritain,1,0,9.0,12.0,0.0,1215.9,5.431,15,0
33164,12,13.0,4,16.0,False,1.0,12,2019,GreatBritain,12,0,10.0,10.0,1.0,1216.813,0.913,15,0
33169,5,13.0,3,13.0,True,1.0,10,2019,GreatBritain,28,0,18.0,13.0,0.0,1221.712,0.272,15,1
33211,28,16.0,3,21.0,False,1.0,9,2019,GreatBritain,3,0,1.0,2.0,18.0,1460.9950000000001,31.810000000000002,15,0
33237,27,17.0,3,17.0,True,1.0,1,2019,GreatBritain,23,0,12.0,8.0,4.0,1591.566,1.8,15,1
33254,2,18.0,3,18.0,True,1.0,10,2019,GreatBritain,22,0,15.0,17.0,0.0,1681.208,1.272,15,1
33282,19,20.0,3,24.0,False,1.0,9,2019,GreatBritain,10,2,2.0,1.0,26.0,1832.036,26.835,15,0
33283,22,20.0,4,23.0,False,1.0,5,2019,GreatBritain,32,2,6.0,16.0,0.0,1854.237,22.201,15,0
