,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,StartPosition,EndPosition,Points,TimeSeconds,LapTimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTimeSeconds,TotalTime,PitTime,TotalTimeWithPit,0,TotalTimeWoopWoop
777,0 days 02:39:09.684000,5,0 days 00:02:07.101000,31,NA,NA,0 days 00:00:44.609000,0 days 00:00:40.007000,0 days 00:00:42.485000,0 days 02:37:47.192000,0 days 02:38:27.199000,0 days 02:39:09.684000,171.0,138.0,225.0,236.0,False,MEDIUM,16.0,False,3,0 days 02:37:02.583000,Aston Martin,VET,6,False,2021-12-05 19:09:09.801,17.0,16.0,0.0,9549.684000000001,127.10100000000001,NA,NA,44.609,40.007000000000005,42.485,9422.583,127.10100000000001,NA,NA,NA,3240.202
580,0 days 02:39:01.710000,6,0 days 00:02:07.087000,31,NA,NA,0 days 00:00:44.104000,0 days 00:00:41.303000,0 days 00:00:41.680000,0 days 02:37:38.727000,0 days 02:38:20.030000,0 days 02:39:01.710000,248.0,154.0,270.0,230.0,False,HARD,19.0,False,4,0 days 02:36:54.623000,Williams,LAT,6,False,2021-12-05 19:09:01.841,16.0,12.0,0.0,9541.710000000001,127.087,NA,NA,44.104,41.303000000000004,41.68,9414.623000000001,127.08700000000002,NA,NA,NA,3243.715
630,0 days 02:39:12.409000,14,0 days 00:02:07.020000,31,NA,NA,0 days 00:00:45.842000,0 days 00:00:38.780000,0 days 00:00:42.398000,0 days 02:37:51.231000,0 days 02:38:30.011000,0 days 02:39:12.409000,248.0,156.0,206.0,184.0,False,HARD,21.0,False,4,0 days 02:37:05.389000,Alpine,ALO,6,False,2021-12-05 19:09:12.607,13.0,13.0,0.0,9552.409000000001,127.02000000000001,NA,NA,45.842000000000006,38.78,42.398,9425.389000000001,127.02000000000001,NA,NA,NA,3245.5870000000004
728,0 days 02:39:52.705000,7,0 days 00:02:05.720000,31,NA,NA,0 days 00:00:49.527000,0 days 00:00:35.115000,0 days 00:00:41.078000,0 days 02:38:36.512000,0 days 02:39:11.627000,0 days 02:39:52.705000,233.0,201.0,209.0,178.0,False,MEDIUM,10.0,False,4,0 days 02:37:46.985000,Alfa Romeo Racing,RAI,6,False,2021-12-05 19:09:54.203,12.0,15.0,0.0,9592.705,125.72000000000001,NA,NA,49.527,35.115,41.078,9466.985,125.72,NA,NA,NA,3284.813
679,0 days 02:40:07.319000,22,0 days 00:02:05.914000,31,NA,NA,0 days 00:00:42.185000,0 days 00:00:41.807000,0 days 00:00:41.922000,0 days 02:38:43.590000,0 days 02:39:25.397000,0 days 02:40:07.319000,268.0,208.0,258.0,205.0,False,HARD,10.0,False,4,0 days 02:38:01.405000,AlphaTauri,TSU,6,False,2021-12-05 19:10:08.623,8.0,14.0,0.0,9607.319000000001,125.914,NA,NA,42.185,41.807,41.922000000000004,9481.405,125.91400000000002,NA,NA,NA,3301.4
81,0 days 02:39:55.063000,33,0 days 00:02:04.976000,32,NA,NA,0 days 00:00:46.734000,0 days 00:00:37.680000,0 days 00:00:40.562000,0 days 02:38:36.821000,0 days 02:39:14.501000,0 days 02:39:55.063000,250.0,146.0,166.0,202.0,False,MEDIUM,17.0,True,3,0 days 02:37:50.087000,Red Bull Racing,VER,6,False,2021-12-05 19:09:57.305,3.0,2.0,18.0,9595.063,124.97600000000001,NA,NA,46.734,37.68,40.562000000000005,9470.087000000001,124.976,NA,NA,NA,3085.2960000000003
31,0 days 02:39:57.269000,44,0 days 00:02:06.321000,32,NA,NA,0 days 00:00:46.376000,0 days 00:00:38.828000,0 days 00:00:41.117000,0 days 02:38:37.324000,0 days 02:39:16.152000,0 days 02:39:57.269000,245.0,170.0,184.0,228.0,False,HARD,22.0,False,4,0 days 02:37:50.948000,Mercedes,HAM,6,False,2021-12-05 19:09:58.166,1.0,1.0,26.0,9597.269,126.32100000000001,NA,NA,46.376000000000005,38.828,41.117000000000004,9470.948,126.32100000000001,NA,NA,NA,3096.885
131,0 days 02:40:23.642000,77,0 days 00:02:06.307000,32,NA,NA,0 days 00:00:43.044000,0 days 00:00:42.832000,0 days 00:00:40.431000,0 days 02:39:00.379000,0 days 02:39:43.211000,0 days 02:40:23.642000,164.0,133.0,243.0,177.0,False,MEDIUM,17.0,False,4,0 days 02:38:17.335000,Mercedes,BOT,67,False,2021-12-05 19:10:24.553,2.0,3.0,15.0,9623.642,126.307,NA,NA,43.044000000000004,42.832,40.431000000000004,9497.335000000001,126.30700000000002,NA,NA,NA,3113.7050000000004
181,0 days 02:40:17.959000,31,0 days 00:02:06.209000,32,NA,NA,0 days 00:00:42.499000,0 days 00:00:41.945000,0 days 00:00:41.765000,0 days 02:38:54.249000,0 days 02:39:36.194000,0 days 02:40:17.959000,159.0,195.0,241.0,161.0,False,HARD,19.0,False,3,0 days 02:38:11.750000,Alpine,OCO,67,False,2021-12-05 19:10:18.968,9.0,4.0,12.0,9617.959,126.209,NA,NA,42.499,41.945,41.765,9491.75,126.209,NA,NA,NA,3165.378
231,0 days 02:40:21.527000,3,0 days 00:02:06.925000,32,NA,NA,0 days 00:00:43.450000,0 days 00:00:41.992000,0 days 00:00:41.483000,0 days 02:38:58.052000,0 days 02:39:40.044000,0 days 02:40:21.527000,149.0,222.0,288.0,92.0,False,MEDIUM,19.0,False,3,0 days 02:38:14.602000,McLaren,RIC,67,False,2021-12-05 19:10:21.820,11.0,5.0,10.0,9621.527,126.92500000000001,NA,NA,43.45,41.992000000000004,41.483000000000004,9494.602,126.92500000000001,NA,NA,NA,3325.6240000000003
281,0 days 02:40:30.123000,10,0 days 00:02:05.168000,32,NA,NA,0 days 00:00:42.970000,0 days 00:00:41.715000,0 days 00:00:40.483000,0 days 02:39:07.925000,0 days 02:39:49.640000,0 days 02:40:30.123000,177.0,188.0,279.0,191.0,False,HARD,19.0,False,3,0 days 02:38:24.955000,AlphaTauri,GAS,67,False,2021-12-05 19:10:32.173,6.0,6.0,8.0,9630.123000000001,125.168,NA,NA,42.970000000000006,41.715,40.483000000000004,9504.955,125.168,NA,NA,NA,3328.204
431,0 days 02:40:36.614000,99,0 days 00:02:05.121000,32,NA,NA,0 days 00:00:44.202000,0 days 00:00:41.673000,0 days 00:00:39.246000,0 days 02:39:15.695000,0 days 02:39:57.368000,0 days 02:40:36.614000,207.0,217.0,289.0,161.0,False,HARD,19.0,False,3,0 days 02:38:31.493000,Alfa Romeo Racing,GIO,67,False,2021-12-05 19:10:38.711,10.0,9.0,2.0,9636.614000000001,125.12100000000001,NA,NA,44.202000000000005,41.673,39.246,9511.493,125.12100000000001,NA,NA,NA,3332.7120000000004
381,0 days 02:40:40.447000,55,0 days 00:01:58.478000,32,NA,NA,0 days 00:00:41.080000,0 days 00:00:42.136000,0 days 00:00:35.262000,0 days 02:39:23.049000,0 days 02:40:05.185000,0 days 02:40:40.447000,140.0,152.0,293.0,246.0,False,MEDIUM,22.0,False,3,0 days 02:38:41.969000,Ferrari,SAI,67,False,2021-12-05 19:10:49.187,15.0,8.0,4.0,9640.447,118.47800000000001,NA,NA,41.080000000000005,42.136,35.262,9521.969000000001,118.47800000000001,NA,NA,NA,3334.583
331,0 days 02:40:42.295000,16,0 days 00:01:58.029000,32,NA,NA,0 days 00:00:41.783000,0 days 00:00:41.621000,0 days 00:00:34.625000,0 days 02:39:26.049000,0 days 02:40:07.670000,0 days 02:40:42.295000,187.0,139.0,297.0,275.0,False,HARD,22.0,False,4,0 days 02:38:44.266000,Ferrari,LEC,67,False,2021-12-05 19:10:51.484,4.0,7.0,6.0,9642.295,118.02900000000001,NA,NA,41.783,41.621,34.625,9524.266000000001,118.029,NA,NA,NA,3344.543
481,0 days 02:40:51.844000,4,0 days 00:01:54.679000,32,NA,NA,0 days 00:00:42.491000,0 days 00:00:41.930000,0 days 00:00:30.258000,0 days 02:39:39.656000,0 days 02:40:21.586000,0 days 02:40:51.844000,155.0,242.0,297.0,306.0,False,HARD,22.0,False,4,0 days 02:38:57.165000,McLaren,NOR,67,False,2021-12-05 19:11:04.383,7.0,10.0,1.0,9651.844000000001,114.679,NA,NA,42.491,41.93,30.258000000000003,9537.165,114.679,NA,NA,NA,3346.2360000000003
778,0 days 02:41:00.984000,5,0 days 00:01:51.300000,32,NA,NA,0 days 00:00:43.561000,0 days 00:00:37.692000,0 days 00:00:30.047000,0 days 02:39:53.245000,0 days 02:40:30.937000,0 days 02:41:00.984000,267.0,291.0,292.0,303.0,False,MEDIUM,17.0,False,3,0 days 02:39:09.684000,Aston Martin,VET,67,False,2021-12-05 19:11:16.902,17.0,16.0,0.0,9660.984,111.30000000000001,NA,NA,43.561,37.692,30.047,9549.684000000001,111.3,NA,NA,NA,3351.5020000000004
531,0 days 02:40:49.549000,18,0 days 00:01:58.181000,32,NA,NA,0 days 00:00:43.321000,0 days 00:00:43.149000,0 days 00:00:31.711000,0 days 02:39:34.689000,0 days 02:40:17.838000,0 days 02:40:49.549000,250.0,218.0,290.0,299.0,False,MEDIUM,17.0,False,4,0 days 02:38:51.368000,Aston Martin,STR,67,False,2021-12-05 19:10:58.586,18.0,11.0,0.0,9649.549,118.18100000000001,NA,NA,43.321000000000005,43.149,31.711000000000002,9531.368,118.181,NA,NA,NA,3355.2520000000004
631,0 days 02:41:02.350000,14,0 days 00:01:49.941000,32,NA,NA,0 days 00:00:44.187000,0 days 00:00:36.360000,0 days 00:00:29.394000,0 days 02:39:56.596000,0 days 02:40:32.956000,0 days 02:41:02.350000,263.0,292.0,295.0,305.0,False,HARD,22.0,False,4,0 days 02:39:12.409000,Alpine,ALO,67,False,2021-12-05 19:11:19.627,13.0,13.0,0.0,9662.35,109.941,NA,NA,44.187000000000005,36.36,29.394000000000002,9552.409000000001,109.941,NA,NA,NA,3355.5280000000002
581,0 days 02:40:56.132000,6,0 days 00:01:54.422000,32,NA,NA,0 days 00:00:43.036000,0 days 00:00:41.469000,0 days 00:00:29.917000,0 days 02:39:44.746000,0 days 02:40:26.215000,0 days 02:40:56.132000,154.0,249.0,293.0,307.0,False,HARD,20.0,False,4,0 days 02:39:01.710000,Williams,LAT,67,False,2021-12-05 19:11:08.928,16.0,12.0,0.0,9656.132000000001,114.42200000000001,NA,NA,43.036,41.469,29.917,9541.710000000001,114.422,NA,NA,NA,3358.137
729,0 days 02:41:37.365000,7,0 days 00:01:44.660000,32,NA,NA,0 days 00:00:42.988000,0 days 00:00:32.188000,0 days 00:00:29.484000,0 days 02:40:35.693000,0 days 02:41:07.881000,0 days 02:41:37.365000,195.0,297.0,292.0,297.0,False,MEDIUM,11.0,False,4,0 days 02:39:52.705000,Alfa Romeo Racing,RAI,67,False,2021-12-05 19:11:59.923,12.0,15.0,0.0,9697.365,104.66000000000001,NA,NA,42.988,32.188,29.484,9592.705,104.66,NA,NA,NA,3389.4730000000004
680,0 days 02:41:45.300000,22,0 days 00:01:37.981000,32,NA,NA,0 days 00:00:38.842000,0 days 00:00:29.869000,0 days 00:00:29.270000,0 days 02:40:46.161000,0 days 02:41:16.030000,0 days 02:41:45.300000,276.0,287.0,292.0,291.0,False,HARD,11.0,False,4,0 days 02:40:07.319000,AlphaTauri,TSU,67,False,2021-12-05 19:12:14.537,8.0,14.0,0.0,9705.300000000001,97.98100000000001,NA,NA,38.842000000000006,29.869000000000003,29.270000000000003,9607.319000000001,97.98100000000002,NA,NA,NA,3399.3810000000003
82,0 days 02:41:33.235000,33,0 days 00:01:38.172000,33,NA,NA,0 days 00:00:40.410000,0 days 00:00:29.141000,0 days 00:00:28.621000,0 days 02:40:35.473000,0 days 02:41:04.614000,0 days 02:41:33.235000,283.0,292.0,294.0,297.0,False,MEDIUM,18.0,True,3,0 days 02:39:55.063000,Red Bull Racing,VER,67,False,2021-12-05 19:12:02.281,3.0,2.0,18.0,9693.235,98.17200000000001,NA,NA,40.410000000000004,29.141000000000002,28.621000000000002,9595.063,98.172,NA,NA,NA,3183.4680000000003
32,0 days 02:41:34.506000,44,0 days 00:01:37.237000,33,NA,NA,0 days 00:00:39.845000,0 days 00:00:28.982000,0 days 00:00:28.410000,0 days 02:40:37.114000,0 days 02:41:06.096000,0 days 02:41:34.506000,292.0,307.0,299.0,311.0,False,HARD,23.0,False,4,0 days 02:39:57.269000,Mercedes,HAM,67,False,2021-12-05 19:12:04.487,1.0,1.0,26.0,9694.506000000001,97.23700000000001,NA,NA,39.845000000000006,28.982000000000003,28.41,9597.269,97.23700000000001,NA,NA,NA,3194.1220000000003
132,0 days 02:41:56.766000,77,0 days 00:01:33.124000,33,NA,NA,0 days 00:00:35.146000,0 days 00:00:29.163000,0 days 00:00:28.815000,0 days 02:40:58.788000,0 days 02:41:27.951000,0 days 02:41:56.766000,291.0,307.0,292.0,307.0,False,MEDIUM,18.0,False,4,0 days 02:40:23.642000,Mercedes,BOT,7,False,2021-12-05 19:12:30.860,2.0,3.0,15.0,9716.766000000001,93.12400000000001,NA,NA,35.146,29.163,28.815,9623.642,93.124,NA,NA,NA,3206.829
182,0 days 02:41:52.823000,31,0 days 00:01:34.864000,33,NA,NA,0 days 00:00:35.917000,0 days 00:00:29.643000,0 days 00:00:29.304000,0 days 02:40:53.876000,0 days 02:41:23.519000,0 days 02:41:52.823000,284.0,295.0,286.0,298.0,False,HARD,20.0,False,3,0 days 02:40:17.959000,Alpine,OCO,7,False,2021-12-05 19:12:25.177,9.0,4.0,12.0,9712.823,94.864,NA,NA,35.917,29.643,29.304000000000002,9617.959,94.864,NA,NA,NA,3260.242
232,0 days 02:41:54.998000,3,0 days 00:01:33.471000,33,NA,NA,0 days 00:00:34.793000,0 days 00:00:29.506000,0 days 00:00:29.172000,0 days 02:40:56.320000,0 days 02:41:25.826000,0 days 02:41:54.998000,286.0,310.0,298.0,302.0,False,MEDIUM,20.0,False,3,0 days 02:40:21.527000,McLaren,RIC,7,False,2021-12-05 19:12:28.745,11.0,5.0,10.0,9714.998000000001,93.471,NA,NA,34.793,29.506,29.172,9621.527,93.471,NA,NA,NA,3419.0950000000003
282,0 days 02:42:04.463000,10,0 days 00:01:34.340000,33,NA,NA,0 days 00:00:35.054000,0 days 00:00:29.994000,0 days 00:00:29.292000,0 days 02:41:05.177000,0 days 02:41:35.171000,0 days 02:42:04.463000,276.0,287.0,291.0,287.0,False,HARD,20.0,False,3,0 days 02:40:30.123000,AlphaTauri,GAS,1,True,2021-12-05 19:12:37.341,6.0,6.0,8.0,9724.463,94.34,NA,NA,35.054,29.994000000000003,29.292,9630.123000000001,94.34,NA,NA,NA,3422.5440000000003
432,0 days 02:42:10.383000,99,0 days 00:01:33.769000,33,NA,NA,0 days 00:00:34.784000,0 days 00:00:29.801000,0 days 00:00:29.184000,0 days 02:41:11.398000,0 days 02:41:41.199000,0 days 02:42:10.383000,283.0,301.0,291.0,304.0,False,HARD,20.0,False,3,0 days 02:40:36.614000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:12:43.832,10.0,9.0,2.0,9730.383,93.769,NA,NA,34.784,29.801000000000002,29.184,9636.614000000001,93.769,NA,NA,NA,3426.481
382,0 days 02:42:13.261000,55,0 days 00:01:32.814000,33,NA,NA,0 days 00:00:34.406000,0 days 00:00:29.433000,0 days 00:00:28.975000,0 days 02:41:14.853000,0 days 02:41:44.286000,0 days 02:42:13.261000,287.0,306.0,296.0,308.0,False,MEDIUM,23.0,False,3,0 days 02:40:40.447000,Ferrari,SAI,1,True,2021-12-05 19:12:47.665,15.0,8.0,4.0,9733.261,92.81400000000001,NA,NA,34.406,29.433000000000003,28.975,9640.447,92.814,NA,NA,NA,3427.397
332,0 days 02:42:14.999000,16,0 days 00:01:32.704000,33,NA,NA,0 days 00:00:34.242000,0 days 00:00:29.437000,0 days 00:00:29.025000,0 days 02:41:16.537000,0 days 02:41:45.974000,0 days 02:42:14.999000,290.0,302.0,298.0,306.0,False,HARD,23.0,False,4,0 days 02:40:42.295000,Ferrari,LEC,1,True,2021-12-05 19:12:49.513,4.0,7.0,6.0,9734.999,92.70400000000001,NA,NA,34.242000000000004,29.437,29.025000000000002,9642.295,92.70400000000001,NA,NA,NA,3437.2470000000003
482,0 days 02:42:24.777000,4,0 days 00:01:32.933000,33,NA,NA,0 days 00:00:34.181000,0 days 00:00:29.508000,0 days 00:00:29.244000,0 days 02:41:26.025000,0 days 02:41:55.533000,0 days 02:42:24.777000,281.0,299.0,299.0,298.0,False,HARD,23.0,False,4,0 days 02:40:51.844000,McLaren,NOR,1,True,2021-12-05 19:12:59.062,7.0,10.0,1.0,9744.777,92.933,NA,NA,34.181000000000004,29.508000000000003,29.244000000000003,9651.844000000001,92.933,NA,NA,NA,3439.1690000000003
779,0 days 02:42:35.887000,5,0 days 00:01:34.903000,33,NA,NA,0 days 00:00:35,0 days 00:00:30.264000,0 days 00:00:29.639000,0 days 02:41:35.984000,0 days 02:42:06.248000,0 days 02:42:35.887000,278.0,288.0,293.0,292.0,False,MEDIUM,18.0,False,3,0 days 02:41:00.984000,Aston Martin,VET,1,True,2021-12-05 19:13:08.202,17.0,16.0,0.0,9755.887,94.903,NA,NA,35.0,30.264000000000003,29.639000000000003,9660.984,94.90300000000002,NA,NA,NA,3446.405
532,0 days 02:42:23.590000,18,0 days 00:01:34.041000,33,NA,NA,0 days 00:00:34.529000,0 days 00:00:30.055000,0 days 00:00:29.457000,0 days 02:41:24.078000,0 days 02:41:54.133000,0 days 02:42:23.590000,274.0,283.0,290.0,285.0,False,MEDIUM,18.0,False,4,0 days 02:40:49.549000,Aston Martin,STR,1,True,2021-12-05 19:12:56.767,18.0,11.0,0.0,9743.59,94.04100000000001,NA,NA,34.529,30.055000000000003,29.457,9649.549,94.041,NA,NA,NA,3449.293
632,0 days 02:42:36.163000,14,0 days 00:01:33.813000,33,NA,NA,0 days 00:00:34.612000,0 days 00:00:29.638000,0 days 00:00:29.563000,0 days 02:41:36.962000,0 days 02:42:06.600000,0 days 02:42:36.163000,285.0,312.0,311.0,322.0,False,HARD,23.0,False,4,0 days 02:41:02.350000,Alpine,ALO,1,True,2021-12-05 19:13:09.568,13.0,13.0,0.0,9756.163,93.813,NA,NA,34.612,29.638,29.563000000000002,9662.35,93.813,NA,NA,NA,3449.3410000000003
582,0 days 02:42:30.315000,6,0 days 00:01:34.183000,33,NA,NA,0 days 00:00:34.755000,0 days 00:00:29.961000,0 days 00:00:29.467000,0 days 02:41:30.887000,0 days 02:42:00.848000,0 days 02:42:30.315000,276.0,288.0,294.0,292.0,False,HARD,21.0,False,4,0 days 02:40:56.132000,Williams,LAT,1,True,2021-12-05 19:13:03.350,16.0,12.0,0.0,9750.315,94.183,NA,NA,34.755,29.961000000000002,29.467000000000002,9656.132000000001,94.183,NA,NA,NA,3452.32
730,0 days 02:43:11.353000,7,0 days 00:01:33.988000,33,NA,NA,0 days 00:00:34.617000,0 days 00:00:29.984000,0 days 00:00:29.387000,0 days 02:42:11.982000,0 days 02:42:41.966000,0 days 02:43:11.353000,283.0,296.0,290.0,298.0,False,MEDIUM,12.0,False,4,0 days 02:41:37.365000,Alfa Romeo Racing,RAI,1,True,2021-12-05 19:13:44.583,12.0,15.0,0.0,9791.353000000001,93.988,NA,NA,34.617000000000004,29.984,29.387,9697.365,93.988,NA,NA,NA,3483.4610000000002
681,0 days 02:43:18.508000,22,0 days 00:01:33.208000,33,NA,NA,0 days 00:00:34.291000,0 days 00:00:29.719000,0 days 00:00:29.198000,0 days 02:42:19.591000,0 days 02:42:49.310000,0 days 02:43:18.508000,280.0,288.0,292.0,293.0,False,HARD,12.0,False,4,0 days 02:41:45.300000,AlphaTauri,TSU,1,True,2021-12-05 19:13:52.518,8.0,14.0,0.0,9798.508,93.20800000000001,NA,NA,34.291000000000004,29.719,29.198,9705.300000000001,93.208,NA,NA,NA,3492.5890000000004
83,0 days 02:43:04.726000,33,0 days 00:01:31.491000,34,NA,NA,0 days 00:00:33.751000,0 days 00:00:29.162000,0 days 00:00:28.578000,0 days 02:42:06.986000,0 days 02:42:36.148000,0 days 02:43:04.726000,288.0,293.0,295.0,298.0,False,MEDIUM,19.0,True,3,0 days 02:41:33.235000,Red Bull Racing,VER,1,True,2021-12-05 19:13:40.453,3.0,2.0,18.0,9784.726,91.491,NA,NA,33.751000000000005,29.162000000000003,28.578000000000003,9693.235,91.49100000000001,NA,NA,NA,3274.9590000000003
33,0 days 02:43:05.917000,44,0 days 00:01:31.411000,34,NA,NA,0 days 00:00:33.943000,0 days 00:00:28.970000,0 days 00:00:28.498000,0 days 02:42:08.449000,0 days 02:42:37.419000,0 days 02:43:05.917000,287.0,302.0,304.0,303.0,False,HARD,24.0,False,4,0 days 02:41:34.506000,Mercedes,HAM,1,True,2021-12-05 19:13:41.724,1.0,1.0,26.0,9785.917000000001,91.411,NA,NA,33.943000000000005,28.970000000000002,28.498,9694.506000000001,91.41100000000002,NA,NA,NA,3285.5330000000004
133,0 days 02:43:29.368000,77,0 days 00:01:32.602000,34,NA,NA,0 days 00:00:34.350000,0 days 00:00:29.309000,0 days 00:00:28.943000,0 days 02:42:31.116000,0 days 02:43:00.425000,0 days 02:43:29.368000,286.0,305.0,309.0,307.0,False,MEDIUM,19.0,False,4,0 days 02:41:56.766000,Mercedes,BOT,1,True,2021-12-05 19:14:03.984,2.0,3.0,15.0,9809.368,92.602,NA,NA,34.35,29.309,28.943,9716.766000000001,92.602,NA,NA,NA,3299.4310000000005
183,0 days 02:43:26.482000,31,0 days 00:01:33.659000,34,NA,NA,0 days 00:00:34.608000,0 days 00:00:29.825000,0 days 00:00:29.226000,0 days 02:42:27.431000,0 days 02:42:57.256000,0 days 02:43:26.482000,280.0,292.0,293.0,295.0,False,HARD,21.0,False,3,0 days 02:41:52.823000,Alpine,OCO,1,True,2021-12-05 19:14:00.041,9.0,4.0,12.0,9806.482,93.659,NA,NA,34.608000000000004,29.825000000000003,29.226000000000003,9712.823,93.659,NA,NA,NA,3353.9010000000003
233,0 days 02:43:28.441000,3,0 days 00:01:33.443000,34,NA,NA,0 days 00:00:34.665000,0 days 00:00:29.661000,0 days 00:00:29.117000,0 days 02:42:29.663000,0 days 02:42:59.324000,0 days 02:43:28.441000,283.0,304.0,301.0,301.0,False,MEDIUM,21.0,False,3,0 days 02:41:54.998000,McLaren,RIC,1,True,2021-12-05 19:14:02.216,11.0,5.0,10.0,9808.441,93.44300000000001,NA,NA,34.665,29.661,29.117,9714.998000000001,93.443,NA,NA,NA,3512.5380000000005
283,0 days 02:43:37.951000,10,0 days 00:01:33.488000,34,NA,NA,0 days 00:00:34.490000,0 days 00:00:29.846000,0 days 00:00:29.152000,0 days 02:42:38.953000,0 days 02:43:08.799000,0 days 02:43:37.951000,279.0,287.0,292.0,289.0,False,HARD,21.0,False,3,0 days 02:42:04.463000,AlphaTauri,GAS,1,True,2021-12-05 19:14:11.681,6.0,6.0,8.0,9817.951000000001,93.488,NA,NA,34.49,29.846,29.152,9724.463,93.488,NA,NA,NA,3516.032
383,0 days 02:43:45.553000,55,0 days 00:01:32.292000,34,NA,NA,0 days 00:00:33.935000,0 days 00:00:29.361000,0 days 00:00:28.996000,0 days 02:42:47.196000,0 days 02:43:16.557000,0 days 02:43:45.553000,288.0,304.0,298.0,308.0,False,MEDIUM,24.0,False,3,0 days 02:42:13.261000,Ferrari,SAI,1,True,2021-12-05 19:14:20.479,15.0,8.0,4.0,9825.553,92.292,NA,NA,33.935,29.361,28.996000000000002,9733.261,92.292,NA,NA,NA,3519.6890000000003
433,0 days 02:43:43.740000,99,0 days 00:01:33.357000,34,NA,NA,0 days 00:00:34.367000,0 days 00:00:29.769000,0 days 00:00:29.221000,0 days 02:42:44.750000,0 days 02:43:14.519000,0 days 02:43:43.740000,NA,296.0,292.0,299.0,False,HARD,21.0,False,3,0 days 02:42:10.383000,Alfa Romeo Racing,GIO,1,True,2021-12-05 19:14:17.601,10.0,9.0,2.0,9823.74,93.357,NA,NA,34.367000000000004,29.769000000000002,29.221,9730.383,93.35700000000001,NA,NA,NA,3519.838
333,0 days 02:43:47.256000,16,0 days 00:01:32.257000,34,NA,NA,0 days 00:00:34.040000,0 days 00:00:29.402000,0 days 00:00:28.815000,0 days 02:42:49.039000,0 days 02:43:18.441000,0 days 02:43:47.256000,291.0,305.0,299.0,310.0,False,HARD,24.0,False,4,0 days 02:42:14.999000,Ferrari,LEC,1,True,2021-12-05 19:14:22.217,4.0,7.0,6.0,9827.256000000001,92.257,NA,NA,34.04,29.402,28.815,9734.999,92.257,NA,NA,NA,3529.5040000000004
483,0 days 02:43:57.605000,4,0 days 00:01:32.828000,34,NA,NA,0 days 00:00:34.464000,0 days 00:00:29.483000,0 days 00:00:28.881000,0 days 02:42:59.241000,0 days 02:43:28.724000,0 days 02:43:57.605000,282.0,301.0,313.0,314.0,False,HARD,24.0,False,4,0 days 02:42:24.777000,McLaren,NOR,1,True,2021-12-05 19:14:31.995,7.0,10.0,1.0,9837.605000000001,92.828,NA,NA,34.464,29.483,28.881,9744.777,92.828,NA,NA,NA,3531.9970000000003
780,0 days 02:44:11.565000,5,0 days 00:01:35.678000,34,NA,NA,0 days 00:00:36.048000,0 days 00:00:30.202000,0 days 00:00:29.428000,0 days 02:43:11.935000,0 days 02:43:42.137000,0 days 02:44:11.565000,281.0,302.0,296.0,299.0,False,MEDIUM,19.0,False,3,0 days 02:42:35.887000,Aston Martin,VET,1,True,2021-12-05 19:14:43.105,17.0,16.0,0.0,9851.565,95.67800000000001,NA,NA,36.048,30.202,29.428,9755.887,95.678,NA,NA,NA,3542.083
533,0 days 02:43:57.159000,18,0 days 00:01:33.569000,34,NA,NA,0 days 00:00:34.383000,0 days 00:00:29.863000,0 days 00:00:29.323000,0 days 02:42:57.973000,0 days 02:43:27.836000,0 days 02:43:57.159000,277.0,288.0,291.0,291.0,False,MEDIUM,19.0,False,4,0 days 02:42:23.590000,Aston Martin,STR,1,True,2021-12-05 19:14:30.808,18.0,11.0,0.0,9837.159000000001,93.569,NA,NA,34.383,29.863000000000003,29.323,9743.59,93.56900000000002,NA,NA,NA,3542.862
633,0 days 02:44:10.117000,14,0 days 00:01:33.954000,34,NA,NA,0 days 00:00:34.547000,0 days 00:00:29.969000,0 days 00:00:29.438000,0 days 02:43:10.710000,0 days 02:43:40.679000,0 days 02:44:10.117000,282.0,292.0,293.0,293.0,False,HARD,24.0,False,4,0 days 02:42:36.163000,Alpine,ALO,1,True,2021-12-05 19:14:43.381,13.0,13.0,0.0,9850.117,93.95400000000001,NA,NA,34.547000000000004,29.969,29.438000000000002,9756.163,93.95400000000001,NA,NA,NA,3543.295
583,0 days 02:44:03.912000,6,0 days 00:01:33.597000,34,NA,NA,0 days 00:00:34.462000,0 days 00:00:29.814000,0 days 00:00:29.321000,0 days 02:43:04.777000,0 days 02:43:34.591000,0 days 02:44:03.912000,NA,289.0,294.0,293.0,False,HARD,22.0,False,4,0 days 02:42:30.315000,Williams,LAT,1,True,2021-12-05 19:14:37.533,16.0,12.0,0.0,9843.912,93.59700000000001,NA,NA,34.462,29.814000000000004,29.321,9750.315,93.59700000000001,NA,NA,NA,3545.9170000000004
