,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,StartPosition,EndPosition,Points,TimeSeconds,LapTimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,LapStartTimeSeconds,TotalTime,PitTime,TotalTimeWithPit,0,TotalTimeWoopWoop
327,0 days 02:32:29.364000,16,0 days 00:01:34.874000,28,NA,NA,0 days 00:00:36.244000,0 days 00:00:29.490000,0 days 00:00:29.140000,0 days 02:31:30.734000,0 days 02:32:00.224000,0 days 02:32:29.364000,NA,304.0,296.0,306.0,False,HARD,18.0,False,4,0 days 02:30:54.490000,Ferrari,LEC,7,False,2021-12-05 19:03:01.708,4.0,7.0,6.0,9149.364000000001,94.87400000000001,NA,NA,36.244,29.490000000000002,29.14,9054.49,94.87400000000001,NA,NA,NA,2851.612
477,0 days 02:32:39.858000,4,0 days 00:01:32.998000,28,NA,NA,0 days 00:00:34.130000,0 days 00:00:29.531000,0 days 00:00:29.337000,0 days 02:31:40.990000,0 days 02:32:10.521000,0 days 02:32:39.858000,284.0,300.0,297.0,295.0,False,HARD,18.0,False,4,0 days 02:31:06.860000,McLaren,NOR,1,True,2021-12-05 19:03:14.078,7.0,10.0,1.0,9159.858,92.998,NA,NA,34.13,29.531000000000002,29.337000000000003,9066.86,92.998,NA,NA,NA,2854.25
774,0 days 02:32:50.295000,5,0 days 00:01:35.397000,28,NA,NA,0 days 00:00:35.555000,0 days 00:00:30.226000,0 days 00:00:29.616000,0 days 02:31:50.453000,0 days 02:32:20.679000,0 days 02:32:50.295000,280.0,294.0,292.0,293.0,False,MEDIUM,13.0,False,3,0 days 02:31:14.898000,Aston Martin,VET,1,True,2021-12-05 19:03:22.116,17.0,16.0,0.0,9170.295,95.397,NA,NA,35.555,30.226000000000003,29.616000000000003,9074.898000000001,95.397,NA,NA,NA,2860.813
527,0 days 02:32:36.202000,18,0 days 00:01:35.382000,28,NA,NA,0 days 00:00:35.614000,0 days 00:00:30.270000,0 days 00:00:29.498000,0 days 02:31:36.434000,0 days 02:32:06.704000,0 days 02:32:36.202000,279.0,289.0,291.0,290.0,False,MEDIUM,13.0,False,4,0 days 02:31:00.820000,Aston Martin,STR,1,True,2021-12-05 19:03:08.038,18.0,11.0,0.0,9156.202000000001,95.382,NA,NA,35.614000000000004,30.270000000000003,29.498,9060.82,95.38200000000002,NA,NA,NA,2861.905
627,0 days 02:32:52.631000,14,0 days 00:01:34.184000,28,NA,NA,0 days 00:00:34.890000,0 days 00:00:29.861000,0 days 00:00:29.433000,0 days 02:31:53.337000,0 days 02:32:23.198000,0 days 02:32:52.631000,287.0,301.0,286.0,307.0,False,HARD,18.0,False,4,0 days 02:31:18.447000,Alpine,ALO,1,True,2021-12-05 19:03:25.665,13.0,13.0,0.0,9172.631000000001,94.18400000000001,NA,NA,34.89,29.861,29.433000000000003,9078.447,94.18400000000001,NA,NA,NA,2865.809
577,0 days 02:32:45.011000,6,0 days 00:01:34.667000,28,NA,NA,0 days 00:00:35.010000,0 days 00:00:30.070000,0 days 00:00:29.587000,0 days 02:31:45.354000,0 days 02:32:15.424000,0 days 02:32:45.011000,280.0,291.0,293.0,294.0,False,HARD,16.0,False,4,0 days 02:31:10.344000,Williams,LAT,1,True,2021-12-05 19:03:17.562,16.0,12.0,0.0,9165.011,94.667,NA,NA,35.010000000000005,30.07,29.587000000000003,9070.344000000001,94.66700000000002,NA,NA,NA,2867.016
725,0 days 02:33:32.871000,7,0 days 00:01:45.064000,28,NA,NA,0 days 00:00:35.149000,0 days 00:00:30.182000,0 days 00:00:39.733000,0 days 02:32:22.956000,0 days 02:32:53.138000,0 days 02:33:32.871000,279.0,293.0,229.0,119.0,False,MEDIUM,7.0,False,4,0 days 02:31:47.807000,Alfa Romeo Racing,RAI,6,False,2021-12-05 19:03:55.025,12.0,15.0,0.0,9212.871000000001,105.06400000000001,NA,NA,35.149,30.182000000000002,39.733000000000004,9107.807,105.06400000000001,NA,NA,NA,2904.9790000000003
676,0 days 02:33:46.935000,22,0 days 00:01:47.750000,28,NA,NA,0 days 00:00:34.620000,0 days 00:00:29.863000,0 days 00:00:43.267000,0 days 02:32:33.805000,0 days 02:33:03.668000,0 days 02:33:46.935000,280.0,286.0,211.0,130.0,False,HARD,7.0,False,4,0 days 02:31:59.185000,AlphaTauri,TSU,6,False,2021-12-05 19:04:06.403,8.0,14.0,0.0,9226.935000000001,107.75,NA,NA,34.620000000000005,29.863000000000003,43.267,9119.185000000001,107.75,NA,NA,NA,2921.016
78,0 days 02:33:34.140000,33,0 days 00:01:41.727000,29,NA,NA,0 days 00:00:33.946000,0 days 00:00:29.149000,0 days 00:00:38.632000,0 days 02:32:26.359000,0 days 02:32:55.508000,0 days 02:33:34.140000,290.0,297.0,261.0,193.0,False,MEDIUM,14.0,True,3,0 days 02:31:52.413000,Red Bull Racing,VER,6,False,2021-12-05 19:03:59.631,3.0,2.0,18.0,9214.140000000001,101.727,NA,NA,33.946000000000005,29.149,38.632000000000005,9112.413,101.727,NA,NA,NA,2704.373
28,0 days 02:33:36.518000,44,0 days 00:01:43.184000,29,NA,NA,0 days 00:00:34.557000,0 days 00:00:29.168000,0 days 00:00:39.459000,0 days 02:32:27.891000,0 days 02:32:57.059000,0 days 02:33:36.518000,284.0,302.0,192.0,245.0,False,HARD,19.0,False,4,0 days 02:31:53.334000,Mercedes,HAM,6,False,2021-12-05 19:04:00.552,1.0,1.0,26.0,9216.518,103.18400000000001,NA,NA,34.557,29.168000000000003,39.459,9113.334,103.18400000000001,NA,NA,NA,2716.134
128,0 days 02:34:03.805000,77,0 days 00:01:53.111000,29,NA,NA,0 days 00:00:34.617000,0 days 00:00:36.766000,0 days 00:00:41.728000,0 days 02:32:45.311000,0 days 02:33:22.077000,0 days 02:34:03.805000,287.0,188.0,204.0,199.0,False,MEDIUM,14.0,False,4,0 days 02:32:10.694000,Mercedes,BOT,6,False,2021-12-05 19:04:17.912,2.0,3.0,15.0,9243.805,113.111,NA,NA,34.617000000000004,36.766000000000005,41.728,9130.694000000001,113.11100000000002,NA,NA,NA,2733.8680000000004
178,0 days 02:33:57.254000,31,0 days 00:01:51.215000,29,NA,NA,0 days 00:00:34.276000,0 days 00:00:36.017000,0 days 00:00:40.922000,0 days 02:32:40.315000,0 days 02:33:16.332000,0 days 02:33:57.254000,281.0,237.0,201.0,166.0,False,HARD,16.0,False,3,0 days 02:32:06.039000,Alpine,OCO,6,False,2021-12-05 19:04:13.257,9.0,4.0,12.0,9237.254,111.215,NA,NA,34.276,36.017,40.922000000000004,9126.039,111.215,NA,NA,NA,2784.6730000000002
228,0 days 02:34:00.356000,3,0 days 00:01:52.454000,29,NA,NA,0 days 00:00:34.954000,0 days 00:00:37.381000,0 days 00:00:40.119000,0 days 02:32:42.856000,0 days 02:33:20.237000,0 days 02:34:00.356000,283.0,141.0,228.0,152.0,False,MEDIUM,16.0,False,3,0 days 02:32:07.902000,McLaren,RIC,6,False,2021-12-05 19:04:15.120,11.0,5.0,10.0,9240.356,112.45400000000001,NA,NA,34.954,37.381,40.119,9127.902,112.45400000000001,NA,NA,NA,2944.4530000000004
278,0 days 02:34:10.484000,10,0 days 00:01:54.524000,29,NA,NA,0 days 00:00:34.688000,0 days 00:00:38.190000,0 days 00:00:41.646000,0 days 02:32:50.648000,0 days 02:33:28.838000,0 days 02:34:10.484000,279.0,149.0,213.0,236.0,False,HARD,16.0,False,3,0 days 02:32:15.960000,AlphaTauri,GAS,6,False,2021-12-05 19:04:23.178,6.0,6.0,8.0,9250.484,114.524,NA,NA,34.688,38.190000000000005,41.646,9135.960000000001,114.52400000000002,NA,NA,NA,2948.565
428,0 days 02:34:17.755000,99,0 days 00:01:56.632000,29,NA,NA,0 days 00:00:34.853000,0 days 00:00:40.283000,0 days 00:00:41.496000,0 days 02:32:55.976000,0 days 02:33:36.259000,0 days 02:34:17.755000,NA,202.0,226.0,178.0,False,HARD,16.0,False,3,0 days 02:32:21.123000,Alfa Romeo Racing,GIO,6,False,2021-12-05 19:04:28.341,10.0,9.0,2.0,9257.755000000001,116.632,NA,NA,34.853,40.283,41.496,9141.123000000001,116.632,NA,NA,NA,2953.853
378,0 days 02:34:25.064000,55,0 days 00:01:58.045000,29,NA,NA,0 days 00:00:34.153000,0 days 00:00:45.036000,0 days 00:00:38.856000,0 days 02:33:01.172000,0 days 02:33:46.208000,0 days 02:34:25.064000,NA,194.0,229.0,264.0,False,MEDIUM,19.0,False,3,0 days 02:32:27.019000,Ferrari,SAI,6,False,2021-12-05 19:04:34.237,15.0,8.0,4.0,9265.064,118.045,NA,NA,34.153,45.036,38.856,9147.019,118.04499999999999,NA,NA,NA,2959.2000000000003
328,0 days 02:34:28.805000,16,0 days 00:01:59.441000,29,NA,NA,0 days 00:00:34.179000,0 days 00:00:44.152000,0 days 00:00:41.110000,0 days 02:33:03.543000,0 days 02:33:47.695000,0 days 02:34:28.805000,NA,196.0,185.0,245.0,False,HARD,19.0,False,4,0 days 02:32:29.364000,Ferrari,LEC,6,False,2021-12-05 19:04:36.582,4.0,7.0,6.0,9268.805,119.441,NA,NA,34.179,44.152,41.11,9149.364000000001,119.441,NA,NA,NA,2971.0530000000003
478,0 days 02:34:41.980000,4,0 days 00:02:02.122000,29,NA,NA,0 days 00:00:40.139000,0 days 00:00:40.685000,0 days 00:00:41.298000,0 days 02:33:19.997000,0 days 02:34:00.682000,0 days 02:34:41.980000,161.0,235.0,268.0,233.0,False,HARD,19.0,False,4,0 days 02:32:39.858000,McLaren,NOR,6,False,2021-12-05 19:04:47.076,7.0,10.0,1.0,9281.980000000001,122.12200000000001,NA,NA,40.139,40.685,41.298,9159.858,122.12200000000001,NA,NA,NA,2976.3720000000003
528,0 days 02:34:39.744000,18,0 days 00:02:03.542000,29,NA,NA,0 days 00:00:39.262000,0 days 00:00:41.342000,0 days 00:00:42.938000,0 days 02:33:15.464000,0 days 02:33:56.806000,0 days 02:34:39.744000,230.0,219.0,235.0,137.0,False,MEDIUM,14.0,False,4,0 days 02:32:36.202000,Aston Martin,STR,6,False,2021-12-05 19:04:43.420,18.0,11.0,0.0,9279.744,123.542,NA,NA,39.262,41.342000000000006,42.938,9156.202000000001,123.54200000000002,NA,NA,NA,2985.447
775,0 days 02:34:56.068000,5,0 days 00:02:05.773000,29,NA,NA,0 days 00:00:43.627000,0 days 00:00:40.333000,0 days 00:00:41.813000,0 days 02:33:33.922000,0 days 02:34:14.255000,0 days 02:34:56.068000,242.0,145.0,200.0,207.0,False,MEDIUM,14.0,False,3,0 days 02:32:50.295000,Aston Martin,VET,6,False,2021-12-05 19:04:57.513,17.0,16.0,0.0,9296.068000000001,125.77300000000001,NA,NA,43.627,40.333000000000006,41.813,9170.295,125.77300000000001,NA,NA,NA,2986.5860000000002
578,0 days 02:34:48.348000,6,0 days 00:02:03.337000,29,NA,NA,0 days 00:00:39.782000,0 days 00:00:41.900000,0 days 00:00:41.655000,0 days 02:33:24.793000,0 days 02:34:06.693000,0 days 02:34:48.348000,202.0,206.0,200.0,239.0,False,HARD,17.0,False,4,0 days 02:32:45.011000,Williams,LAT,6,False,2021-12-05 19:04:52.229,16.0,12.0,0.0,9288.348,123.337,NA,NA,39.782000000000004,41.900000000000006,41.655,9165.011,123.33700000000002,NA,NA,NA,2990.353
628,0 days 02:34:59.068000,14,0 days 00:02:06.437000,29,NA,NA,0 days 00:00:45.580000,0 days 00:00:38.250000,0 days 00:00:42.607000,0 days 02:33:38.211000,0 days 02:34:16.461000,0 days 02:34:59.068000,242.0,181.0,225.0,154.0,False,HARD,19.0,False,4,0 days 02:32:52.631000,Alpine,ALO,6,False,2021-12-05 19:04:59.849,13.0,13.0,0.0,9299.068000000001,126.43700000000001,NA,NA,45.580000000000005,38.25,42.607,9172.631000000001,126.43700000000001,NA,NA,NA,2992.246
726,0 days 02:35:39.761000,7,0 days 00:02:06.890000,29,NA,NA,0 days 00:00:44.698000,0 days 00:00:40.519000,0 days 00:00:41.673000,0 days 02:34:17.569000,0 days 02:34:58.088000,0 days 02:35:39.761000,244.0,180.0,223.0,204.0,False,MEDIUM,8.0,False,4,0 days 02:33:32.871000,Alfa Romeo Racing,RAI,6,False,2021-12-05 19:05:40.089,12.0,15.0,0.0,9339.761,126.89000000000001,NA,NA,44.698,40.519000000000005,41.673,9212.871000000001,126.89000000000001,NA,NA,NA,3031.869
677,0 days 02:35:53.431000,22,0 days 00:02:06.496000,29,NA,NA,0 days 00:00:43.535000,0 days 00:00:41.412000,0 days 00:00:41.549000,0 days 02:34:30.470000,0 days 02:35:11.882000,0 days 02:35:53.431000,268.0,166.0,261.0,195.0,False,HARD,8.0,False,4,0 days 02:33:46.935000,AlphaTauri,TSU,6,False,2021-12-05 19:05:54.153,8.0,14.0,0.0,9353.431,126.49600000000001,NA,NA,43.535000000000004,41.412,41.549,9226.935000000001,126.49600000000001,NA,NA,NA,3047.512
79,0 days 02:35:41.826000,33,0 days 00:02:07.686000,30,NA,NA,0 days 00:00:45.551000,0 days 00:00:40.992000,0 days 00:00:41.143000,0 days 02:34:19.691000,0 days 02:35:00.683000,0 days 02:35:41.826000,252.0,185.0,183.0,211.0,False,MEDIUM,15.0,True,3,0 days 02:33:34.140000,Red Bull Racing,VER,6,False,2021-12-05 19:05:41.358,3.0,2.0,18.0,9341.826000000001,127.686,NA,NA,45.551,40.992000000000004,41.143,9214.140000000001,127.686,NA,NA,NA,2832.059
29,0 days 02:35:43.546000,44,0 days 00:02:07.028000,30,NA,NA,0 days 00:00:43.806000,0 days 00:00:42.143000,0 days 00:00:41.079000,0 days 02:34:20.324000,0 days 02:35:02.467000,0 days 02:35:43.546000,248.0,182.0,248.0,178.0,False,HARD,20.0,False,4,0 days 02:33:36.518000,Mercedes,HAM,6,False,2021-12-05 19:05:43.736,1.0,1.0,26.0,9343.546,127.028,NA,NA,43.806000000000004,42.143,41.079,9216.518,127.02800000000002,NA,NA,NA,2843.1620000000003
129,0 days 02:36:10.402000,77,0 days 00:02:06.597000,30,NA,NA,0 days 00:00:45.429000,0 days 00:00:40.088000,0 days 00:00:41.080000,0 days 02:34:49.234000,0 days 02:35:29.322000,0 days 02:36:10.402000,239.0,189.0,207.0,162.0,False,MEDIUM,15.0,False,4,0 days 02:34:03.805000,Mercedes,BOT,6,False,2021-12-05 19:06:11.023,2.0,3.0,15.0,9370.402,126.59700000000001,NA,NA,45.429,40.088,41.080000000000005,9243.805,126.59700000000001,NA,NA,NA,2860.465
179,0 days 02:36:04.653000,31,0 days 00:02:07.399000,30,NA,NA,0 days 00:00:43.660000,0 days 00:00:41.947000,0 days 00:00:41.792000,0 days 02:34:40.914000,0 days 02:35:22.861000,0 days 02:36:04.653000,247.0,160.0,189.0,194.0,False,HARD,17.0,False,3,0 days 02:33:57.254000,Alpine,OCO,6,False,2021-12-05 19:06:04.472,9.0,4.0,12.0,9364.653,127.399,NA,NA,43.660000000000004,41.947,41.792,9237.254,127.399,NA,NA,NA,2912.072
229,0 days 02:36:07.607000,3,0 days 00:02:07.251000,30,NA,NA,0 days 00:00:44.392000,0 days 00:00:42.986000,0 days 00:00:39.873000,0 days 02:34:44.748000,0 days 02:35:27.734000,0 days 02:36:07.607000,273.0,185.0,277.0,233.0,False,MEDIUM,17.0,False,3,0 days 02:34:00.356000,McLaren,RIC,6,False,2021-12-05 19:06:07.574,11.0,5.0,10.0,9367.607,127.251,NA,NA,44.392,42.986000000000004,39.873000000000005,9240.356,127.25100000000002,NA,NA,NA,3071.704
279,0 days 02:36:17.648000,10,0 days 00:02:07.164000,30,NA,NA,0 days 00:00:43.405000,0 days 00:00:41.794000,0 days 00:00:41.965000,0 days 02:34:53.889000,0 days 02:35:35.683000,0 days 02:36:17.648000,273.0,191.0,212.0,225.0,False,HARD,17.0,False,3,0 days 02:34:10.484000,AlphaTauri,GAS,6,False,2021-12-05 19:06:17.702,6.0,6.0,8.0,9377.648000000001,127.164,NA,NA,43.405,41.794000000000004,41.965,9250.484,127.16400000000002,NA,NA,NA,3075.7290000000003
429,0 days 02:36:24.294000,99,0 days 00:02:06.539000,30,NA,NA,0 days 00:00:43.409000,0 days 00:00:42.102000,0 days 00:00:41.028000,0 days 02:35:01.164000,0 days 02:35:43.266000,0 days 02:36:24.294000,160.0,206.0,228.0,152.0,False,HARD,17.0,False,3,0 days 02:34:17.755000,Alfa Romeo Racing,GIO,6,False,2021-12-05 19:06:24.973,10.0,9.0,2.0,9384.294,126.539,NA,NA,43.409000000000006,42.102000000000004,41.028000000000006,9257.755000000001,126.53900000000002,NA,NA,NA,3080.3920000000003
379,0 days 02:36:33.800000,55,0 days 00:02:08.736000,30,NA,NA,0 days 00:00:46.448000,0 days 00:00:40.702000,0 days 00:00:41.586000,0 days 02:35:11.512000,0 days 02:35:52.214000,0 days 02:36:33.800000,234.0,179.0,206.0,249.0,False,MEDIUM,20.0,False,3,0 days 02:34:25.064000,Ferrari,SAI,6,False,2021-12-05 19:06:32.282,15.0,8.0,4.0,9393.800000000001,128.73600000000002,NA,NA,46.448,40.702000000000005,41.586000000000006,9265.064,128.73600000000002,NA,NA,NA,3087.936
329,0 days 02:36:36.602000,16,0 days 00:02:07.797000,30,NA,NA,0 days 00:00:44.295000,0 days 00:00:41.020000,0 days 00:00:42.482000,0 days 02:35:13.100000,0 days 02:35:54.120000,0 days 02:36:36.602000,211.0,193.0,202.0,160.0,False,HARD,20.0,False,4,0 days 02:34:28.805000,Ferrari,LEC,6,False,2021-12-05 19:06:36.023,4.0,7.0,6.0,9396.602,127.79700000000001,NA,NA,44.295,41.02,42.482,9268.805,127.797,NA,NA,NA,3098.8500000000004
479,0 days 02:36:49.571000,4,0 days 00:02:07.591000,30,NA,NA,0 days 00:00:44.393000,0 days 00:00:41.486000,0 days 00:00:41.712000,0 days 02:35:26.373000,0 days 02:36:07.859000,0 days 02:36:49.571000,195.0,246.0,229.0,232.0,False,HARD,20.0,False,4,0 days 02:34:41.980000,McLaren,NOR,6,False,2021-12-05 19:06:49.198,7.0,10.0,1.0,9409.571,127.59100000000001,NA,NA,44.393,41.486000000000004,41.712,9281.980000000001,127.59100000000001,NA,NA,NA,3103.963
529,0 days 02:36:44.728000,18,0 days 00:02:04.984000,30,NA,NA,0 days 00:00:43.825000,0 days 00:00:40.069000,0 days 00:00:41.090000,0 days 02:35:23.569000,0 days 02:36:03.638000,0 days 02:36:44.728000,244.0,224.0,272.0,106.0,False,MEDIUM,15.0,False,4,0 days 02:34:39.744000,Aston Martin,STR,6,False,2021-12-05 19:06:46.962,18.0,11.0,0.0,9404.728000000001,124.98400000000001,NA,NA,43.825,40.069,41.09,9279.744,124.98400000000001,NA,NA,NA,3110.431
776,0 days 02:37:02.583000,5,0 days 00:02:06.515000,30,NA,NA,0 days 00:00:43.948000,0 days 00:00:41.232000,0 days 00:00:41.335000,0 days 02:35:40.016000,0 days 02:36:21.248000,0 days 02:37:02.583000,166.0,198.0,207.0,227.0,False,MEDIUM,15.0,False,3,0 days 02:34:56.068000,Aston Martin,VET,6,False,2021-12-05 19:07:03.286,17.0,16.0,0.0,9422.583,126.51500000000001,NA,NA,43.948,41.232,41.335,9296.068000000001,126.51500000000001,NA,NA,NA,3113.101
579,0 days 02:36:54.623000,6,0 days 00:02:06.275000,30,NA,NA,0 days 00:00:44.376000,0 days 00:00:41.078000,0 days 00:00:40.821000,0 days 02:35:32.724000,0 days 02:36:13.802000,0 days 02:36:54.623000,259.0,178.0,239.0,252.0,False,HARD,18.0,False,4,0 days 02:34:48.348000,Williams,LAT,6,False,2021-12-05 19:06:55.566,16.0,12.0,0.0,9414.623000000001,126.275,NA,NA,44.376000000000005,41.078,40.821000000000005,9288.348,126.275,NA,NA,NA,3116.628
629,0 days 02:37:05.389000,14,0 days 00:02:06.321000,30,NA,NA,0 days 00:00:46.041000,0 days 00:00:38.687000,0 days 00:00:41.593000,0 days 02:35:45.109000,0 days 02:36:23.796000,0 days 02:37:05.389000,182.0,187.0,223.0,230.0,False,HARD,20.0,False,4,0 days 02:34:59.068000,Alpine,ALO,6,False,2021-12-05 19:07:06.286,13.0,13.0,0.0,9425.389000000001,126.32100000000001,NA,NA,46.041000000000004,38.687000000000005,41.593,9299.068000000001,126.32100000000001,NA,NA,NA,3118.567
727,0 days 02:37:46.985000,7,0 days 00:02:07.224000,30,NA,NA,0 days 00:00:44.218000,0 days 00:00:40.447000,0 days 00:00:42.559000,0 days 02:36:23.979000,0 days 02:37:04.426000,0 days 02:37:46.985000,230.0,157.0,223.0,139.0,False,MEDIUM,9.0,False,4,0 days 02:35:39.761000,Alfa Romeo Racing,RAI,6,False,2021-12-05 19:07:46.979,12.0,15.0,0.0,9466.985,127.224,NA,NA,44.218,40.447,42.559000000000005,9339.761,127.22400000000002,NA,NA,NA,3159.0930000000003
678,0 days 02:38:01.405000,22,0 days 00:02:07.974000,30,NA,NA,0 days 00:00:44.893000,0 days 00:00:40.346000,0 days 00:00:42.735000,0 days 02:36:38.324000,0 days 02:37:18.670000,0 days 02:38:01.405000,263.0,144.0,200.0,193.0,False,HARD,9.0,False,4,0 days 02:35:53.431000,AlphaTauri,TSU,6,False,2021-12-05 19:08:00.649,8.0,14.0,0.0,9481.405,127.974,NA,NA,44.893,40.346000000000004,42.735,9353.431,127.974,NA,NA,NA,3175.4860000000003
80,0 days 02:37:50.087000,33,0 days 00:02:08.261000,31,NA,NA,0 days 00:00:43.810000,0 days 00:00:41.530000,0 days 00:00:42.921000,0 days 02:36:25.636000,0 days 02:37:07.166000,0 days 02:37:50.087000,255.0,166.0,229.0,96.0,False,MEDIUM,16.0,True,3,0 days 02:35:41.826000,Red Bull Racing,VER,6,False,2021-12-05 19:07:49.044,3.0,2.0,18.0,9470.087000000001,128.261,NA,NA,43.81,41.53,42.921,9341.826000000001,128.261,NA,NA,NA,2960.32
30,0 days 02:37:50.948000,44,0 days 00:02:07.402000,31,NA,NA,0 days 00:00:43.496000,0 days 00:00:42.004000,0 days 00:00:41.902000,0 days 02:36:27.042000,0 days 02:37:09.046000,0 days 02:37:50.948000,170.0,167.0,242.0,151.0,False,HARD,21.0,False,4,0 days 02:35:43.546000,Mercedes,HAM,6,False,2021-12-05 19:07:50.764,1.0,1.0,26.0,9470.948,127.402,NA,NA,43.496,42.004000000000005,41.902,9343.546,127.402,NA,NA,NA,2970.5640000000003
130,0 days 02:38:17.335000,77,0 days 00:02:06.933000,31,NA,NA,0 days 00:00:44.579000,0 days 00:00:40.743000,0 days 00:00:41.611000,0 days 02:36:54.981000,0 days 02:37:35.724000,0 days 02:38:17.335000,247.0,209.0,247.0,168.0,False,MEDIUM,16.0,False,4,0 days 02:36:10.402000,Mercedes,BOT,6,False,2021-12-05 19:08:17.620,2.0,3.0,15.0,9497.335000000001,126.933,NA,NA,44.579,40.743,41.611000000000004,9370.402,126.933,NA,NA,NA,2987.398
180,0 days 02:38:11.750000,31,0 days 00:02:07.097000,31,NA,NA,0 days 00:00:42.876000,0 days 00:00:42.186000,0 days 00:00:42.035000,0 days 02:36:47.529000,0 days 02:37:29.715000,0 days 02:38:11.750000,204.0,184.0,179.0,200.0,False,HARD,18.0,False,3,0 days 02:36:04.653000,Alpine,OCO,6,False,2021-12-05 19:08:11.871,9.0,4.0,12.0,9491.75,127.09700000000001,NA,NA,42.876000000000005,42.186,42.035000000000004,9364.653,127.09700000000001,NA,NA,NA,3039.1690000000003
230,0 days 02:38:14.602000,3,0 days 00:02:06.995000,31,NA,NA,0 days 00:00:44.139000,0 days 00:00:41.142000,0 days 00:00:41.714000,0 days 02:36:51.746000,0 days 02:37:32.888000,0 days 02:38:14.602000,264.0,183.0,278.0,98.0,False,MEDIUM,18.0,False,3,0 days 02:36:07.607000,McLaren,RIC,6,False,2021-12-05 19:08:14.825,11.0,5.0,10.0,9494.602,126.995,NA,NA,44.139,41.142,41.714000000000006,9367.607,126.995,NA,NA,NA,3198.699
280,0 days 02:38:24.955000,10,0 days 00:02:07.307000,31,NA,NA,0 days 00:00:43.422000,0 days 00:00:42.449000,0 days 00:00:41.436000,0 days 02:37:01.070000,0 days 02:37:43.519000,0 days 02:38:24.955000,175.0,169.0,232.0,199.0,False,HARD,18.0,False,3,0 days 02:36:17.648000,AlphaTauri,GAS,6,False,2021-12-05 19:08:24.866,6.0,6.0,8.0,9504.955,127.307,NA,NA,43.422000000000004,42.449000000000005,41.436,9377.648000000001,127.30700000000002,NA,NA,NA,3203.036
430,0 days 02:38:31.493000,99,0 days 00:02:07.199000,31,NA,NA,0 days 00:00:43.772000,0 days 00:00:42.688000,0 days 00:00:40.739000,0 days 02:37:08.066000,0 days 02:37:50.754000,0 days 02:38:31.493000,168.0,221.0,232.0,116.0,False,HARD,18.0,False,3,0 days 02:36:24.294000,Alfa Romeo Racing,GIO,6,False,2021-12-05 19:08:31.512,10.0,9.0,2.0,9511.493,127.19900000000001,NA,NA,43.772000000000006,42.688,40.739000000000004,9384.294,127.19900000000001,NA,NA,NA,3207.5910000000003
380,0 days 02:38:41.969000,55,0 days 00:02:08.169000,31,NA,NA,0 days 00:00:42.918000,0 days 00:00:43.009000,0 days 00:00:42.242000,0 days 02:37:16.718000,0 days 02:37:59.727000,0 days 02:38:41.969000,232.0,151.0,246.0,101.0,False,MEDIUM,21.0,False,3,0 days 02:36:33.800000,Ferrari,SAI,6,False,2021-12-05 19:08:41.018,15.0,8.0,4.0,9521.969000000001,128.169,NA,NA,42.918,43.009,42.242000000000004,9393.800000000001,128.16899999999998,NA,NA,NA,3216.105
330,0 days 02:38:44.266000,16,0 days 00:02:07.664000,31,NA,NA,0 days 00:00:42.169000,0 days 00:00:43.110000,0 days 00:00:42.385000,0 days 02:37:18.771000,0 days 02:38:01.881000,0 days 02:38:44.266000,257.0,173.0,237.0,112.0,False,HARD,21.0,False,4,0 days 02:36:36.602000,Ferrari,LEC,6,False,2021-12-05 19:08:43.820,4.0,7.0,6.0,9524.266000000001,127.664,NA,NA,42.169000000000004,43.11,42.385000000000005,9396.602,127.664,NA,NA,NA,3226.514
480,0 days 02:38:57.165000,4,0 days 00:02:07.594000,31,NA,NA,0 days 00:00:43.617000,0 days 00:00:41.950000,0 days 00:00:42.027000,0 days 02:37:33.188000,0 days 02:38:15.138000,0 days 02:38:57.165000,203.0,141.0,192.0,170.0,False,HARD,21.0,False,4,0 days 02:36:49.571000,McLaren,NOR,6,False,2021-12-05 19:08:56.789,7.0,10.0,1.0,9537.165,127.59400000000001,NA,NA,43.617000000000004,41.95,42.027,9409.571,127.59400000000001,NA,NA,NA,3231.5570000000002
530,0 days 02:38:51.368000,18,0 days 00:02:06.640000,31,NA,NA,0 days 00:00:44.198000,0 days 00:00:41.234000,0 days 00:00:41.208000,0 days 02:37:28.926000,0 days 02:38:10.160000,0 days 02:38:51.368000,260.0,132.0,146.0,194.0,False,MEDIUM,16.0,False,4,0 days 02:36:44.728000,Aston Martin,STR,6,False,2021-12-05 19:08:51.946,18.0,11.0,0.0,9531.368,126.64000000000001,NA,NA,44.198,41.234,41.208000000000006,9404.728000000001,126.64000000000001,NA,NA,NA,3237.0710000000004
